Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_NPL,Mass List Match: KPS_Psychoactive Substances_v2,Mass List Match: KPS_Pharmaceuticals_Oct22,MS2,Reference Ion,Group Area: CRH_FST1,Group Area: CRH_FST2,Group Area: CRH_FST3,Group Area: CRH_FST4,Group Area: CRH_FST5,Group Area: CRH_INLET,Group Area: LANDFILL_EG_0_3Y,Group Area: LANDFILL_EG_3_10Y,Group Area: LANDFILL_EG_Y104,Group Area: LANDFILL_OP_Y104,Group Area: LYSIMETER_CONTROL_EG_140622,Group Area: LYSIMETER_CONTROL_EG_171221,Group Area: LYSIMETER_CONTROL_EG_250122,Group Area: LYSIMETER_CONTROL_OP_140622,Group Area: LYSIMETER_CONTROL_OP_171221,Group Area: LYSIMETER_CONTROL_OP_260122,Group Area: LYSIMETER_EG_0_3Y_14062022,Group Area: LYSIMETER_EG_03Y_171221,Group Area: LYSIMETER_EG_03Y_250122,Group Area: LYSIMETER_EG_3_10Y__171221,Group Area: LYSIMETER_EG_104_171221,Group Area: LYSIMETER_EG3_104_140622,Group Area: LYSIMETER_EG3_104_250122,Group Area: LYSIMETER_EG3_104_250122_20221003231510,Group Area: LYSIMETER_EG104_140622,Group Area: LYSIMETER_OP_0_3Y_171221,Group Area: LYSIMETER_OP_0_3Y_250122,Group Area: LYSIMETER_OP_3_10Y_171221,Group Area: LYSIMETER_OP_3_10Y_250122,Group Area: LYSIMETER_OP_10Y_140622,Group Area: LYSIMETER_OP_10Y_171222,Group Area: LYSIMETER_OP_7104_250122,Group Area: LYSIMETER_OP0_34_140622,Group Area: LYSIMETER_OP3_104_140622,Group Area: Thailand_sample_1,Group Area: Thailand_sample_2,Group Area: Thailand_sample_3,Group Area: Thailand_sample_4,Group Area: Thailand_sample_5,Group Area: Thailand_sample_6,Group Area: Thailand_sample_7,Group Area: Thailand_sample_8,Peak Rating: BLANK_2.raw (F1),Peak Rating: BLANK_3.raw (F2),Peak Rating: BLANK_4.raw (F3),Peak Rating: BLANK_5.raw (F4),Peak Rating: Blank_6.raw (F5),Peak Rating: BLANK1.raw (F6),Peak Rating: CRH_FST1.raw (F7),Peak Rating: CRH_FST2.raw (F8),Peak Rating: CRH_FST3.raw (F9),Peak Rating: CRH_FST4.raw (F10),Peak Rating: CRH_FST5.raw (F11),Peak Rating: CRH_INLET.raw (F12),Peak Rating: LANDFILL_EG_0_3Y.raw (F13),Peak Rating: LANDFILL_EG_3_10Y.raw (F14),Peak Rating: LANDFILL_EG_Y104.raw (F15),Peak Rating: LANDFILL_OP_Y104.raw (F16),Peak Rating: LYSIMETER_CONTROL_EG_140622.raw (F17),Peak Rating: LYSIMETER_CONTROL_EG_171221.raw (F18),Peak Rating: LYSIMETER_CONTROL_EG_250122.raw (F19),Peak Rating: LYSIMETER_CONTROL_OP_140622.raw (F20),Peak Rating: LYSIMETER_CONTROL_OP_171221.raw (F21),Peak Rating: LYSIMETER_CONTROL_OP_260122.raw (F22),Peak Rating: LYSIMETER_EG_0_3Y_14062022.raw (F23),Peak Rating: LYSIMETER_EG_03Y_171221.raw (F24),Peak Rating: LYSIMETER_EG_03Y_250122.raw (F25),Peak Rating: LYSIMETER_EG_3_10Y__171221.raw (F26),Peak Rating: LYSIMETER_EG_104_171221.raw (F27),Peak Rating: LYSIMETER_EG3_104_140622.raw (F28),Peak Rating: LYSIMETER_EG3_104_250122.raw (F29),Peak Rating: LYSIMETER_EG3_104_250122_20221003231510.raw (F30),Peak Rating: LYSIMETER_EG104_140622.raw (F31),Peak Rating: LYSIMETER_OP_0_3Y_171221.raw (F32),Peak Rating: LYSIMETER_OP_0_3Y_250122.raw (F33),Peak Rating: LYSIMETER_OP_3_10Y_171221.raw (F34),Peak Rating: LYSIMETER_OP_3_10Y_250122.raw (F35),Peak Rating: LYSIMETER_OP_10Y_140622.raw (F36),Peak Rating: LYSIMETER_OP_10Y_171222.raw (F37),Peak Rating: LYSIMETER_OP_7104_250122.raw (F38),Peak Rating: LYSIMETER_OP0_34_140622.raw (F39),Peak Rating: LYSIMETER_OP3_104_140622.raw (F40),Peak Rating: QC_1.raw (F41),Peak Rating: QC_2.raw (F42),Peak Rating: QC_3.raw (F43),Peak Rating: QC_4.raw (F44),Peak Rating: QC_5.raw (F45),Peak Rating: QC_6.raw (F46),Peak Rating: QC_7.raw (F47),Peak Rating: QC_8.raw (F48),Peak Rating: QC_9.raw (F49),Peak Rating: QC_10.raw (F50),Peak Rating: QC_11.raw (F51),Peak Rating: QC_12.raw (F52),Peak Rating: QC_13.raw (F53),Peak Rating: QC_14.raw (F54),Peak Rating: QC_15.raw (F55),Peak Rating: Thailand_sample_1.raw (F56),Peak Rating: Thailand_sample_2.raw (F57),Peak Rating: Thailand_sample_3.raw (F58),Peak Rating: Thailand_sample_4.raw (F59),Peak Rating: Thailand_sample_5.raw (F60),Peak Rating: Thailand_sample_6.raw (F61),Peak Rating: Thailand_sample_7.raw (F62),Peak Rating: Thailand_sample_8.raw (F63)
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.64,132.07873,133.086,10.282,4648147.669,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,4648147.669,,,,,,,,,,3263378.936,,,3022926.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,,,10,,10,8.9,,,,,,,,
,FALSE,15-Crown-5,C10 H20 O5,Full match,Full match,No results,0.39,220.13116,221.13844,8.1,4640053.731,1,81.5,51,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35783.06611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,7.3,7.3,10,7.3,7.3,9.5,7.3,,,,,9.5,8.7,,,,,,,
,FALSE,Ethallobarbital,C9 H12 N2 O3,Not the top hit,Partial match,Full match,-0.06,196.08478,197.09206,7.116,4635925.251,6,80.2,62,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,582829.9791,,,,,47197.41862,,680135.8832,92272.13762,,,44428.25295,,,,,,,,47453.58703,,,,,,,,,,,,,,4635925.251,,,,,,,,,,,,,,,3.5,,,,,7.4,,4,3.4,,,6.8,,,,,,,,8.5,,,,,,,,,,,3.2,2.1,2.6,3.2,,3.7,,,2.1,6.4,3.7,,,,,,,,2.9,
,FALSE,Propanthelin,C23 H30 N O3,No match,Invalid mass,Full match,3.59,368.22389,369.23109,23.381,4631379.196,3,71.9,8.6,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,4519766.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,4.6,,,4.6,,,,,,,,,,,,,,,,,,
,FALSE,Metyrosine,C10 H13 N O3,Not the top hit,Partial match,Full match,0.09,195.08956,196.09684,6.027,4630661.117,5,76.6,8.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,4630661.117,,,,,,,,,,,,,,,146418.7856,,,,345937.6649,,,,113397.4894,,,,,,,,,,,1342020.643,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3.2,,,,3.7,,,,6.6,,,,,3.5,6.2,4,7.8,6.2,5.7,5.1,4,5.7,,,,,7.8,,,,,,,,3.5
,FALSE,Sancycline,C21 H22 N2 O7,No match,Invalid mass,Full match,0.19,414.14278,415.15005,5.931,4615596.225,1,68.6,47.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,39496.01149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4615596.225,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2
,FALSE,3-{[4-(2-Pyrimidinyl)piperazino]carbonyl}-2-pyrazinecarboxylic acid,C14 H14 N6 O3,No match,Full match,No results,-3.91,314.11151,315.1188,1.367,4605480.732,11,76.9,8.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,1153091.602,2701003.645,,,,,,210001.5082,153904.6786,1135409.011,,,,,,,,223022.7472,,403962.0757,,,,,,,,,,,,,,4605480.732,,,,,,,,,,,,,,,3.5,4.6,,,,,,4.8,7.5,2.9,,,,,,,,2.1,,5.7,,,,,,,,,,,,3.5,,,,3.5,,4.6,4,4,,,,,,,,,3.5
,FALSE,Maculosin,C14 H16 N2 O3,Not the top hit,Partial match,Full match,0.66,260.11626,261.12355,6.703,4604083.977,6,80.5,62.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,230680.1032,,,,,,,,4604083.977,,,,,39197.49285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,,,,6.2,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Etomidate,C14 H16 N2 O2,Full match,Partial match,Full match,0.54,244.12131,245.12858,13.154,4586965.389,7,82.4,51.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,44473.10494,,,3563507.12,,,,,27206.45851,4085947.117,,4586965.389,406650.2767,,,,,,,,,,,243621.119,,,,,,,,,34925.83098,1174417.46,,,,,,,,,,,,,,,6.8,,,8.9,,,,,8.2,7.3,,10,9.5,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2.2,9.5
,FALSE,Acetaminophen,C8 H9 N O2,Full match,Partial match,Full match,0.35,151.06338,152.07066,2.396,4582255.627,7,88,9.4,Single match found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,828652.3724,,,,619121.8228,450952.2065,2231507.882,,,,,,,,,,,1858513.66,497968.6184,,,,,,,,,,,,,4582255.627,,,,,,,,,,,,,,,,,4,,,,4,4.6,7.3,,,,,,,,,,,7.3,4.6,,,,,,,,,4,2.9,2.9,3.5,4,4,4,4.6,,3.5,8.4,3.5,3.5,,,,,,,4,
,FALSE,5-Aminosalicylic acid,C7 H7 N O3,Full match,Partial match,Full match,0.26,153.04263,154.04992,1.337,4568635.854,5,86.1,79.6,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,233875.5235,,,,199525.6857,,99000.37357,132017.3176,,163688.0868,390939.609,1138143.973,155674.8828,,,132682.6814,132305.3936,,,2918758.526,738521.5003,4568635.854,,87860.22778,,,132617.7948,167919.829,,,,,,,,,,,,,,,,,,,,,5.3,,,,3.2,,2.8,4.5,,5.3,3.5,3.5,5.9,,,2.8,5,,,4.6,8.9,5.1,,5.5,,,6.1,3.2,,,,4.6,4.6,4.6,2.9,1.3,6.7,4.6,,2.4,6.7,4.6,1.8,,,,,,,,
,FALSE,Etomidate,C14 H16 N2 O2,Not the top hit,Partial match,Full match,0.6,244.12132,245.12859,9.649,4560470.177,5,89.5,82.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,44915.82359,,,4560470.177,,,,,,,,,,,39090.59837,789171.2239,2572606.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,8.9,,,,,,,,,,,2.2,9.5,9.5,,,,,,,,,3.5,5.7,7.8,9.1,8.4,9.5,8,8.9,,,,,8.9,,,,,,,,
,FALSE,Sancycline,C21 H22 N2 O7,No match,Invalid mass,Full match,0.27,414.14281,415.15009,6.137,4560146.757,1,70,48.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560146.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,8.6,8.6,9.1,,,,,,,,6.2,
,FALSE,AM-2232,C24 H20 N2 O,No match,No results,Full match,-3.57,352.15631,353.16358,15.921,4549204.944,0,,,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,4549204.944,,1017492.855,,,,,,,,708487.5843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,6.2,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Nicotine,C10 H14 N2,Full match,Full match,Full match,0.02,162.1157,163.12298,1.857,4545673.154,5,89.7,82.2,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,847991.7444,,,,,,,,,,,,,,,,,,4545673.154,,,,,416762.8777,,,,,,505503.203,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,7.3,,,,,8.4,,,,,7.2,,,8,8,,,,,,,,,,,,4.6,,,,,
,FALSE,Diphenylurea,C13 H12 N2 O,Full match,Not the top hit,Full match,0.01,212.09496,213.10225,10.093,4528259.277,4,73.6,46.3,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528259.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,6.3,6.6,6.5,,,,,,,,,9.5
,FALSE,2-(2-hydroxy-3-methylbutanamido)-4-methylpentanoic acid,C11 H21 N O4,Full match,Full match,No results,0.52,231.14718,232.15445,1.351,4526627.034,4,73.3,52.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,398642.5679,514255.2655,,469367.9295,,,,52686.6734,,,169243.4346,,114436.3933,,,,,,,74385.76785,,163107.877,,,,,,,,,,,,,,4526627.034,,,,,,,,,,,,,4,5.7,,7.8,,,,5.8,,,4.2,,8.3,,,,,,,7.7,,2.6,,,,,,,,7.2,5.3,2.6,7.8,4.8,7,5.3,3.5,3.5,,4,4.8,5.3,3.5,,,,,,,,4.6
,FALSE,"2,3,4,9-Tetrahydro-1H-?-carboline-3-carboxylic acid",C12 H12 N2 O2,Not the top hit,Full match,No results,0.44,216.08997,217.09725,7.056,4523379.983,2,92.2,9.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,572153.0367,345842.63,,293529.9198,,,,877165.758,,,,,,,4523379.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,2.6,,1.5,,,,2.9,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Metoprine,C11 H10 Cl2 N4,Not the top hit,Not the top hit,Full match,3.11,268.02908,269.03636,10.601,4513838.49,7,70.9,49.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,129073.4607,78138.67849,,,94267.91719,,,,135018.8275,,,,,100708.5991,68204.20443,,119671.8501,4513838.49,,,,,225841.3369,,75598.17794,,,,,,,,,,,,,,,,,,,,,,,,9.3,5.5,,,9.3,,,,9.7,,,,,9.3,9,,9.3,9.5,,,,,8,,9.3,,,9.5,,,,,,,,,,8.9,9.5,9.5,,,,,,,,,
,FALSE,PEG n5,C10 H22 O6,Not the top hit,Full match,No results,0.36,238.14172,239.149,9.027,4513640.811,1,91.4,9.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,2957670.306,953582.799,,,3014010.754,,4208701.561,1868867.461,,,2712854.788,,,2956988.715,3494441.092,1853469.475,3209494.748,,4513640.811,2613860.915,,4330233.892,,,3732943.778,,,,136783.9162,,,,,,,,,,,,,,,,,,,,7.3,7.3,,,7.3,,8.9,10,,,7.3,,,7.3,8.9,7.3,8.9,,7.3,5.7,,7.3,,,7.3,,,7.3,,,,,,,,,,7.3,7.3,7.3,,,,5.9,,,,,
,FALSE,Alprenolol,C15 H23 N O2,Full match,Full match,Full match,0.53,249.17301,250.18029,7.358,4513127.127,5,76.6,57.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,4513127.127,2096623.585,,873089.5989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,8.4,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,8.4,8.4,7.8,,,,,,,,,
,FALSE,Etoposide,C29 H32 O13,No match,No results,Full match,0.3,588.18447,589.19174,22.916,4503674.212,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,46492.65253,,,,,,,,,,,,,71642.01078,,63229.59116,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,6.8,,6.8,,,,,,,,,1.3,,,,,,,,,,3.2,,,,,,,,,,
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.62,132.07873,133.086,10.199,4483921.451,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,1640265.781,,,,,,,,,,,,,,,,,,,4483921.451,2345159.958,,,,,,101318.8564,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,10,10,,,10,,,,,,,,,,,,,,,,,,2.8,,
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.79,132.07875,133.08603,9.682,4474530.927,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105255.6388,227232.6339,,,,,31099.55119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,8.3,8.6,,,,,7.1
,FALSE,PEG n6,C12 H26 O7,Not the top hit,Full match,No results,0.64,282.16803,283.17531,9.533,4459501.967,3,91.2,82.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,4369999.885,,,745253.5493,4459501.967,,,3953357.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,8.9,7.3,,,7.3,,,,,,,,,,,6.7,7.3,7.3,7.3,,,,,,,,,,,,,
,FALSE,Cotinine N-oxide,C10 H12 N2 O2,Full match,Full match,No results,0.16,192.08991,193.09718,8.871,4451745.962,4,80.4,62.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,4451745.962,,,47007.38284,169839.199,,93856.07406,,,189759.2786,,,,,,,,,,,,,,73830.49314,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,6.3,3.7,,8.8,,,5.9,,,,,,,,,,,,,,7.7,,,,,,,,,,,4.9,,,,8.4,6.7,,,,,,,,,,
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.63,132.07873,133.086,10.133,4448473.961,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,4290191.689,,4272239.976,,4448473.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,,8.9,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
,FALSE,PEG n8,C16 H34 O9,No match,Full match,No results,0.01,370.22028,371.22751,10.015,4447498.761,5,87.9,54.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,1488140.931,,1493434.482,,,,,,,,1307859.631,,,,,1457513.368,3921326.815,,4447498.761,1019833.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,7.3,,,,,,,,4.6,,,,,6.7,7.3,,4,4.6,,,,,,,,,,,,6.2,,,4.6,,,,,,,,,,,,,,
,FALSE,Adenine,C5 H5 N5,Full match,Full match,Full match,0.57,135.05457,136.06185,1.516,4439111.803,1,84.9,9.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,426332.043,,,,,1392634.559,,,,,,,,,,,,,135665.0007,,,,,,160555.5313,,,,,,,,,,,4439111.803,,,,,,,,,,,,,4.6,,,,,7.3,,,,,,,,,,,,,3.7,,,,,,3.2,,,,,6.2,,,,,,,,,,,,,,,,,,,,,7.3
,FALSE,Lidocaine,C14 H22 N2 O,Full match,Full match,Full match,0.46,234.17332,235.1806,7.922,4434848.345,1,81.6,9.1,Single match found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,4434848.345,,,145412.2287,,,,,,,,,,,,,,,,60845.34326,,,,,30069.62215,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,8,,,,,,,,,,,,,,,,5.8,,,,,7.1,,,,,9.5,,,,,,,,,,8.4,7.8,5.1,,,,,,,,,
,FALSE,N1-[3-(1H-imidazol-1-yl)propyl]-2-[(4-nitrobenzoyl)amino]benzamide,C20 H19 N5 O4,Not the top hit,Full match,No results,-3.96,393.14215,394.14942,7.838,4428677.065,1,67.8,67.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,79052.10477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428677.065,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,6.2,
,FALSE,PEG n16,C32 H66 O17,No match,Full match,No results,-0.58,722.42958,723.4371,10.513,4425377.818,1,86.6,53.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,116904.8778,,,,,,,,,,,,,61506.53818,48963.64007,17896.05968,5912.161001,,,4425377.818,,,,,,,,,1056426.178,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,7.9,5.2,8.7,8.7,,,10,,,,,,,,,,,,,,7.1,,,,,,,,,,10,,,,,
,FALSE,"3-amino-4-(propylamino)cyclobut-3-ene-1,2-dione",C7 H10 N2 O2,Full match,Full match,No results,0.36,154.07428,155.08156,3.784,4417410.36,1,84.1,67.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,4417410.36,,,,,,,,,,,,,2458171.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,5.7,,,,,,,,2.6,2.9,3.5,3.5,3.5,4,4,3.5,,,,3.2,3.2,2.9,,,,,,,,
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.61,132.07872,133.086,6.633,4392110.158,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,103022.2636,,,,,,,,,,39346.97446,,,,,,,,272165.919,84227.95019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,3.8,,,,,,10,,,,,,,,,,8.9,8.9,8.9,,,,,3.2,4.5,,,
,FALSE,Azobenzene,C12 H10 N2,Full match,Full match,No results,0.24,182.08444,183.09172,9.181,4391910.985,5,87.8,72.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,4391910.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267590.9361,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.58,132.07872,133.086,8.41,4391551.408,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,163173.281,,,,,,,,,,,4391551.408,,,,,,,,79497.77592,121687.8442,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,8.3,6.6,,
,FALSE,Benzocaine,C9 H11 N O2,Full match,Partial match,Full match,0.17,165.07901,166.08628,8.445,4389557.691,3,80.4,75.5,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,39389.20972,183306.8262,,,,,246432.9815,90520.62191,,,,,,,,,,,,167744.3691,,,,,42545,,,,,,,,4389557.691,,,,,,,,,,,,,,,,6.5,3.7,,,,,9.1,6.6,,,,,,,,,,,,7,,,,,7.4,,,,3.2,3.5,6.8,8.6,5.9,3.2,9.1,8.6,,2.8,6.8,6.5,,,,,,,,6.7,
,FALSE,ospemifene,C24 H23 Cl O2,No match,Invalid mass,Full match,0.58,378.13888,379.14616,20.214,4389300.922,4,69.1,8.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,4389300.922,2695657.1,3175686.873,3177224.692,3372492.064,3282144.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.4,8.4,9.5,6.7,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.2,8,8.6,8.6,7.5,4.8,9.1,,,,,,,,,,,,,
,FALSE,6-Aminocaproic acid,C6 H13 N O2,Full match,Full match,Full match,0.52,131.0947,132.10199,1.329,4387373.221,6,80.3,62.2,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,549818.9901,341395.0369,307989.5266,458462.8904,23816.9279,131821.453,60562.60017,875560.5928,139689.326,197543.4926,,120123.4206,,,389891.1248,152947.0916,82529.68301,,4387373.221,217618.2379,888187.0538,,83217.08472,,,118857.6816,89544.22859,,,,,,,1778208.389,558883.8662,,,,,,,,,,,,,,8.4,8,3.2,4.6,3.3,6.1,7.4,5.7,9.1,8.6,,8.3,,,8.9,9.1,8.8,,7.3,8.6,9.5,,7.2,,,8.8,8.8,,,,8.9,6.2,7.3,8.9,7.3,4.6,9.5,,10,9.5,10,10,,,,,,,8.9,8.4
,FALSE,Paraldehyde,C6 H12 O3,Full match,No results,Full match,0.64,132.07873,133.08601,9.865,4387205.983,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,4304063.904,,,,4387205.983,2672628.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,8.9,8.9,,,,,,,,,,,,,,,,7.3,,,7.3,,,,,,,,,,,,,,
,FALSE,15-Crown-5,C10 H20 O5,Full match,Full match,No results,0.41,220.13116,221.13844,8.682,4385680.274,1,91.2,9.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,3257564.114,2819561.173,,,3352109.083,,3999879.676,2261086.361,,,,,,,,2190921.479,3404279.161,,4385680.274,2862581.873,,3448386.093,1057821.609,,4345458.785,,18479.28961,,,,,,,,,,,,,,,,,,,,,,7.3,7.3,,,7.3,,10,8.9,,,,,,,,8.9,8.9,,8.9,8.9,,8.9,7.3,,7.3,,,7.3,,,,,,,,,,8.9,7.3,,,7.6,,,,,,,
,FALSE,Guanine,C5 H5 N5 O,Full match,Full match,Full match,0.33,151.04946,152.05674,4.45,4378165.867,1,92,78.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,85661.60941,,,656536.9956,502518.9896,,,,,,337487.4578,,4378165.867,,,,,,,,,720723.531,2608657.54,,,,,,,,,,,,,311008.842,,,,,,,,,,,,,5,,,2.9,3.5,,,,,,2.6,,5.1,,,,,,,,,2.9,4.6,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,8,
