"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample_location","group_area","peak_rating","mass_list_name","mass_list_match"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",2122942.2828796,8.9,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",1442548.11247888,7.8,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",2653020.61809936,7.8,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",2270284.29686442,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",2606792.93901373,7.8,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_250122",2797921.03245941,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",2774307.23592748,7.8,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",3160155.75039126,8.9,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_7104_250122",2657475.50057056,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",1992397.2440393,7.8,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",2040995.94461464,8.9,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_1",4259835.00531104,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_2",4644661.02802396,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_3",4335366.91369401,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_4",4543247.46071806,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_5",4938372.89786081,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_6",4259862.4868995,8.4,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_7",3259120.44760462,9.5,"kps_pharmaceuticals_oct22","Single match found"
1278,"Velneperit","C17 H24 F3 N3 O3 S","No match","Invalid mass","Full match",-2.03,407.14822,408.15551,10.616,5121017.56855446,5,73.5,8.7,"DDA for preferred ion","[M+H]+1","thailand_sample_8",2709087.75644408,8.4,"kps_pharmaceuticals_oct22","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","crh_fst1",5120952.78152057,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","crh_fst3",4041762.60664349,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","crh_fst4",4019689.01649847,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","crh_fst5",3050419.05791943,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","crh_inlet",4531576.46267434,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",3308454.20075662,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",3274844.12526317,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",4205223.97388317,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","landfill_op_y104",3372461.98172721,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",3566323.62535344,7.8,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",3156160.60894918,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",3722202.13544665,7.3,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",4203217.99522667,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",4386783.61831303,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",3573203.29457526,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",4004744.30515628,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",3531349.7256261,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",4089897.47072411,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_104_171221",3274941.55737278,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",3475534.59285739,7.3,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",3624404.63855033,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",3201264.98583786,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",3905458.47157669,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",3156805.56944828,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",3749493.93160771,6.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",4296235.96612457,6.2,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_250122",4950862.01698686,6.2,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",4150423.81665766,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",3360049.22288382,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_7104_250122",3752119.52310329,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",3987625.11061359,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",3185596.86682392,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","thailand_sample_2",3228606.09330477,5.1,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","thailand_sample_3",3092329.94746567,5.7,"kps_psychoactive_substances_v2","Single match found"
1279,"AM-1235","C24 H21 F N2 O3","No match","Not the top hit","Full match",2.16,404.15449,405.16177,20.211,5120952.78152057,10,81.4,50.9,"DDA for preferred ion","[M+H]+1","thailand_sample_8",3036502.13049922,5.1,"kps_psychoactive_substances_v2","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",5103152.90839974,8.9,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",4238040.86709277,9.5,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",897134.777424301,8.6,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","landfill_op_y104",790098.567124097,8.6,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",161040.395406846,7.4,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",1600392.82009516,8.4,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",220392.360302959,7.4,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",146202.753721157,7.4,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1364072.37553776,8.9,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",1249049.51002776,9.1,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg_104_171221",203832.643664111,5.2,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",148838.061635128,7.4,"kps_pharmaceuticals_oct22","Single match found"
1286,"Z-Pro-Prolinal","C18 H22 N2 O4","Full match","Not the top hit","Full match",0.21,330.15803,331.1653,15.665,5103152.90839974,3,70.8,8.5,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",168677.83010562,5.2,"kps_pharmaceuticals_oct22","Single match found"
1296,"Amcinonide","C28 H35 F O7","No match","No results","Full match",-0.13,502.23662,503.2439,10.054,5066148.72889342,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",5066148.72889342,5.7,"kps_pharmaceuticals_oct22","Single match found"
1296,"Amcinonide","C28 H35 F O7","No match","No results","Full match",-0.13,502.23662,503.2439,10.054,5066148.72889342,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",2639446.69892823,6.7,"kps_pharmaceuticals_oct22","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",3666196.31971233,5.7,"kps_psychoactive_substances_v2","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",3666196.31971233,5.7,"kps_pharmaceuticals_oct22","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",5064181.38316349,5.7,"kps_psychoactive_substances_v2","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",5064181.38316349,5.7,"kps_pharmaceuticals_oct22","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",824275.271072499,8,"kps_psychoactive_substances_v2","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",824275.271072499,8,"kps_pharmaceuticals_oct22","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1969665.12224885,5.7,"kps_psychoactive_substances_v2","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1969665.12224885,5.7,"kps_pharmaceuticals_oct22","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",599460.198378062,5.3,"kps_psychoactive_substances_v2","Single match found"
1297,"Methyprylon","C10 H17 N O2","Full match","Partial match","Full match",0.17,183.12596,184.13324,9.516,5064181.38316349,1,77.2,73.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",599460.198378062,5.3,"kps_pharmaceuticals_oct22","Single match found"
1298,"Ecgonine methyl ester","C10 H17 N O3","Full match","Full match","Full match",-0.05,199.12083,200.12811,1.379,5063703.85979482,1,77,48.3,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",512897.274378009,7,"kps_pharmaceuticals_oct22","Single match found"
1298,"Ecgonine methyl ester","C10 H17 N O3","Full match","Full match","Full match",-0.05,199.12083,200.12811,1.379,5063703.85979482,1,77,48.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",147045.424055498,7.9,"kps_pharmaceuticals_oct22","Single match found"
1298,"Ecgonine methyl ester","C10 H17 N O3","Full match","Full match","Full match",-0.05,199.12083,200.12811,1.379,5063703.85979482,1,77,48.3,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",315988.25403568,7.7,"kps_pharmaceuticals_oct22","Single match found"
1298,"Ecgonine methyl ester","C10 H17 N O3","Full match","Full match","Full match",-0.05,199.12083,200.12811,1.379,5063703.85979482,1,77,48.3,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",209561.178665046,5.2,"kps_pharmaceuticals_oct22","Single match found"
1298,"Ecgonine methyl ester","C10 H17 N O3","Full match","Full match","Full match",-0.05,199.12083,200.12811,1.379,5063703.85979482,1,77,48.3,"DDA for preferred ion","[M+H]+1","lysimeter_op_7104_250122",114945.960831047,7.6,"kps_pharmaceuticals_oct22","Single match found"
1303,"5-Aminosalicylic acid","C7 H7 N O3","Not the top hit","Partial match","Full match",0.33,153.04264,154.04992,1.312,5055810.87981963,2,91.2,82.8,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",1682563.67665274,5.7,"kps_pharmaceuticals_oct22","Multiple matches found"
1303,"5-Aminosalicylic acid","C7 H7 N O3","Not the top hit","Partial match","Full match",0.33,153.04264,154.04992,1.312,5055810.87981963,2,91.2,82.8,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",5055810.87981963,6.7,"kps_pharmaceuticals_oct22","Multiple matches found"
1303,"5-Aminosalicylic acid","C7 H7 N O3","Not the top hit","Partial match","Full match",0.33,153.04264,154.04992,1.312,5055810.87981963,2,91.2,82.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",3604016.71313579,6.2,"kps_pharmaceuticals_oct22","Multiple matches found"
1303,"5-Aminosalicylic acid","C7 H7 N O3","Not the top hit","Partial match","Full match",0.33,153.04264,154.04992,1.312,5055810.87981963,2,91.2,82.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",722312.612510991,8.6,"kps_pharmaceuticals_oct22","Multiple matches found"
1303,"5-Aminosalicylic acid","C7 H7 N O3","Not the top hit","Partial match","Full match",0.33,153.04264,154.04992,1.312,5055810.87981963,2,91.2,82.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",4520729.74011647,6.7,"kps_pharmaceuticals_oct22","Multiple matches found"
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2","Full match","Not the top hit","Full match",0.1,194.10555,195.11282,9.248,5048903.95125186,3,80.4,62.4,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2238173.35834748,8.4,"kps_pharmaceuticals_oct22","Single match found"
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2","Full match","Not the top hit","Full match",0.1,194.10555,195.11282,9.248,5048903.95125186,3,80.4,62.4,"DDA for preferred ion","[M+H]+1","landfill_op_y104",5048903.95125186,7.8,"kps_pharmaceuticals_oct22","Single match found"
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2","Full match","Not the top hit","Full match",0.1,194.10555,195.11282,9.248,5048903.95125186,3,80.4,62.4,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",711180.208337749,8,"kps_pharmaceuticals_oct22","Single match found"
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2","Full match","Not the top hit","Full match",0.1,194.10555,195.11282,9.248,5048903.95125186,3,80.4,62.4,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",141899.624495219,6.3,"kps_pharmaceuticals_oct22","Single match found"
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2","Full match","Not the top hit","Full match",0.1,194.10555,195.11282,9.248,5048903.95125186,3,80.4,62.4,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",196374.194776875,5.8,"kps_pharmaceuticals_oct22","Single match found"
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2","Full match","Not the top hit","Full match",0.1,194.10555,195.11282,9.248,5048903.95125186,3,80.4,62.4,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",754942.021596415,6.4,"kps_pharmaceuticals_oct22","Single match found"
1309,"[d-Phenothrin]",NA,"No match","Invalid mass","Full match",NA,350.18686,351.19414,11.867,5044304.35908679,2,72,50.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",5044304.35908679,8.4,"kps_npl","Single match found"
