"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",2351475.9390642
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",3566323.62535344
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",3156160.60894918
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",3722202.13544665
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",4203217.99522667
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",4386783.61831303
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",3905458.47157669
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",3475534.59285739
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",3624404.63855033
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg3_104_250122_20221003231510","kps_psychoactive_substances_v2",3201264.98583786
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",4004744.30515628
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",3531349.7256261
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",3573203.29457526
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",3274941.55737278
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",4089897.47072411
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",3987625.11061359
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op3_104_140622","kps_psychoactive_substances_v2",3185596.86682392
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",3156805.56944828
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",3749493.93160771
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",4150423.81665766
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",3360049.22288382
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",4296235.96612457
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_3_10y_250122","kps_psychoactive_substances_v2",4950862.01698686
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",3752119.52310329
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"thailand_sample_1","kps_psychoactive_substances_v2",2516210.15348282
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"thailand_sample_2","kps_psychoactive_substances_v2",3228606.09330477
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"thailand_sample_3","kps_psychoactive_substances_v2",3092329.94746567
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"thailand_sample_4","kps_psychoactive_substances_v2",2804770.76261252
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"thailand_sample_5","kps_psychoactive_substances_v2",2549754.33112719
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"thailand_sample_6","kps_psychoactive_substances_v2",2493920.49177119
2076,"AM-1235","C24 H21 F N2 O3",404.15459,405.16187,19.503,"thailand_sample_7","kps_psychoactive_substances_v2",2173342.67612346
1279,"AM-1235","C24 H21 F N2 O3",404.15449,405.16177,20.211,"thailand_sample_8","kps_psychoactive_substances_v2",3036502.13049922
2689,"AM-2232","C24 H20 N2 O",352.15631,353.16358,17.382,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2338161.58315367
2689,"AM-2232","C24 H20 N2 O",352.15631,353.16358,17.382,"landfill_op_y104","kps_psychoactive_substances_v2",659197.841530773
4523,"AM-2232","C24 H20 N2 O",352.15625,353.16352,17.674,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1050646.94358227
4523,"AM-2232","C24 H20 N2 O",352.15625,353.16352,17.674,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",514960.883006671
2004,"AM-2232","C24 H20 N2 O",352.15625,353.16352,16.518,"thailand_sample_7","kps_psychoactive_substances_v2",3199212.7037044
2004,"AM-2232","C24 H20 N2 O",352.15625,353.16352,16.518,"thailand_sample_8","kps_psychoactive_substances_v2",2949625.63298138
423,"Alphaprodine","C16 H23 N O2",261.17305,262.18032,11.314,"landfill_eg_3_10y","kps_psychoactive_substances_v2",14607648.0638039
423,"Alphaprodine","C16 H23 N O2",261.17305,262.18032,11.314,"landfill_op_y104","kps_psychoactive_substances_v2",1775976.5629918
423,"Alphaprodine","C16 H23 N O2",261.17305,262.18032,11.314,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",571243.796812851
423,"Alphaprodine","C16 H23 N O2",261.17305,262.18032,11.314,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",2680894.27276434
7516,"Amobarbital","C11 H18 N2 O3",226.13182,227.1391,5.302,"landfill_eg_3_10y","kps_psychoactive_substances_v2",322629.654830742
5798,"Amobarbital","C11 H18 N2 O3",226.13183,227.13911,6.651,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",100082.932998944
6048,"Amobarbital","C11 H18 N2 O3",226.13183,227.13911,1.301,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",134043.504361549
406,"Amobarbital","C11 H18 N2 O3",226.13182,227.13909,8.004,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",5554903.56646446
406,"Amobarbital","C11 H18 N2 O3",226.13182,227.13909,8.004,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",6086490.48457399
6048,"Amobarbital","C11 H18 N2 O3",226.13183,227.13911,1.301,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",133357.572266679
406,"Amobarbital","C11 H18 N2 O3",226.13182,227.13909,8.004,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",15326113.1603085
6048,"Amobarbital","C11 H18 N2 O3",226.13183,227.13911,1.301,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",256917.172235788
406,"Amobarbital","C11 H18 N2 O3",226.13182,227.13909,8.004,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",389129.581257708
2911,"Androsta-1,4-diene-3,17-dione","C19 H24 O2",284.17784,285.18511,14.343,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2129091.08059547
2911,"Androsta-1,4-diene-3,17-dione","C19 H24 O2",284.17784,285.18511,14.343,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",992320.192623189
2127,"Aniracetam","C12 H13 N O3",219.08962,220.09689,4.417,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1482912.76074587
2626,"Aniracetam","C12 H13 N O3",219.08965,220.09692,6.527,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1685823.49436734
2626,"Aniracetam","C12 H13 N O3",219.08965,220.09692,6.527,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",1571345.7393712
2626,"Aniracetam","C12 H13 N O3",219.08965,220.09692,6.527,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",2408306.73304396
2626,"Aniracetam","C12 H13 N O3",219.08965,220.09692,6.527,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",394197.890093967
2626,"Aniracetam","C12 H13 N O3",219.08965,220.09692,6.527,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",1273394.61537131
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"crh_inlet","kps_psychoactive_substances_v2",4334597.03140917
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",536224.144485568
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",477338.961576673
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",354532.722553254
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",2415457.96067319
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",724611.329391111
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",546854.910742491
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",711667.835480289
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",804232.175778217
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_eg3_104_250122_20221003231510","kps_psychoactive_substances_v2",466261.242854952
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",385637.364490303
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",680731.724053273
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",653675.286831031
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op3_104_140622","kps_psychoactive_substances_v2",760321.53807454
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",2332326.20854733
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",644540.78375376
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",565730.286502822
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",794411.045592439
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",2158435.11607225
1501,"Anthranilic acid","C7 H7 N O2",137.04773,138.05503,1.291,"thailand_sample_3","kps_psychoactive_substances_v2",239357.800193474
2181,"Anthranilic acid","C7 H7 N O2",137.04776,138.05503,7.223,"thailand_sample_7","kps_psychoactive_substances_v2",2907786.0014132
2181,"Anthranilic acid","C7 H7 N O2",137.04776,138.05503,7.223,"thailand_sample_8","kps_psychoactive_substances_v2",2653924.5435542
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"landfill_eg_3_10y","kps_psychoactive_substances_v2",621525.324831241
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"landfill_eg_y104","kps_psychoactive_substances_v2",708067.451653342
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"landfill_op_y104","kps_psychoactive_substances_v2",4568062.96777715
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",349094.973216131
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",2304819.05599473
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",264425.110461184
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",458219.019134686
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",1449008.04346245
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",583340.214072002
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",332348.208276941
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",2526484.51853195
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",884331.865916737
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",636680.735000021
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",271556.165596304
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",1121878.15074467
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",441017.112658688
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op3_104_140622","kps_psychoactive_substances_v2",247609.059645001
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",1239867.50654636
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",487599.312888051
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",1036344.13153853
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",1273445.447914
1428,"Barbital","C8 H12 N2 O3",184.08479,185.09207,1.311,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",316985.874772673
476,"Barbital","C8 H12 N2 O3",184.0848,185.09208,2.798,"thailand_sample_7","kps_psychoactive_substances_v2",13148714.9611146
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"landfill_eg_0_3y","kps_psychoactive_substances_v2",3044540.0440722
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2663677.3767949
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"landfill_eg_y104","kps_psychoactive_substances_v2",433648.386104034
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",882321.523393237
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1444208.13814466
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",309758.546397367
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",288202.697706617
2097,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.1103,182.11758,8.106,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",172984.763669167
2285,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.11031,182.11758,13.32,"thailand_sample_7","kps_psychoactive_substances_v2",2778737.87978592
2285,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",181.11031,182.11758,13.32,"thailand_sample_8","kps_psychoactive_substances_v2",1469801.64754379
3153,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",151.09978,152.10705,6.404,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1930541.17928341
7621,"Cannabichromene","C21 H30 O2",314.22467,315.23195,17.751,"landfill_eg_0_3y","kps_psychoactive_substances_v2",178095.072812299
7621,"Cannabichromene","C21 H30 O2",314.22467,315.23195,17.751,"landfill_eg_3_10y","kps_psychoactive_substances_v2",295740.735269887
5016,"Cannabigerol","C21 H32 O2",316.24034,317.24762,17.777,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1029027.04544332
6504,"Cannabigerolic acid","C22 H32 O4",360.2299,361.23679,16.912,"landfill_eg_3_10y","kps_psychoactive_substances_v2",588838.723313277
4009,"Cannabinol monomethyl ether","C22 H28 O2",324.20906,325.21634,16.017,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1426695.96260716
6781,"Carisoprodol","C12 H24 N2 O4",260.17376,261.18103,8.613,"landfill_eg_0_3y","kps_psychoactive_substances_v2",236089.303782184
6781,"Carisoprodol","C12 H24 N2 O4",260.17376,261.18103,8.613,"landfill_eg_3_10y","kps_psychoactive_substances_v2",212251.761651869
6781,"Carisoprodol","C12 H24 N2 O4",260.17376,261.18103,8.613,"landfill_op_y104","kps_psychoactive_substances_v2",518146.661610796
3143,"Clorazepate","C16 H11 Cl N2 O3",314.0469,315.05418,13.738,"landfill_eg_3_10y","kps_psychoactive_substances_v2",682527.387806025
7410,"Clorazepate","C16 H11 Cl N2 O3",314.0454,315.05267,6.238,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",352412.701690679
3143,"Clorazepate","C16 H11 Cl N2 O3",314.0469,315.05418,13.738,"thailand_sample_6","kps_psychoactive_substances_v2",124563.578652567
3143,"Clorazepate","C16 H11 Cl N2 O3",314.0469,315.05418,13.738,"thailand_sample_7","kps_psychoactive_substances_v2",1937714.9095762
3143,"Clorazepate","C16 H11 Cl N2 O3",314.0469,315.05418,13.738,"thailand_sample_8","kps_psychoactive_substances_v2",1839737.91521595
3034,"DM 235","C14 H18 N2 O2",246.13698,247.14426,10.854,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2026378.39676743
7697,"DM 235","C14 H18 N2 O2",246.13693,247.14421,5.616,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",167580.010608374
3163,"DM 235","C14 H18 N2 O2",246.137,247.14427,14.063,"thailand_sample_8","kps_psychoactive_substances_v2",436073.842410012
4924,"Dihydrotestosterone benzoate","C26 H34 O3",394.25258,395.25986,18.726,"crh_inlet","kps_psychoactive_substances_v2",1054920.31765852
4924,"Dihydrotestosterone benzoate","C26 H34 O3",394.25258,395.25986,18.726,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",592706.142863625
4924,"Dihydrotestosterone benzoate","C26 H34 O3",394.25258,395.25986,18.726,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",494721.045036995
4924,"Dihydrotestosterone benzoate","C26 H34 O3",394.25258,395.25986,18.726,"thailand_sample_4","kps_psychoactive_substances_v2",525379.954692159
4924,"Dihydrotestosterone benzoate","C26 H34 O3",394.25258,395.25986,18.726,"thailand_sample_7","kps_psychoactive_substances_v2",527975.974142122
7052,"Dimenoxadol","C20 H25 N O3",327.1836,328.19087,12.288,"thailand_sample_7","kps_psychoactive_substances_v2",449467.676014489
7052,"Dimenoxadol","C20 H25 N O3",327.1836,328.19087,12.288,"thailand_sample_8","kps_psychoactive_substances_v2",426677.448591482
5558,"Dromostanolone","C20 H32 O2",304.24036,305.24764,19.278,"landfill_eg_3_10y","kps_psychoactive_substances_v2",853461.188429231
5558,"Dromostanolone","C20 H32 O2",304.24036,305.24764,19.278,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",693690.404385392
5558,"Dromostanolone","C20 H32 O2",304.24036,305.24764,19.278,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",409947.337238733
5558,"Dromostanolone","C20 H32 O2",304.24036,305.24764,19.278,"thailand_sample_7","kps_psychoactive_substances_v2",324405.034655431
5558,"Dromostanolone","C20 H32 O2",304.24036,305.24764,19.278,"thailand_sample_8","kps_psychoactive_substances_v2",321693.512730979
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"crh_fst2","kps_psychoactive_substances_v2",271980.590058479
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"crh_fst3","kps_psychoactive_substances_v2",312926.733583008
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"crh_fst4","kps_psychoactive_substances_v2",318339.488548832
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"crh_fst5","kps_psychoactive_substances_v2",267662.818355868
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"crh_inlet","kps_psychoactive_substances_v2",305901.918837145
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",319627.251399705
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",233023.919880084
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",271895.345557315
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",245694.156430846
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",297229.657604634
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",236253.138642045
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",246042.486151914
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"thailand_sample_2","kps_psychoactive_substances_v2",294069.167241317
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"thailand_sample_3","kps_psychoactive_substances_v2",283731.446007554
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"thailand_sample_4","kps_psychoactive_substances_v2",236876.511265542
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"thailand_sample_5","kps_psychoactive_substances_v2",276371.405014387
7421,"Estazolam","C16 H11 Cl N4",294.06826,295.07554,13.206,"thailand_sample_6","kps_psychoactive_substances_v2",256457.099157438
5259,"Estazolam","C16 H11 Cl N4",294.06757,295.07485,7.91,"thailand_sample_7","kps_psychoactive_substances_v2",941022.733860211
5259,"Estazolam","C16 H11 Cl N4",294.06757,295.07485,7.91,"thailand_sample_8","kps_psychoactive_substances_v2",846799.089919473
6447,"Ethinamate","C9 H13 N O2",167.09465,168.10193,4.704,"landfill_eg_0_3y","kps_psychoactive_substances_v2",604552.893060973
7487,"Ethinamate","C9 H13 N O2",167.09467,168.10195,1.316,"landfill_eg_y104","kps_psychoactive_substances_v2",176213.669062652
1517,"Ethinamate","C9 H13 N O2",167.09465,168.10193,2.2,"thailand_sample_7","kps_psychoactive_substances_v2",4290554.23855339
1517,"Ethinamate","C9 H13 N O2",167.09465,168.10193,2.2,"thailand_sample_8","kps_psychoactive_substances_v2",3661435.62692615
2211,"Ethylphenidate","C15 H21 N O2",247.15736,248.16463,6.834,"landfill_eg_0_3y","kps_psychoactive_substances_v2",2874160.25998941
2976,"Ethylphenidate","C15 H21 N O2",247.15735,248.16463,10.264,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2081912.66136857
2211,"Ethylphenidate","C15 H21 N O2",247.15736,248.16463,6.834,"landfill_eg_y104","kps_psychoactive_substances_v2",567342.740224844
3811,"Ethylphenidate","C15 H21 N O2",247.15739,248.16466,10.146,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",510965.269414445
2211,"Ethylphenidate","C15 H21 N O2",247.15736,248.16463,6.834,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",125502.649332139
3079,"Ethylphenidate","C15 H21 N O2",247.15737,248.16465,9.707,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1987861.78071892
3079,"Ethylphenidate","C15 H21 N O2",247.15737,248.16465,9.707,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",486968.458683238
3079,"Ethylphenidate","C15 H21 N O2",247.15737,248.16465,9.707,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",855038.705860603
2211,"Ethylphenidate","C15 H21 N O2",247.15736,248.16463,6.834,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",145044.511001029
3079,"Ethylphenidate","C15 H21 N O2",247.15737,248.16465,9.707,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",259000.804208974
2701,"Ethylphenidate","C15 H21 N O2",247.15734,248.16461,7.81,"thailand_sample_3","kps_psychoactive_substances_v2",2324396.07362837
2701,"Ethylphenidate","C15 H21 N O2",247.15734,248.16461,7.81,"thailand_sample_6","kps_psychoactive_substances_v2",176697.028933718
2160,"Etoxeridine","C18 H27 N O4",321.19409,322.20137,11.92,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2935881.96131074
4129,"Etoxeridine","C18 H27 N O4",321.19398,322.20134,11.122,"landfill_op_y104","kps_psychoactive_substances_v2",910430.952487904
4129,"Etoxeridine","C18 H27 N O4",321.19398,322.20134,11.122,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1053128.56152951
6347,"Fludiazepam","C16 H12 Cl F N2 O",302.06148,303.06876,4.276,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",634048.910356614
6413,"Fluoxymestrone","C20 H29 F O3",336.20898,337.21625,19.061,"landfill_op_y104","kps_psychoactive_substances_v2",184590.482700914
6413,"Fluoxymestrone","C20 H29 F O3",336.20898,337.21625,19.061,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",199061.994599828
6413,"Fluoxymestrone","C20 H29 F O3",336.20898,337.21625,19.061,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",614838.210268591
312,"Flurazepam","C21 H23 Cl F N3 O",387.15293,388.1602,1.871,"thailand_sample_7","kps_psychoactive_substances_v2",19049293.6974957
3193,"Formetorex","C10 H13 N O",163.09975,164.10702,13.837,"landfill_eg_3_10y","kps_psychoactive_substances_v2",770039.930630618
3193,"Formetorex","C10 H13 N O",163.09975,164.10702,13.837,"thailand_sample_7","kps_psychoactive_substances_v2",1838733.11923312
3193,"Formetorex","C10 H13 N O",163.09975,164.10702,13.837,"thailand_sample_8","kps_psychoactive_substances_v2",1906653.46202852
