"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"lysimeter_op_3_10y_250122","mz_cloud",10231581.2614693
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"lysimeter_op_7104_250122","mz_cloud",10524804.0253105
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_1","mz_cloud",8750443.08385621
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_2","mz_cloud",8776114.31828739
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_3","mz_cloud",9349996.70528944
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_4","mz_cloud",3430926.41990702
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_5","mz_cloud",3662656.420726
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_6","mz_cloud",8358073.27130529
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_7","mz_cloud",3419823.50142602
509,"1-Dodecyl-2-pyrrolidinone","C16 H31 N O",0.47,253.24068,254.24796,19.432,"thailand_sample_8","mz_cloud",8267780.02625446
5008,"1-Methylxanthine","C6 H6 N4 O2",0.09,166.04909,167.05637,5.06,"crh_inlet","mz_cloud",1030308.92625531
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"landfill_eg_y104","mz_cloud",316781.128239525
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_control_eg_250122","mz_cloud",272058.002533065
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_eg104_140622","mz_cloud",133627.436505109
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_eg3_104_140622","mz_cloud",269898.026856169
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_op3_104_140622","mz_cloud",350619.090435211
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_op_10y_140622","mz_cloud",261946.851346395
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_op_3_10y_250122","mz_cloud",145668.220001277
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"lysimeter_op_7104_250122","mz_cloud",377554.575506835
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"thailand_sample_1","mz_cloud",216003.986973145
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"thailand_sample_2","mz_cloud",292200.770071221
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"thailand_sample_3","mz_cloud",282883.524414522
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"thailand_sample_4","mz_cloud",223888.646977699
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"thailand_sample_5","mz_cloud",126422.374349752
6506,"1-Naphthol","C10 H8 O",0.44,144.05758,145.06485,12.516,"thailand_sample_6","mz_cloud",246648.655887995
804,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",0.22,190.07427,191.08155,3.986,"thailand_sample_7","mz_cloud",7985999.9638199
804,"1-Phenylhexahydropyridazine-3,6-dione","C10 H10 N2 O2",0.22,190.07427,191.08155,3.986,"thailand_sample_8","mz_cloud",7944059.87171208
5442,"12-Aminododecanoic acid","C12 H25 N O2",0.25,215.18858,216.19586,13.182,"lysimeter_control_eg_171221","mz_cloud",153612.772115339
5442,"12-Aminododecanoic acid","C12 H25 N O2",0.25,215.18858,216.19586,13.182,"lysimeter_eg_03y_171221","mz_cloud",886113.856126334
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"landfill_eg_y104","mz_cloud",61649575.2506147
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"landfill_op_y104","mz_cloud",22878882.1873297
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_control_eg_140622","mz_cloud",48286551.1259678
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_control_eg_250122","mz_cloud",55819274.7275142
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_control_op_140622","mz_cloud",43569211.8353389
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_control_op_171221","mz_cloud",69177768.9630611
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_control_op_260122","mz_cloud",36467308.4867951
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_eg104_140622","mz_cloud",54943897.3019362
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_eg3_104_140622","mz_cloud",54724130.4650951
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_eg3_104_250122","mz_cloud",68769697.9366603
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_eg3_104_250122_20221003231510","mz_cloud",34083855.2726249
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_eg_03y_250122","mz_cloud",46090855.6447864
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_eg_0_3y_14062022","mz_cloud",31010827.8125643
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op0_34_140622","mz_cloud",66988776.5893591
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op3_104_140622","mz_cloud",56561794.7862907
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op_0_3y_171221","mz_cloud",38154737.2790487
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op_0_3y_250122","mz_cloud",65901097.907829
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op_10y_140622","mz_cloud",60711720.5739566
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op_10y_171222","mz_cloud",9374000.00076292
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"lysimeter_op_3_10y_171221","mz_cloud",46985069.8613669
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"thailand_sample_1","mz_cloud",307989.79213825
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"thailand_sample_2","mz_cloud",922566.609565306
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"thailand_sample_3","mz_cloud",2802301.16525521
71,"15-Crown-5","C10 H20 O5",0.43,220.13117,221.13845,9.553,"thailand_sample_6","mz_cloud",180602.778558091
3637,"17α-Methyl-androstan-3-hydroxyimine-17β-ol","C20 H33 N O2",0.34,319.25124,320.25851,14.162,"thailand_sample_7","mz_cloud",1618887.66538039
3637,"17α-Methyl-androstan-3-hydroxyimine-17β-ol","C20 H33 N O2",0.34,319.25124,320.25851,14.162,"thailand_sample_8","mz_cloud",1425291.70146618
5179,"19(R)-HETE","C20 H32 O3",-0.49,320.23499,321.24223,19.322,"landfill_eg_3_10y","mz_cloud",968430.521847544
5179,"19(R)-HETE","C20 H32 O3",-0.49,320.23499,321.24223,19.322,"lysimeter_control_eg_171221","mz_cloud",404904.088792169
5179,"19(R)-HETE","C20 H32 O3",-0.49,320.23499,321.24223,19.322,"lysimeter_op_0_3y_250122","mz_cloud",209567.441731749
5179,"19(R)-HETE","C20 H32 O3",-0.49,320.23499,321.24223,19.322,"thailand_sample_7","mz_cloud",170621.295280132
262,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",-4.4,273.12137,274.12865,1.43,"thailand_sample_7","mz_cloud",21079330.557351
262,"1?ethyl?6?imino?5?[(1E)?2?(4?methylphenyl)diazen?1?yl]?1,3?diazinane?2,4?dione","C13 H15 N5 O2",-4.4,273.12137,274.12865,1.43,"thailand_sample_8","mz_cloud",21971901.3977093
1499,"2,3,4,9-Tetrahydro-1H-β-carboline-3-carboxylic acid","C12 H12 N2 O2",0.48,216.08998,217.09726,7.568,"lysimeter_control_eg_171221","mz_cloud",1034961.80968446
1499,"2,3,4,9-Tetrahydro-1H-β-carboline-3-carboxylic acid","C12 H12 N2 O2",0.48,216.08998,217.09726,7.568,"lysimeter_control_op_171221","mz_cloud",3904721.75607566
1499,"2,3,4,9-Tetrahydro-1H-β-carboline-3-carboxylic acid","C12 H12 N2 O2",0.48,216.08998,217.09726,7.568,"lysimeter_op_0_3y_171221","mz_cloud",4337202.39589993
1499,"2,3,4,9-Tetrahydro-1H-β-carboline-3-carboxylic acid","C12 H12 N2 O2",0.48,216.08998,217.09726,7.568,"lysimeter_op_3_10y_171221","mz_cloud",3360315.07223412
3763,"2,4-Diaminotoluene","C7 H10 N2",1.02,122.08452,123.0918,7.383,"lysimeter_control_eg_171221","mz_cloud",1550621.62799042
5157,"2,4-Diaminotoluene","C7 H10 N2",0.96,122.08452,123.09179,8.341,"lysimeter_eg_03y_171221","mz_cloud",975394.028830807
5830,"2,5,7-Trimethyl-2,6-dihydro-1H-pyrrolo[3,4-d]pyridazin-1-one","C9 H11 N3 O",0.18,177.09024,178.09752,1.924,"landfill_eg_3_10y","mz_cloud",773911.362700283
5830,"2,5,7-Trimethyl-2,6-dihydro-1H-pyrrolo[3,4-d]pyridazin-1-one","C9 H11 N3 O",0.18,177.09024,178.09752,1.924,"landfill_op_y104","mz_cloud",484181.053658313
5830,"2,5,7-Trimethyl-2,6-dihydro-1H-pyrrolo[3,4-d]pyridazin-1-one","C9 H11 N3 O",0.18,177.09024,178.09752,1.924,"lysimeter_eg_03y_171221","mz_cloud",548595.260461139
5763,"2,6-Diphenylphenol","C18 H14 O",0.54,246.1046,247.11187,16.093,"landfill_eg_0_3y","mz_cloud",398128.534051188
5763,"2,6-Diphenylphenol","C18 H14 O",0.54,246.1046,247.11187,16.093,"lysimeter_eg_03y_171221","mz_cloud",792000.459470489
5763,"2,6-Diphenylphenol","C18 H14 O",0.54,246.1046,247.11187,16.093,"lysimeter_eg_03y_250122","mz_cloud",194008.132342568
5763,"2,6-Diphenylphenol","C18 H14 O",0.54,246.1046,247.11187,16.093,"lysimeter_eg_3_10y_171221","mz_cloud",144864.155229459
3698,"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","C19 H20 N2 S2",-2.4,340.10597,341.11325,10.414,"landfill_eg_3_10y","mz_cloud",1584863.42532837
3260,"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","C19 H20 N2 S2",-2.53,340.10593,341.1132,9.719,"thailand_sample_7","mz_cloud",1856640.70194318
3260,"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","C19 H20 N2 S2",-2.53,340.10593,341.1132,9.719,"thailand_sample_8","mz_cloud",1809418.27870383
553,"2-(2-Furyl)-8-(trifluoromethyl)-6,7-dihydro-5H-cyclopenta[d]pyrazolo[1,5-a]pyrimidine","C14 H10 F3 N3 O",-4.63,293.07624,294.08352,5.511,"landfill_eg_3_10y","mz_cloud",1374389.69905697
2951,"2-(2-Furyl)-8-(trifluoromethyl)-6,7-dihydro-5H-cyclopenta[d]pyrazolo[1,5-a]pyrimidine","C14 H10 F3 N3 O",-4.67,293.07623,294.0835,6.256,"landfill_op_y104","mz_cloud",301738.407638157
553,"2-(2-Furyl)-8-(trifluoromethyl)-6,7-dihydro-5H-cyclopenta[d]pyrazolo[1,5-a]pyrimidine","C14 H10 F3 N3 O",-4.63,293.07624,294.08352,5.511,"thailand_sample_6","mz_cloud",425901.951601407
2951,"2-(2-Furyl)-8-(trifluoromethyl)-6,7-dihydro-5H-cyclopenta[d]pyrazolo[1,5-a]pyrimidine","C14 H10 F3 N3 O",-4.67,293.07623,294.0835,6.256,"thailand_sample_7","mz_cloud",2099823.76081762
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"landfill_eg_0_3y","mz_cloud",560470.271475469
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"landfill_eg_3_10y","mz_cloud",9647757.15421186
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"landfill_eg_y104","mz_cloud",175211.840040309
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"landfill_op_y104","mz_cloud",495921.547000658
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"lysimeter_eg_03y_171221","mz_cloud",342762.547218516
660,"2-(3,4-dimethoxyphenyl)-N-(4-morpholinophenyl)acetamide","C20 H24 N2 O4",-0.06,356.17358,357.18086,7.197,"lysimeter_eg_3_10y_171221","mz_cloud",252382.175957832
6396,"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","C14 H22 N2 O4",0.63,282.15813,283.16541,8,"lysimeter_control_eg_171221","mz_cloud",620624.617314806
6396,"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","C14 H22 N2 O4",0.63,282.15813,283.16541,8,"lysimeter_eg_03y_171221","mz_cloud",299432.866442802
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"landfill_eg_3_10y","mz_cloud",493998.858127264
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"lysimeter_control_op_171221","mz_cloud",375727.179364921
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"lysimeter_control_op_260122","mz_cloud",2761440.16847631
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"lysimeter_op_0_3y_171221","mz_cloud",251195.005191515
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"lysimeter_op_0_3y_250122","mz_cloud",1018162.91020486
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"lysimeter_op_3_10y_171221","mz_cloud",231377.89585318
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"thailand_sample_7","mz_cloud",1259113.83906876
2292,"2-(4-chlorophenoxy)pyridin-3-amine","C11 H9 Cl N2 O",4.48,220.04133,221.0486,14.413,"thailand_sample_8","mz_cloud",1307401.77587578
7634,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.61,252.1727,253.17994,17.147,"landfill_eg_y104","mz_cloud",291711.724082308
3533,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.75,252.17273,275.16196,18.256,"lysimeter_control_eg_250122","mz_cloud",1684327.68728796
7634,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.61,252.1727,253.17994,17.147,"lysimeter_eg_03y_250122","mz_cloud",136698.605172089
6277,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","C15 H24 O3",0.59,252.17269,253.17993,16.5,"thailand_sample_7","mz_cloud",336059.957991917
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"landfill_eg_0_3y","mz_cloud",376263.737917141
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"lysimeter_control_eg_171221","mz_cloud",196693.507894899
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"lysimeter_control_eg_250122","mz_cloud",105423.964289154
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"lysimeter_eg_03y_250122","mz_cloud",123729.18051053
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"thailand_sample_7","mz_cloud",3950257.20935682
1644,"2-(Methylamino)-2,3-dihydro-1H-benzo[de]isoquinoline-1,3-dione","C13 H10 N2 O2",0.37,226.07431,227.08159,9.502,"thailand_sample_8","mz_cloud",3937679.57037123
3737,"2-(Methylsulfonyl)-3-(pyrazin-2-ylamino)acrylonitrile","C8 H8 N4 O2 S",-2.61,224.03621,225.04349,15.037,"landfill_eg_3_10y","mz_cloud",1563011.44302548
6093,"2-(allylthio)-4,5-diphenyl-1H-imidazole","C18 H16 N2 S",1.28,292.10379,293.11107,5.078,"thailand_sample_6","mz_cloud",355361.820776515
1127,"2-(tert-butyl)-6,7-dimethoxy-4H-3,1-benzoxazin-4-one","C14 H17 N O4",0.6,263.11592,264.12319,5.163,"thailand_sample_7","mz_cloud",5319555.28314322
1127,"2-(tert-butyl)-6,7-dimethoxy-4H-3,1-benzoxazin-4-one","C14 H17 N O4",0.6,263.11592,264.12319,5.163,"thailand_sample_8","mz_cloud",5821007.49257905
5185,"2-({[4-(6-methyl-1,3-benzothiazol-2-yl)phenyl]imino}methyl)phenol","C21 H16 N2 O S",0.31,344.09844,345.10572,8.887,"lysimeter_eg3_104_140622","mz_cloud",148959.182687218
5185,"2-({[4-(6-methyl-1,3-benzothiazol-2-yl)phenyl]imino}methyl)phenol","C21 H16 N2 O S",0.31,344.09844,345.10572,8.887,"lysimeter_op0_34_140622","mz_cloud",966807.471973939
5185,"2-({[4-(6-methyl-1,3-benzothiazol-2-yl)phenyl]imino}methyl)phenol","C21 H16 N2 O S",0.31,344.09844,345.10572,8.887,"lysimeter_op_3_10y_250122","mz_cloud",375177.926155504
5185,"2-({[4-(6-methyl-1,3-benzothiazol-2-yl)phenyl]imino}methyl)phenol","C21 H16 N2 O S",0.31,344.09844,345.10572,8.887,"lysimeter_op_7104_250122","mz_cloud",221675.306762527
848,"2-Acetylpyridine","C7 H7 N O",0.93,121.05288,122.06015,2.153,"lysimeter_control_op_171221","mz_cloud",559940.17562228
848,"2-Acetylpyridine","C7 H7 N O",0.93,121.05288,122.06015,2.153,"thailand_sample_7","mz_cloud",7633618.15875192
848,"2-Acetylpyridine","C7 H7 N O",0.93,121.05288,122.06015,2.153,"thailand_sample_8","mz_cloud",7466376.15241332
8260,"2-Amino-6-chloro-4-phenylquinoline-3-carbonitrile","C16 H10 Cl N3",1.3,279.05669,280.06396,7.184,"lysimeter_eg_03y_171221","mz_cloud",154889.455218868
967,"2-Anisidine","C7 H9 N O",0.91,123.06853,124.0758,3.36,"landfill_eg_3_10y","mz_cloud",4114800.26959074
967,"2-Anisidine","C7 H9 N O",0.91,123.06853,124.0758,3.36,"lysimeter_control_eg_171221","mz_cloud",778557.016540842
967,"2-Anisidine","C7 H9 N O",0.91,123.06853,124.0758,3.36,"lysimeter_eg_03y_171221","mz_cloud",2195122.63737441
967,"2-Anisidine","C7 H9 N O",0.91,123.06853,124.0758,3.36,"lysimeter_eg_03y_250122","mz_cloud",501928.121968749
967,"2-Anisidine","C7 H9 N O",0.91,123.06853,124.0758,3.36,"thailand_sample_7","mz_cloud",6628397.08537865
967,"2-Anisidine","C7 H9 N O",0.91,123.06853,124.0758,3.36,"thailand_sample_8","mz_cloud",6522859.7733558
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"landfill_op_y104","mz_cloud",230391.550986667
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"lysimeter_control_op_260122","mz_cloud",251686.418479993
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"lysimeter_op0_34_140622","mz_cloud",106036.080882868
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"lysimeter_op_0_3y_171221","mz_cloud",136391.066301927
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"lysimeter_op_10y_140622","mz_cloud",131658.628777835
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"lysimeter_op_10y_171222","mz_cloud",154326.382045423
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"lysimeter_op_7104_250122","mz_cloud",196618.949562805
2953,"2-Hydroxyatrazine","C8 H15 N5 O",0.04,197.12767,198.13495,8.494,"thailand_sample_8","mz_cloud",2099038.64920453
4823,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.44,152.09503,153.10231,6.756,"landfill_eg_0_3y","mz_cloud",810176.058289515
4823,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.44,152.09503,153.10231,6.756,"landfill_eg_3_10y","mz_cloud",1095550.88476285
4823,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.44,152.09503,153.10231,6.756,"landfill_eg_y104","mz_cloud",236345.206014113
4823,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.44,152.09503,153.10231,6.756,"lysimeter_eg_03y_171221","mz_cloud",207946.059830379
4823,"2-Isopropyl-6-methyl-4-pyrimidinol","C8 H12 N2 O",0.44,152.09503,153.10231,6.756,"lysimeter_eg_3_10y_171221","mz_cloud",456192.770234849
3041,"2-Morpholino-5-(1H-pyrrol-1-yl)benzoic acid","C15 H16 N2 O3",0.5,272.11623,273.1235,8.794,"thailand_sample_7","mz_cloud",2022223.01065772
587,"2-Naphthylamine","C10 H9 N",0.47,143.07357,144.08084,6.597,"crh_inlet","mz_cloud",208699.797128144
970,"2-Naphthylamine","C10 H9 N",0.45,143.07356,144.08084,7.556,"lysimeter_control_eg_171221","mz_cloud",1759121.81117148
587,"2-Naphthylamine","C10 H9 N",0.47,143.07357,144.08084,6.597,"lysimeter_control_op_171221","mz_cloud",1849138.5203532
587,"2-Naphthylamine","C10 H9 N",0.47,143.07357,144.08084,6.597,"lysimeter_op_0_3y_171221","mz_cloud",10811207.7889567
587,"2-Naphthylamine","C10 H9 N",0.47,143.07357,144.08084,6.597,"lysimeter_op_3_10y_171221","mz_cloud",2741242.84168078
587,"2-Naphthylamine","C10 H9 N",0.47,143.07357,144.08084,6.597,"thailand_sample_3","mz_cloud",139682.775242703
5957,"2-[(6'R,8'aS)-4,6'-dihydroxy-2',5',5',8'a-tetramethyl-6-oxo-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-7-yl]pentanedioic acid","C28 H37 N O8",0.17,515.252,516.2593,18.394,"landfill_eg_0_3y","mz_cloud",734701.953298473
5957,"2-[(6'R,8'aS)-4,6'-dihydroxy-2',5',5',8'a-tetramethyl-6-oxo-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-7-yl]pentanedioic acid","C28 H37 N O8",0.17,515.252,516.2593,18.394,"landfill_eg_3_10y","mz_cloud",545765.772379492
5957,"2-[(6'R,8'aS)-4,6'-dihydroxy-2',5',5',8'a-tetramethyl-6-oxo-3,3',4',4'a,5',6,6',7,7',8,8',8'a-dodecahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalene]-7-yl]pentanedioic acid","C28 H37 N O8",0.17,515.252,516.2593,18.394,"lysimeter_eg_03y_171221","mz_cloud",248516.277498282
7865,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",-4.05,384.12808,385.13535,17.732,"thailand_sample_7","mz_cloud",242259.08337824
7865,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",-4.05,384.12808,385.13535,17.732,"thailand_sample_8","mz_cloud",219762.093009072
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"landfill_eg_0_3y","mz_cloud",1840585.72658676
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"landfill_eg_3_10y","mz_cloud",215165.11898703
4866,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.4,231.12602,232.13328,9.121,"landfill_eg_y104","mz_cloud",144274.092263763
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"landfill_op_y104","mz_cloud",1113030.7945469
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_control_eg_140622","mz_cloud",271466.387744067
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_control_op_171221","mz_cloud",149671.238309421
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_eg3_104_140622","mz_cloud",106398.234032113
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_eg3_104_250122","mz_cloud",250491.313791585
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_eg3_104_250122_20221003231510","mz_cloud",226168.067767566
4866,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.4,231.12602,232.13328,9.121,"lysimeter_eg_0_3y_14062022","mz_cloud",124447.689408029
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_eg_3_10y_171221","mz_cloud",246835.356370268
3286,"2-benzyl-6-hydroxy-2-azabicyclo[2.2.2]octan-3-one","C14 H17 N O2",0.52,231.12605,232.13332,9.31,"lysimeter_op3_104_140622","mz_cloud",197163.870863887
