"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"crh_fst5","kps_pharmaceuticals_oct22",10615855.1928051
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"crh_inlet","kps_pharmaceuticals_oct22",11658622.2205519
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",14990110.2296962
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",42603075.5054156
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"landfill_eg_y104","kps_pharmaceuticals_oct22",11538584.0930381
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"landfill_op_y104","kps_pharmaceuticals_oct22",15890490.0277071
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",13757925.1737559
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",14589571.5592942
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",15428712.396433
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",14245446.8452809
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",13300727.7649412
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg104_140622","kps_pharmaceuticals_oct22",13167486.6099905
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",15018518.7482358
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",13767467.844853
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",14626713.6047233
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",16248726.1452371
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",14817745.4039545
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg_104_171221","kps_pharmaceuticals_oct22",14409149.1192469
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",13425373.9684822
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",14964109.0906998
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",14691275.3299423
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",15017673.375385
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",15300144.0817181
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_10y_140622","kps_pharmaceuticals_oct22",15872720.1782719
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",15173062.6706487
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",15823968.0474177
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_3_10y_250122","kps_pharmaceuticals_oct22",15592242.7342467
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"lysimeter_op_7104_250122","kps_pharmaceuticals_oct22",15949885.9526984
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_1","kps_pharmaceuticals_oct22",14785605.442205
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_2","kps_pharmaceuticals_oct22",15203311.9254035
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_3","kps_pharmaceuticals_oct22",13408275.2202288
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_4","kps_pharmaceuticals_oct22",12666637.7949493
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_5","kps_pharmaceuticals_oct22",15332794.6831041
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_6","kps_pharmaceuticals_oct22",14911329.305642
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_7","kps_pharmaceuticals_oct22",15332658.9804804
134,"Antroquinonol","C24 H38 O4",390.27707,413.26629,22.652,"thailand_sample_8","kps_pharmaceuticals_oct22",14149314.024797
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"crh_fst2","kps_pharmaceuticals_oct22",315629.867258291
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"crh_fst4","kps_pharmaceuticals_oct22",325252.114587477
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"landfill_eg_y104","kps_pharmaceuticals_oct22",242990.189315473
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",223270.570807786
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",248663.647879386
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",240815.375412966
5326,"Apaziquone","C15 H16 N2 O4",288.11118,289.11846,8.805,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",306539.766745776
2843,"Apaziquone","C15 H16 N2 O4",288.11121,289.11849,9.451,"thailand_sample_8","kps_pharmaceuticals_oct22",1146784.31150306
7535,"Apigenin","C15 H10 O5",270.053,271.06024,15.634,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",317833.515880255
7442,"Apigenin","C15 H10 O5",270.05304,271.06031,4.675,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",346402.916945128
8029,"Apomorphine","C17 H17 N O2",267.12612,268.1334,5.498,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",202960.810810179
8029,"Apomorphine","C17 H17 N O2",267.12612,268.1334,5.498,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",158845.772337427
4776,"Apratastat","C17 H22 N2 O6 S2",414.0911,415.09838,1.701,"thailand_sample_7","kps_pharmaceuticals_oct22",958604.976317129
2200,"Aprobarbital","C10 H14 N2 O3",210.10048,211.10775,4.719,"crh_inlet","kps_pharmaceuticals_oct22",147243.248500398
5208,"Aprobarbital","C10 H14 N2 O3",210.10047,211.10775,8.276,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",959505.970636193
6776,"Aprobarbital","C10 H14 N2 O3",210.10047,211.10775,7.299,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",518878.178267532
6776,"Aprobarbital","C10 H14 N2 O3",210.10047,211.10775,7.299,"landfill_op_y104","kps_pharmaceuticals_oct22",466736.567186537
1573,"Aprobarbital","C10 H14 N2 O3",210.10046,211.10774,8.036,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",522332.29106579
2200,"Aprobarbital","C10 H14 N2 O3",210.10048,211.10775,4.719,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",2888569.36736599
5208,"Aprobarbital","C10 H14 N2 O3",210.10047,211.10775,8.276,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",126369.351010124
2200,"Aprobarbital","C10 H14 N2 O3",210.10048,211.10775,4.719,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",2578201.85195274
2200,"Aprobarbital","C10 H14 N2 O3",210.10048,211.10775,4.719,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",2580078.80172207
6626,"Aprobarbital","C10 H14 N2 O3",210.10043,211.10774,9.737,"thailand_sample_7","kps_pharmaceuticals_oct22",555329.759128455
6626,"Aprobarbital","C10 H14 N2 O3",210.10043,211.10774,9.737,"thailand_sample_8","kps_pharmaceuticals_oct22",515856.531298374
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"landfill_eg_y104","kps_pharmaceuticals_oct22",1286228.85590681
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",545208.775532001
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",595810.370298379
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",607576.997936886
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",851058.485481418
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",462198.226278024
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_eg104_140622","kps_pharmaceuticals_oct22",1089445.53996584
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",702049.536820853
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",1097528.67036438
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",472681.201179415
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",404094.15921407
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",365936.733408435
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",1385506.68220468
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",825994.141701973
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",691480.709227827
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_op_10y_140622","kps_pharmaceuticals_oct22",656428.464406103
4104,"Arbekacin","C22 H44 N6 O10",552.31459,570.3484,14.732,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",461743.053813037
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",1557665.78043449
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",1448034.35263504
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"landfill_eg_y104","kps_pharmaceuticals_oct22",255318.795703968
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",619475.358746715
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",192624.348334743
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",275030.976040019
3751,"Arbutamine","C18 H23 N O4",317.16276,318.17003,6.529,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",129849.957959873
2277,"Arecoline","C8 H13 N O2",155.09466,156.10194,7.402,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",842542.928581933
2198,"Arecoline","C8 H13 N O2",155.09467,156.10195,6.448,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",2890824.82859563
2198,"Arecoline","C8 H13 N O2",155.09467,156.10195,6.448,"landfill_op_y104","kps_pharmaceuticals_oct22",1238477.8135207
1165,"Arecoline","C8 H13 N O2",155.09467,156.10195,4.926,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",1828882.91511483
1165,"Arecoline","C8 H13 N O2",155.09467,156.10195,4.926,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",1759053.74044446
1165,"Arecoline","C8 H13 N O2",155.09467,156.10195,4.926,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",1185115.83892268
4810,"Arecoline","C8 H13 N O2",155.09468,156.10196,5.884,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",226913.362322877
2198,"Arecoline","C8 H13 N O2",155.09467,156.10195,6.448,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",158455.894548784
2277,"Arecoline","C8 H13 N O2",155.09466,156.10194,7.402,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",183910.310050232
2330,"Arecoline","C8 H13 N O2",155.09466,156.10195,1.311,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",234987.978351171
1165,"Arecoline","C8 H13 N O2",155.09467,156.10195,4.926,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",1620578.7540945
5846,"Arecoline","C8 H13 N O2",155.09466,156.10193,6.296,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",769631.693169906
1165,"Arecoline","C8 H13 N O2",155.09467,156.10195,4.926,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1436887.61871518
2198,"Arecoline","C8 H13 N O2",155.09467,156.10195,6.448,"thailand_sample_7","kps_pharmaceuticals_oct22",762560.00930781
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",1274264.91644684
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",335002.337678341
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",197339.138237016
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",2709745.61275415
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",579470.363040196
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",273548.031336311
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1166529.89076443
2337,"Artemisinin","C15 H22 O5",282.1469,283.15417,11.172,"lysimeter_op_7104_250122","kps_pharmaceuticals_oct22",348155.664103582
4522,"Artemotil","C17 H28 O5",312.19382,335.18304,16.134,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",1199094.73185118
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"crh_fst1","kps_pharmaceuticals_oct22",1788106.75466018
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"crh_fst2","kps_pharmaceuticals_oct22",1574227.22752732
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"crh_fst3","kps_pharmaceuticals_oct22",2005787.23052808
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"crh_fst4","kps_pharmaceuticals_oct22",1459559.64251662
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"crh_fst5","kps_pharmaceuticals_oct22",1366982.93544689
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"crh_inlet","kps_pharmaceuticals_oct22",1408173.71087754
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",1673553.44624164
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",1510159.73630288
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"landfill_eg_y104","kps_pharmaceuticals_oct22",1410068.2442205
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"landfill_op_y104","kps_pharmaceuticals_oct22",1639158.15057404
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",1919748.56553398
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",1496079.48022673
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",1636442.66815818
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",2030907.34242972
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",1924114.3074629
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",2044263.32709511
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg104_140622","kps_pharmaceuticals_oct22",2040920.07015692
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",1795484.6749944
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",2120288.91589178
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",1920324.47074497
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",1669592.22747969
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",2047603.27080192
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",2100361.9565348
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg_104_171221","kps_pharmaceuticals_oct22",1985309.10154063
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",1922185.15351374
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",2112402.60004
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",1957413.56784288
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",2067064.29264548
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",1775232.14981552
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_10y_140622","kps_pharmaceuticals_oct22",1793084.01757434
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",2028560.34395448
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",2045139.6006953
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_3_10y_250122","kps_pharmaceuticals_oct22",1932556.44349711
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"lysimeter_op_7104_250122","kps_pharmaceuticals_oct22",1961430.27018669
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_1","kps_pharmaceuticals_oct22",1967812.12985165
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_2","kps_pharmaceuticals_oct22",1725727.2920575
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_3","kps_pharmaceuticals_oct22",1599147.26217924
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_4","kps_pharmaceuticals_oct22",1623645.29195989
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_5","kps_pharmaceuticals_oct22",1711426.09773371
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_6","kps_pharmaceuticals_oct22",1651168.15851265
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_7","kps_pharmaceuticals_oct22",1615277.18240212
2900,"Asimadoline","C27 H30 N2 O2",414.22951,415.23679,21.48,"thailand_sample_8","kps_pharmaceuticals_oct22",1713085.73756366
2549,"Astemizole","C28 H31 F N4 O",458.24912,459.25639,13.292,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",2481433.72914564
7548,"Asymmetric dimethylarginine","C8 H18 N4 O2",202.14299,203.15027,1.271,"crh_inlet","kps_pharmaceuticals_oct22",314929.286679161
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",1068216.62615716
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",240195.919417978
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",136178.434448668
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",181524.253109298
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",129932.064614799
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",410018.010673416
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",103074.713795753
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",229039.946335346
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",195322.59809251
4831,"Atagabalin","C10 H19 N O2",185.14161,186.14889,7.711,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",433272.164530012
345,"Atevirdine","C21 H25 N5 O2",379.19939,380.20667,10.031,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",17533450.1161281
1992,"Atovaquone","C22 H19 Cl O3",366.10276,367.11004,16.243,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",3221983.84012629
1992,"Atovaquone","C22 H19 Cl O3",366.10276,367.11004,16.243,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",2630897.90020684
1992,"Atovaquone","C22 H19 Cl O3",366.10276,367.11004,16.243,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",2354039.76841158
1992,"Atovaquone","C22 H19 Cl O3",366.10276,367.11004,16.243,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",2025608.97715486
4105,"Atreleuton","C16 H15 F N2 O2 S",318.08286,319.09014,7.977,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",648078.046723154
3655,"Atreleuton","C16 H15 F N2 O2 S",318.08527,319.09255,9.158,"landfill_op_y104","kps_pharmaceuticals_oct22",834497.061216265
4105,"Atreleuton","C16 H15 F N2 O2 S",318.08286,319.09014,7.977,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",634143.796118653
4327,"Atreleuton","C16 H15 F N2 O2 S",318.08285,319.09013,6.381,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",1281658.90245406
4105,"Atreleuton","C16 H15 F N2 O2 S",318.08286,319.09014,7.977,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",1384866.87916759
4105,"Atreleuton","C16 H15 F N2 O2 S",318.08286,319.09014,7.977,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",1034348.64246994
4105,"Atreleuton","C16 H15 F N2 O2 S",318.08286,319.09014,7.977,"lysimeter_eg_104_171221","kps_pharmaceuticals_oct22",122143.697104579
4105,"Atreleuton","C16 H15 F N2 O2 S",318.08286,319.09014,7.977,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",948356.666381191
4327,"Atreleuton","C16 H15 F N2 O2 S",318.08285,319.09013,6.381,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",149372.440757348
968,"Atreleuton","C16 H15 F N2 O2 S",318.08522,319.09252,8.499,"thailand_sample_7","kps_pharmaceuticals_oct22",6623514.21204295
968,"Atreleuton","C16 H15 F N2 O2 S",318.08522,319.09252,8.499,"thailand_sample_8","kps_pharmaceuticals_oct22",5567734.31472903
7934,"Azosemide","C12 H11 Cl N6 O2 S2",370.0071,371.01437,12.765,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",225048.412419119
2101,"Bacfeed","C12 H18 N2 O7",302.11152,303.11881,1.386,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",100480.467504623
2101,"Bacfeed","C12 H18 N2 O7",302.11152,303.11881,1.386,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",1561727.27572562
2101,"Bacfeed","C12 H18 N2 O7",302.11152,303.11881,1.386,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",1508012.52437711
2101,"Bacfeed","C12 H18 N2 O7",302.11152,303.11881,1.386,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1635526.56781092
2218,"Bacilysin","C12 H18 N2 O5",270.12174,271.129,6.267,"landfill_op_y104","kps_pharmaceuticals_oct22",2864621.49871872
2287,"Bacilysin","C12 H18 N2 O5",270.12169,271.12897,1.373,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",244684.033222203
2287,"Bacilysin","C12 H18 N2 O5",270.12169,271.12897,1.373,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",589614.630631759
2287,"Bacilysin","C12 H18 N2 O5",270.12169,271.12897,1.373,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",317472.227883235
2287,"Bacilysin","C12 H18 N2 O5",270.12169,271.12897,1.373,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1004876.11613605
6252,"Balapiravir","C21 H30 N6 O8",494.21279,495.22007,17.25,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",584981.451370513
6252,"Balapiravir","C21 H30 N6 O8",494.21279,495.22007,17.25,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",563308.934871789
