"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample_location","group_area","peak_rating","mass_list_name","mass_list_match"
1770,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde_18.192","3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2","Full match","Full match","No results",0.53,234.1621,235.16938,18.192,3666460.68885277,6,97.7,81.2,"DDA for preferred ion","[M+H]+1","thailand_sample_6",904755.201987143,8,"mz_cloud","No matches found"
1770,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde_18.192","3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2","Full match","Full match","No results",0.53,234.1621,235.16938,18.192,3666460.68885277,6,97.7,81.2,"DDA for preferred ion","[M+H]+1","thailand_sample_7",1337655.51869424,6.7,"mz_cloud","No matches found"
1770,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde_18.192","3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2","Full match","Full match","No results",0.53,234.1621,235.16938,18.192,3666460.68885277,6,97.7,81.2,"DDA for preferred ion","[M+H]+1","thailand_sample_8",1242888.37840709,8,"mz_cloud","No matches found"
6767,"3,7-Dimethyluric acid_7.507","3,7-Dimethyluric acid","C7 H8 N4 O3","Full match","Full match","No results",0.08,196.05966,197.06693,7.507,521429.669310964,4,75.8,47.6,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",521429.669310964,5.9,"mz_cloud","No matches found"
3725,"3-(1-Naphthoyl)indole_4.257","3-(1-Naphthoyl)indole","C19 H13 N O","No match","Not the top hit","Full match",-1.77,271.09923,272.10651,4.257,1569905.13542132,5,68.6,47.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",227345.486424301,5.2,"kps_psychoactive_substances_v2","Single match found"
3725,"3-(1-Naphthoyl)indole_4.257","3-(1-Naphthoyl)indole","C19 H13 N O","No match","Not the top hit","Full match",-1.77,271.09923,272.10651,4.257,1569905.13542132,5,68.6,47.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",1569905.13542132,6.7,"kps_psychoactive_substances_v2","Single match found"
3725,"3-(1-Naphthoyl)indole_4.257","3-(1-Naphthoyl)indole","C19 H13 N O","No match","Not the top hit","Full match",-1.77,271.09923,272.10651,4.257,1569905.13542132,5,68.6,47.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",1413130.48555556,7.8,"kps_psychoactive_substances_v2","Single match found"
3725,"3-(1-Naphthoyl)indole_4.257","3-(1-Naphthoyl)indole","C19 H13 N O","No match","Not the top hit","Full match",-1.77,271.09923,272.10651,4.257,1569905.13542132,5,68.6,47.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",374030.387222608,6.1,"kps_psychoactive_substances_v2","Single match found"
5149,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-2-methyl-4H-chromen-4-one_8.005","3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-2-methyl-4H-chromen-4-one","C18 H14 O5","No match","Full match","No results",0.6,310.08431,311.09159,8.005,977720.054877241,9,81,9,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",355189.847019271,6.1,"mz_cloud","No matches found"
5149,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-2-methyl-4H-chromen-4-one_8.005","3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-2-methyl-4H-chromen-4-one","C18 H14 O5","No match","Full match","No results",0.6,310.08431,311.09159,8.005,977720.054877241,9,81,9,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",636649.309705056,8,"mz_cloud","No matches found"
5149,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-2-methyl-4H-chromen-4-one_8.005","3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-hydroxy-2-methyl-4H-chromen-4-one","C18 H14 O5","No match","Full match","No results",0.6,310.08431,311.09159,8.005,977720.054877241,9,81,9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",977720.054877241,8.6,"mz_cloud","No matches found"
6706,"3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one_15.699","3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one","C25 H26 O5","Full match","Full match","No results",0.02,406.17803,407.18531,15.699,536482.028223062,4,80,75.2,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",536482.028223062,5.3,"mz_cloud","No matches found"
6706,"3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one_15.699","3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one","C25 H26 O5","Full match","Full match","No results",0.02,406.17803,407.18531,15.699,536482.028223062,4,80,75.2,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",152103.530263817,6.8,"mz_cloud","No matches found"
6706,"3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one_15.699","3-(2,4-dihydroxyphenyl)-7-hydroxy-6,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one","C25 H26 O5","Full match","Full match","No results",0.02,406.17803,407.18531,15.699,536482.028223062,4,80,75.2,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",192447.983542601,5.8,"mz_cloud","No matches found"
4436,"3-(2-Hydroxyethyl)indole_5.199","3-(2-Hydroxyethyl)indole","C10 H11 N O","Full match","Full match","No results",0.22,161.0841,162.09138,5.199,1237107.03137786,1,81.3,9.1,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",1237107.03137786,6.4,"mz_cloud","No matches found"
7546,"3-(2-fluorophenyl)-2-[(2-fluorophenyl)imino]-1,3-thiazolan-4-one_6.764","3-(2-fluorophenyl)-2-[(2-fluorophenyl)imino]-1,3-thiazolan-4-one","C15 H10 F2 N2 O S","Unused","Full match","No results",-3.25,304.0472,305.05448,6.764,315539.722248474,1,62.6,65.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",193612.446928152,6.8,"mz_cloud","No matches found"
7546,"3-(2-fluorophenyl)-2-[(2-fluorophenyl)imino]-1,3-thiazolan-4-one_6.764","3-(2-fluorophenyl)-2-[(2-fluorophenyl)imino]-1,3-thiazolan-4-one","C15 H10 F2 N2 O S","Unused","Full match","No results",-3.25,304.0472,305.05448,6.764,315539.722248474,1,62.6,65.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",179278.201666237,7.4,"mz_cloud","No matches found"
7546,"3-(2-fluorophenyl)-2-[(2-fluorophenyl)imino]-1,3-thiazolan-4-one_6.764","3-(2-fluorophenyl)-2-[(2-fluorophenyl)imino]-1,3-thiazolan-4-one","C15 H10 F2 N2 O S","Unused","Full match","No results",-3.25,304.0472,305.05448,6.764,315539.722248474,1,62.6,65.8,"DDA for preferred ion","[M+H]+1","thailand_sample_1",109119.555144802,7.1,"mz_cloud","No matches found"
3514,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_8.187","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,8.187,1694819.98384591,3,71.5,69,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",562782.952420351,7.5,"mz_cloud","No matches found"
3514,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_8.187","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,8.187,1694819.98384591,3,71.5,69,"DDA for preferred ion","[M+H]+1","landfill_op_y104",1694819.98384591,5.7,"mz_cloud","No matches found"
3514,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_8.187","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,8.187,1694819.98384591,3,71.5,69,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",128093.213211712,6.3,"mz_cloud","No matches found"
4722,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_6.295","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,6.295,1134455.22004186,3,76.4,72.5,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",597778.578079185,5.9,"mz_cloud","No matches found"
3514,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_8.187","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,8.187,1694819.98384591,3,71.5,69,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",444021.271276424,8.3,"mz_cloud","No matches found"
3514,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_8.187","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,8.187,1694819.98384591,3,71.5,69,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",583675.018159105,7.5,"mz_cloud","No matches found"
3514,"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_8.187","3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione","C11 H18 N2 O2","Full match","Full match","No results",0.11,210.13685,211.14413,8.187,1694819.98384591,3,71.5,69,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",544339.278916308,7.5,"mz_cloud","No matches found"
732,"3-(4-Methylbenzoyl)acrylic acid_11.016","3-(4-Methylbenzoyl)acrylic acid","C11 H10 O3","Full match","Full match","No results",0.21,190.06303,191.07031,11.016,8810550.37764056,1,85.2,78.9,"DDA for preferred ion","[M+H]+1","thailand_sample_6",256504.743901475,8.3,"mz_cloud","No matches found"
732,"3-(4-Methylbenzoyl)acrylic acid_11.016","3-(4-Methylbenzoyl)acrylic acid","C11 H10 O3","Full match","Full match","No results",0.21,190.06303,191.07031,11.016,8810550.37764056,1,85.2,78.9,"DDA for preferred ion","[M+H]+1","thailand_sample_7",7047138.93274425,7.8,"mz_cloud","No matches found"
732,"3-(4-Methylbenzoyl)acrylic acid_11.016","3-(4-Methylbenzoyl)acrylic acid","C11 H10 O3","Full match","Full match","No results",0.21,190.06303,191.07031,11.016,8810550.37764056,1,85.2,78.9,"DDA for preferred ion","[M+H]+1","thailand_sample_8",8810550.37764056,8.4,"mz_cloud","No matches found"
289,"3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol_3.858","3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol","C10 H11 N3 O2","Full match","Full match","No results",0.04,205.08513,206.09241,3.858,20290503.1224963,1,78.7,8.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",580834.739815024,8,"mz_cloud","No matches found"
289,"3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol_3.858","3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol","C10 H11 N3 O2","Full match","Full match","No results",0.04,205.08513,206.09241,3.858,20290503.1224963,1,78.7,8.9,"DDA for preferred ion","[M+H]+1","thailand_sample_6",420177.615328905,7.2,"mz_cloud","No matches found"
289,"3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol_3.858","3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol","C10 H11 N3 O2","Full match","Full match","No results",0.04,205.08513,206.09241,3.858,20290503.1224963,1,78.7,8.9,"DDA for preferred ion","[M+H]+1","thailand_sample_7",20161129.9606644,7.8,"mz_cloud","No matches found"
289,"3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol_3.858","3-(4-methoxyphenyl)-1-methyl-1H-1,2,4-triazol-5-ol","C10 H11 N3 O2","Full match","Full match","No results",0.04,205.08513,206.09241,3.858,20290503.1224963,1,78.7,8.9,"DDA for preferred ion","[M+H]+1","thailand_sample_8",20290503.1224963,9.5,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",205401.516430113,6.8,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",235048.922900275,7.4,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",378207.025751111,7.7,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",445938.864023543,7.7,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",136510.358725877,7.4,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",343640.477998305,8.3,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",222585.616609923,7.4,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",499149.094914976,7.5,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",315328.322757381,8.3,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",504516.377462155,8,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",274585.921024971,7.7,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",423814.386061104,7.2,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",316543.475625586,8.3,"mz_cloud","No matches found"
6835,"3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine_6.711","3-(5-phenyl-1,3-oxazol-2-yl)-4-(trifluoromethyl)pyridine","C15 H9 F3 N2 O","No match","Full match","No results",4.18,290.06791,291.07519,6.711,504516.377462155,1,62.6,8.1,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",235007.156745404,7.4,"mz_cloud","No matches found"
2799,"3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one_1.776","3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one","C8 H14 N2 O","Full match","Full match","No results",0.34,154.11067,155.11794,1.776,2237558.62299406,1,88.5,55,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",1350260.26797794,5.1,"mz_cloud","No matches found"
2799,"3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one_1.776","3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one","C8 H14 N2 O","Full match","Full match","No results",0.34,154.11067,155.11794,1.776,2237558.62299406,1,88.5,55,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",2237558.62299406,5.7,"mz_cloud","No matches found"
2799,"3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one_1.776","3-(tert-butyl)-1-methyl-4,5-dihydro-1H-pyrazol-5-one","C8 H14 N2 O","Full match","Full match","No results",0.34,154.11067,155.11794,1.776,2237558.62299406,1,88.5,55,"DDA for preferred ion","[M+H]+1","lysimeter_eg_104_171221",240385.814041933,5.2,"mz_cloud","No matches found"
6128,"3-(tert-butyl)-1-methyl-N-(6-quinoxalinyl)-1H-pyrazole-5-carboxamide_8.037","3-(tert-butyl)-1-methyl-N-(6-quinoxalinyl)-1H-pyrazole-5-carboxamide","C17 H19 N5 O","Full match","Full match","No results",-3.85,309.15777,310.16505,8.037,687906.139552844,4,67.6,67.2,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",687906.139552844,5.9,"mz_cloud","No matches found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",872979.277033262,8,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",580147.198258641,8,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",208070.961824611,7.4,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",102423.195711478,8.2,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",242190.310576521,5.2,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",117770.171984569,7.6,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",104899.846412103,5.4,"kps_psychoactive_substances_v2","Single match found"
5484,"3-Benzoylindole_14.179","3-Benzoylindole","C15 H11 N O","Not the top hit","No results","Full match",-2.68,221.08347,222.09076,14.179,872979.277033262,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",269824.797551031,7.2,"kps_psychoactive_substances_v2","Single match found"
3714,"3-Hydroxyglutarate_2.809","3-Hydroxyglutarate","C5 H8 O5","Full match","No results","Full match",3.17,148.03764,149.04492,2.809,1575912.42037607,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",1575912.42037607,6.2,"kps_pharmaceuticals_oct22","Single match found"
3714,"3-Hydroxyglutarate_2.809","3-Hydroxyglutarate","C5 H8 O5","Full match","No results","Full match",3.17,148.03764,149.04492,2.809,1575912.42037607,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",715188.157820161,8,"kps_pharmaceuticals_oct22","Single match found"
3714,"3-Hydroxyglutarate_2.809","3-Hydroxyglutarate","C5 H8 O5","Full match","No results","Full match",3.17,148.03764,149.04492,2.809,1575912.42037607,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",325786.233296331,6.6,"kps_pharmaceuticals_oct22","Single match found"
3714,"3-Hydroxyglutarate_2.809","3-Hydroxyglutarate","C5 H8 O5","Full match","No results","Full match",3.17,148.03764,149.04492,2.809,1575912.42037607,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_op_y104",1120803.96286063,5.3,"kps_pharmaceuticals_oct22","Single match found"
3714,"3-Hydroxyglutarate_2.809","3-Hydroxyglutarate","C5 H8 O5","Full match","No results","Full match",3.17,148.03764,149.04492,2.809,1575912.42037607,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",157234.93136938,5.8,"kps_pharmaceuticals_oct22","Single match found"
6937,"3-Methyl-2-quinoxalinol_7.135","3-Methyl-2-quinoxalinol","C9 H8 N2 O","Full match","Full match","No results",0.11,160.06368,161.07096,7.135,478442.485552729,2,69,8.4,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",478442.485552729,6.1,"mz_cloud","No matches found"
5921,"3-Methylxanthine_4.664","3-Methylxanthine","C6 H6 N4 O2","Full match","Full match","No results",0.18,166.0491,167.05638,4.664,746028.167221034,4,93.7,9.7,"DDA for preferred ion","[M+H]+1","crh_inlet",746028.167221034,7.5,"mz_cloud","No matches found"
8376,"3-[(Naphthalen-1-yl)methyl]-1-pentyl-1H-indole_9.451","3-[(Naphthalen-1-yl)methyl]-1-pentyl-1H-indole","C24 H25 N","No match","No results","Full match",-3.68,327.1975,328.20477,9.451,122735.338693085,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",122735.338693085,6.5,"kps_psychoactive_substances_v2","Multiple matches found"
2700,"3-[1-(2-Carboxyethyl)-1H-benzo[d]imidazol-2-yl]propanoic acid_9.781","3-[1-(2-Carboxyethyl)-1H-benzo[d]imidazol-2-yl]propanoic acid","C13 H14 N2 O4","Not the top hit","Full match","No results",0.45,262.09547,263.10275,9.781,2324698.4232068,1,85.3,79,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",116132.207161012,6,"mz_cloud","No matches found"
1596,"3-[1-(2-Carboxyethyl)-1H-benzo[d]imidazol-2-yl]propanoic acid_8.414","3-[1-(2-Carboxyethyl)-1H-benzo[d]imidazol-2-yl]propanoic acid","C13 H14 N2 O4","Not the top hit","Full match","No results",0.52,262.09549,263.10277,8.414,4056695.42005312,1,65.7,66.7,"DDA for preferred ion","[M+H]+1","thailand_sample_7",4056695.42005312,5.7,"mz_cloud","No matches found"
2700,"3-[1-(2-Carboxyethyl)-1H-benzo[d]imidazol-2-yl]propanoic acid_9.781","3-[1-(2-Carboxyethyl)-1H-benzo[d]imidazol-2-yl]propanoic acid","C13 H14 N2 O4","Not the top hit","Full match","No results",0.45,262.09547,263.10275,9.781,2324698.4232068,1,85.3,79,"DDA for preferred ion","[M+H]+1","thailand_sample_8",2278843.71440344,6.2,"mz_cloud","No matches found"
5580,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid_15.821","3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4","Not the top hit","Full match","No results",0.57,268.16761,291.15685,15.821,848832.599176832,6,95.4,9.8,"DDA for preferred ion","[M+Na]+1","thailand_sample_8",848832.599176832,7.5,"mz_cloud","No matches found"
1908,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol_12.644","3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2","Full match","Full match","No results",0.61,242.08052,243.0878,12.644,3406476.09395621,3,87,71.4,"DDA for preferred ion","[M+H]+1","crh_inlet",244241.236827448,7.7,"mz_cloud","No matches found"
1908,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol_12.644","3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2","Full match","Full match","No results",0.61,242.08052,243.0878,12.644,3406476.09395621,3,87,71.4,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",605092.891507601,7.5,"mz_cloud","No matches found"
