"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location"
4801,"2-Mercaptopyridine","C5 H5 N S",111.01443,112.02171,5.583,"sc020"
4801,"2-Mercaptopyridine","C5 H5 N S",111.01443,112.02171,5.583,"sc023"
4801,"2-Mercaptopyridine","C5 H5 N S",111.01443,112.02171,5.583,"sc15"
3576,"2-Methoxy-N-{[(2R,4S,5S)-5-(4-morpholinylmethyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}acetamide","C16 H29 N3 O3",311.22102,312.2283,8.755,"sc005"
3348,"2-Methoxyphenol","C7 H8 O2",124.05255,125.05983,7.355,"sc009"
3348,"2-Methoxyphenol","C7 H8 O2",124.05255,125.05983,7.355,"sc013"
6073,"2-Methylcyclohexan-1,3-dione","C7 H10 O2",126.06816,127.07544,7.453,"sc013"
5461,"2-Naphthylamine","C10 H9 N",143.0736,144.08088,11.77,"sc020"
9740,"2-Oxobutyric acid","C4 H6 O3",102.03188,103.03915,20.481,"sc010"
3981,"2-Oxobutyric acid","C4 H6 O3",102.03188,103.03916,20.024,"sc014"
3981,"2-Oxobutyric acid","C4 H6 O3",102.03188,103.03916,20.024,"sc020"
3981,"2-Oxobutyric acid","C4 H6 O3",102.03188,103.03916,20.024,"sc15"
6781,"2-Phenoxyethanol","C8 H10 O2",138.06816,139.07545,5.783,"sc009"
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",173.04774,174.05501,11.544,"sc003"
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",173.04774,174.05501,11.544,"sc004"
4060,"2-Quinolinecarboxylic acid","C10 H7 N O2",173.04774,174.05501,11.544,"sc007"
6561,"2-Quinolinecarboxylic acid","C10 H7 N O2",173.04773,174.05501,8.253,"sc020"
1310,"2-Quinolinecarboxylic acid","C10 H7 N O2",173.04688,174.05416,14.424,"sc16"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"sc003"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"sc007"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"sc008"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"sc014"
426,"2-[(3R,4S)-3-{[5-(Cyclohexylmethyl)-1,2-oxazol-3-yl]methyl}-4-piperidinyl]-N-(3-pyridinylmethyl)acetamide","C24 H34 N4 O2",410.2669,433.25612,20.091,"sc023"
2465,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",266.15188,267.15916,16.425,"sc003"
2465,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",266.15188,267.15916,16.425,"sc004"
3416,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile","C16 H18 N4",266.1519,267.15917,12.39,"sc007"
9128,"2-[(3S)-1-Cyclobutyl-3-pyrrolidinyl]-1H-imidazo[4,5-b]pyridine","C14 H18 N4",242.15194,243.15919,18.13,"sc16"
8170,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",239.05837,240.06565,16.724,"sc008"
5607,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",239.05929,240.06657,4.998,"sc014"
5607,"2-[2-(2-furyl)vinyl]-4H-3,1-benzoxazin-4-one","C14 H9 N O3",239.05929,240.06657,4.998,"sc15"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"sc003"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"sc008"
9554,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12794,385.13522,20.693,"sc013"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"sc014"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"sc020"
4003,"2-[2-(benzylsulfanyl)-4-phenyl-1H-imidazol-1-yl]-1-phenyl-1-ethanone","C24 H20 N2 O S",384.12791,385.13519,20.046,"sc16"
717,"2-benzylideneheptanal","C14 H18 O",202.13578,203.14305,14.011,"sc003"
717,"2-benzylideneheptanal","C14 H18 O",202.13578,203.14305,14.011,"sc004"
717,"2-benzylideneheptanal","C14 H18 O",202.13578,203.14305,14.011,"sc007"
717,"2-benzylideneheptanal","C14 H18 O",202.13578,203.14305,14.011,"sc020"
717,"2-benzylideneheptanal","C14 H18 O",202.13578,203.14305,14.011,"sc023"
86,"2-benzylideneheptanal","C14 H18 O",202.13582,220.16965,7.189,"sc15"
717,"2-benzylideneheptanal","C14 H18 O",202.13578,203.14305,14.011,"sc16"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc001"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc002"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc005"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc007"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc008"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc009"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc010"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc011"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc012"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc013"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc16"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc17"
1573,"2-iodobenzylthio group","C7 H7 I S",249.93149,250.93879,1.112,"sc18"
9474,"2-oxo-3-pentenoic acid","C5 H6 O3",114.03179,115.03913,1.277,"sc010"
9474,"2-oxo-3-pentenoic acid","C5 H6 O3",114.03179,115.03913,1.277,"sc011"
8596,"2-phenylbenzylamine","C13 H13 N",183.10486,184.11214,13.103,"solution"
2646,"2-piperidinobenzoic acid","C12 H15 N O2",205.11029,206.11757,10.194,"sc003"
9134,"2-piperidinobenzoic acid","C12 H15 N O2",205.11032,206.1176,5.345,"sc005"
1748,"2-piperidinobenzoic acid","C12 H15 N O2",205.11029,206.11757,4.087,"sc009"
3072,"2-piperidinobenzoic acid","C12 H15 N O2",205.11028,206.11756,5.835,"sc013"
5646,"2-thiophenebutyric acid","C8 H10 O2 S",170.04021,171.04749,9.759,"sc004"
5646,"2-thiophenebutyric acid","C8 H10 O2 S",170.04021,171.04749,9.759,"sc007"
8975,"2-{(3R,4S)-3-[(5-Butyl-1,2-oxazol-3-yl)methyl]-4-piperidinyl}-N-(3-pyridinylmethyl)acetamide","C21 H30 N4 O2",370.23683,371.24411,12.126,"sc001"
9371,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12245,331.12973,5.225,"sc003"
9371,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.12245,331.12973,5.225,"sc004"
1560,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.1226,331.12988,5.959,"sc014"
1560,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.1226,331.12988,5.959,"sc023"
1560,"2-{[(4,5-dimethoxy-2-nitrophenethyl)imino]methyl}phenol","C17 H18 N2 O5",330.1226,331.12988,5.959,"sc15"
6252,"20 β-Dihydrocortisol","C21 H32 O5",364.22488,365.23215,12.975,"sc16"
2059,"2C-G","C12 H19 N O2",209.14157,210.14884,6.329,"sc002"
2059,"2C-G","C12 H19 N O2",209.14157,210.14884,6.329,"sc009"
2059,"2C-G","C12 H19 N O2",209.14157,210.14884,6.329,"sc013"
2059,"2C-G","C12 H19 N O2",209.14157,210.14884,6.329,"sc014"
2059,"2C-G","C12 H19 N O2",209.14157,210.14884,6.329,"sc15"
5160,"2C-G","C12 H19 N O2",209.14159,210.14887,10.816,"sc16"
1283,"2C-P","C13 H21 N O2",223.15732,224.1646,6.715,"qc15x"
1283,"2C-P","C13 H21 N O2",223.15732,224.1646,6.715,"sc002"
2328,"2C-P","C13 H21 N O2",223.15733,224.1646,5.458,"sc003"
2328,"2C-P","C13 H21 N O2",223.15733,224.1646,5.458,"sc004"
1283,"2C-P","C13 H21 N O2",223.15732,224.1646,6.715,"sc009"
1283,"2C-P","C13 H21 N O2",223.15732,224.1646,6.715,"sc013"
1283,"2C-P","C13 H21 N O2",223.15732,224.1646,6.715,"sc014"
2328,"2C-P","C13 H21 N O2",223.15733,224.1646,5.458,"sc020"
2134,"2C-P","C13 H21 N O2",223.15733,224.16461,7.172,"sc15"
1283,"2C-P","C13 H21 N O2",223.15732,224.1646,6.715,"sc16"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc003"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc004"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc008"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc014"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc020"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc023"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc15"
5798,"3,3-Dimethyl-N-{[(2R,4S,5R)-5-vinyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}butanamide","C16 H28 N2 O",264.22027,265.22755,9.246,"sc16"
3790,"3,4-Dimethylphenol","C8 H10 O",122.07324,262.18026,9.418,"sc003"
3790,"3,4-Dimethylphenol","C8 H10 O",122.07324,262.18026,9.418,"sc004"
459,"3,4-Dimethylphenol","C8 H10 O",122.0733,123.08058,15.188,"sc008"
654,"3,4-Dimethylphenol","C8 H10 O",122.0733,123.08057,11.999,"sc010"
3867,"3,4-Dimethylphenol","C8 H10 O",122.07329,123.08058,9.105,"sc023"
7115,"3,4-Diphenylpyrimido[4',5':4,5]thieno[2,3-c]pyridazin-8(7H)-one","C20 H12 N4 O S",356.07193,357.07921,14.054,"sc020"
5330,"3,4-Methylenedioxy-α-pyrrolidinopropiophenone","C14 H17 N O3",247.12095,248.12823,5.324,"sc009"
3988,"3,4-Methylenedioxy-α-pyrrolidinopropiophenone","C14 H17 N O3",247.12094,248.12822,6.947,"sc014"
3988,"3,4-Methylenedioxy-α-pyrrolidinopropiophenone","C14 H17 N O3",247.12094,248.12822,6.947,"sc15"
1725,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12593,208.13321,6.167,"sc002"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12592,208.13321,4.038,"sc004"
7062,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12594,208.13322,13.694,"sc008"
1128,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12593,208.13321,7.027,"sc009"
1725,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12593,208.13321,6.167,"sc013"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12592,208.13321,4.038,"sc014"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12592,208.13321,4.038,"sc020"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12592,208.13321,4.038,"sc023"
350,"3,4-Methylenedioxyethamphetamine","C12 H17 N O2",207.12592,208.13321,4.038,"sc15"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc001"
3663,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10012,173.10739,13.742,"sc002"
3663,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10012,173.10739,13.742,"sc003"
3663,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10012,173.10739,13.742,"sc004"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc005"
3663,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10012,173.10739,13.742,"sc009"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc011"
3663,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10012,173.10739,13.742,"sc014"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc020"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc023"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc15"
3663,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.10012,173.10739,13.742,"sc16"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc17"
2774,"3,5-Dimethyl-1-phenylpyrazole","C11 H12 N2",172.1001,173.10738,10.859,"sc18"
1046,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16209,235.16937,18.085,"sc001"
1046,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16209,235.16937,18.085,"sc012"
1046,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16209,235.16937,18.085,"sc014"
1046,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16209,235.16937,18.085,"sc16"
1046,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde","C15 H22 O2",234.16209,235.16937,18.085,"sc17"
6107,"3,5-di-tert-Butylbenzaldehyde","C15 H22 O",218.16712,219.1744,17.069,"sc15"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc003"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc004"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc007"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc008"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc020"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc023"
744,"3,5-diaminophthalhydrazide","C8 H8 N4 O2",192.06477,193.07205,6.768,"sc16"
6431,"3-(2,3-dihydro-1-benzofuran-5-yl)-1-isopropyldihydro-2,4(1H,3H)-pyrimidinedione","C15 H18 N2 O3",274.13188,275.13915,14.073,"sc005"
5796,"3-(2,3-dihydro-1-benzofuran-5-yl)-1-isopropyldihydro-2,4(1H,3H)-pyrimidinedione","C15 H18 N2 O3",274.13183,275.1391,7.684,"sc008"
3214,"3-(2-Hydroxyethyl)indole","C10 H11 N O",161.0841,162.09138,12.271,"sc014"
3214,"3-(2-Hydroxyethyl)indole","C10 H11 N O",161.0841,162.09138,12.271,"sc15"
6535,"3-(4-benzylpiperazino)pyrazine-2-carbonitrile","C16 H17 N5",279.14711,280.15439,10.96,"sc15"
1694,"3-(tert-butyl)-1-methyl-N-(6-quinoxalinyl)-1H-pyrazole-5-carboxamide","C17 H19 N5 O",309.15776,310.16504,11.912,"sc008"
4742,"3-Acetylpyridine","C7 H7 N O",121.05291,122.06019,3.883,"sc009"
2630,"3-Benzoylindole","C15 H11 N O",221.08415,222.09142,15.802,"sc007"
6328,"3-Hydroxydetomidine","C12 H14 N2 O",202.11061,203.11789,13.398,"sc008"
6328,"3-Hydroxydetomidine","C12 H14 N2 O",202.11061,203.11789,13.398,"sc020"
6328,"3-Hydroxydetomidine","C12 H14 N2 O",202.11061,203.11789,13.398,"sc15"
2761,"3-Hydroxyphencyclidine","C17 H25 N O",259.19372,260.20099,10.714,"sc18"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"sc003"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"sc004"
3585,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,6.998,"sc005"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"sc007"
3585,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,6.998,"sc009"
2444,"3-Methyl-2-quinoxalinol","C9 H8 N2 O",160.0637,161.07098,3.725,"sc020"
1686,"3-Methyl-5-[(1S,2R,4aR)-1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]pentanoic acid","C20 H32 O3",320.23526,321.24254,17.317,"sc003"
1686,"3-Methyl-5-[(1S,2R,4aR)-1,2,4a,5-tetramethyl-7-oxo-1,2,3,4,4a,7,8,8a-octahydro-1-naphthalenyl]pentanoic acid","C20 H32 O3",320.23526,321.24254,17.317,"sc004"
5096,"3-Methylbenzophenone","C14 H12 O",196.08884,197.09611,16.667,"sc008"
5096,"3-Methylbenzophenone","C14 H12 O",196.08884,197.09611,16.667,"sc012"
1454,"3-[(E)-2-[(1R,4aS,5R,6R,8aR)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-decahydronaphthalen-1-yl]ethenyl]-2,5-dihydrofuran-2-one","C20 H28 O4",332.19865,333.20583,17.006,"sc002"
5076,"3-[2-(Diethylamino)ethyl]-1H-indol-4-yl acetate","C16 H22 N2 O2",274.16822,275.17549,13.578,"sc003"
5076,"3-[2-(Diethylamino)ethyl]-1H-indol-4-yl acetate","C16 H22 N2 O2",274.16822,275.17549,13.578,"sc004"
5076,"3-[2-(Diethylamino)ethyl]-1H-indol-4-yl acetate","C16 H22 N2 O2",274.16822,275.17549,13.578,"sc007"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"sc001"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"sc003"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"sc004"
1385,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16759,291.15684,14.026,"sc007"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"sc014"
1385,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16759,291.15684,14.026,"sc020"
719,"3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid","C15 H24 O4",268.16765,269.17484,16.64,"sc023"
2399,"3-amino-2,6-diphenyl-4,7-dihydro-2H-pyrazolo[3,4-d]pyrimidin-4-one","C17 H13 N5 O",303.11083,304.1181,12.38,"sc008"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc003"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc004"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc007"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc008"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc011"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc023"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc16"
191,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","C12 H10 N4 O2",242.0805,243.08778,12.558,"sc18"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"sc003"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"sc004"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"sc007"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"sc008"
2639,"3-hydroxy-3-(2-pyridylmethyl)indolin-2-one","C14 H12 N2 O2",240.08999,241.09726,9.464,"sc16"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc003"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc004"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc007"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc008"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc014"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc020"
3097,"3-hydroxy-4-(3-hydroxyphenyl)-1,2-dihydroquinolin-2-one","C15 H11 N O3",253.07399,254.08126,11.405,"sc16"
792,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10084,337.10812,14.926,"sc003"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"sc004"
792,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10084,337.10812,14.926,"sc007"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"sc008"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"sc020"
43,"3-hydroxy-8-methoxy-3-methyl-1,2,3,4,7,12-hexahydrotetraphene-1,7,12-trione","C20 H16 O5",336.10081,337.1081,14.332,"sc16"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc002"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc004"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc008"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc014"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc020"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc023"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc15"
1786,"3-methyl-5-phenylpyridazine","C11 H10 N2",170.08444,171.09172,13.741,"sc16"
7489,"3-{2-[Di(propan-2-yl)amino]ethyl}-1H-indol-4-ol","C16 H24 N2 O",260.18897,261.19625,9.317,"sc007"
7489,"3-{2-[Di(propan-2-yl)amino]ethyl}-1H-indol-4-ol","C16 H24 N2 O",260.18897,261.19625,9.317,"sc010"
7489,"3-{2-[Di(propan-2-yl)amino]ethyl}-1H-indol-4-ol","C16 H24 N2 O",260.18897,261.19625,9.317,"sc18"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"sc003"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"sc004"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"sc007"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"sc010"
4980,"3a-hydroxy-3-(hydroxymethyl)-1,1,3,5-tetramethyl-octahydro-1H-indene-4-carboxylic acid","C15 H26 O4",270.18331,293.17258,14.919,"sc15"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc002"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc003"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc004"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc007"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc008"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc009"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc013"
205,"3alpha-Androstanediol","C19 H32 O2",292.24031,315.22951,22.16,"sc014"
