"peak_number","unique_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample_location","group_area","peak_rating","mass_list_name","mass_list_match"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_2",503133.025543634,8,"mz_cloud","No matches found"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_3",2158247.41855309,8.4,"mz_cloud","No matches found"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_3",2158247.41855309,8.4,"mz_cloud","No matches found"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_3",2158247.41855309,8.4,"mz_cloud","No matches found"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_6",153495.092163159,5.8,"mz_cloud","No matches found"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_6",153495.092163159,5.8,"mz_cloud","No matches found"
171,"15-Crown-5_8.339","15-Crown-5","C10 H20 O5","Full match","Full match","No results",0.46,220.13118,221.13845,8.339,34463558.7558843,1,99.2,10,"DDA for preferred ion","[M+H]+1","thailand_sample_6",153495.092163159,5.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",23161959.7537924,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",23161959.7537924,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",23161959.7537924,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","landfill_op_y104",9003894.32808002,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","landfill_op_y104",9003894.32808002,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","landfill_op_y104",9003894.32808002,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",21033871.3245602,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",21033871.3245602,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",21033871.3245602,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",28584901.0323768,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",28584901.0323768,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",28584901.0323768,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",18544559.0469176,6.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",18544559.0469176,6.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",18544559.0469176,6.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",20190409.7272184,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",20190409.7272184,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",20190409.7272184,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",15089149.8353951,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",15089149.8353951,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",15089149.8353951,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",10969389.9853757,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",10969389.9853757,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",10969389.9853757,8.4,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",19589514.1048127,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",19589514.1048127,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",19589514.1048127,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",24284243.9971126,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",24284243.9971126,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",24284243.9971126,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",32681786.2750234,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",32681786.2750234,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",32681786.2750234,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",13859595.8876943,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",13859595.8876943,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",13859595.8876943,7.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",24768681.6255507,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",24768681.6255507,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",24768681.6255507,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",14344172.021302,5.1,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",14344172.021302,5.1,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",14344172.021302,5.1,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",17263067.1939166,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",17263067.1939166,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",17263067.1939166,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",25530679.7531746,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",25530679.7531746,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",25530679.7531746,6.2,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",2376668.6714074,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",2376668.6714074,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",2376668.6714074,7.8,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",28801268.9732027,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",28801268.9732027,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",28801268.9732027,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",28541889.5208703,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",28541889.5208703,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","lysimeter_op3_104_140622",28541889.5208703,5.7,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","thailand_sample_3",704133.224502266,5.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","thailand_sample_3",704133.224502266,5.3,"mz_cloud","No matches found"
179,"PEG n7_10.49","PEG n7","C14 H30 O8","No match","Full match","No results",0.09,326.1941,327.20138,10.49,32681786.2750234,1,99.7,100,"DDA for preferred ion","[M+H]+1","thailand_sample_3",704133.224502266,5.3,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",25643935.9791835,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",25643935.9791835,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",25643935.9791835,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","landfill_op_y104",11040916.0061225,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","landfill_op_y104",11040916.0061225,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","landfill_op_y104",11040916.0061225,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",21188242.4588946,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",21188242.4588946,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_140622",21188242.4588946,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",25807755.663454,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",25807755.663454,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",25807755.663454,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",18681469.3212415,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",18681469.3212415,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",18681469.3212415,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",31744621.8356765,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",31744621.8356765,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",31744621.8356765,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",16433974.7073879,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",16433974.7073879,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",16433974.7073879,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",14085523.9884293,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",14085523.9884293,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",14085523.9884293,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",21059425.6359928,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",21059425.6359928,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_250122",21059425.6359928,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",25114382.0583782,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",25114382.0583782,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_140622",25114382.0583782,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",30643254.5240857,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",30643254.5240857,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",30643254.5240857,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",15591225.3963683,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",15591225.3963683,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122_20221003231510",15591225.3963683,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",27226255.9711693,8.4,"mz_cloud","No matches found"
182,"PEG n5_8.984","PEG n5","C10 H22 O6","Not the top hit","Full match","No results",0.37,238.14173,239.149,8.984,32534499.22025,1,99.9,100,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",27226255.9711693,8.4,"mz_cloud","No matches found"
