"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
2336,"Phytosphingosine","C18 H39 N O3",0.78,317.29324,318.30052,21.446,"newdry","kps_pharmaceuticals_oct22",2974087.50918833
2336,"Phytosphingosine","C18 H39 N O3",0.78,317.29324,318.30052,21.446,"olddry","kps_pharmaceuticals_oct22",8820726.66721103
5338,"Piceatannol","C14 H12 O4",0.02,244.07356,245.08084,18.752,"olddry","kps_pharmaceuticals_oct22",2268639.25926906
1467,"Pipendoxifene","C29 H32 N2 O3",0.03,456.2413,457.24858,19.76,"newdry","kps_pharmaceuticals_oct22",12989884.9182564
1467,"Pipendoxifene","C29 H32 N2 O3",0.03,456.2413,457.24858,19.76,"olddry","kps_pharmaceuticals_oct22",11033817.3660139
244,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.58,582.43463,605.42381,22.648,"newdry","kps_pharmaceuticals_oct22",53694857.8683295
244,"Polyoxyethylene (9) lauryl ether","C30 H62 O10",0.58,582.43463,605.42381,22.648,"olddry","kps_pharmaceuticals_oct22",30256644.9892091
3045,"Prednisolone","C21 H28 O5",0.39,360.19381,361.20109,18.167,"newdry","kps_pharmaceuticals_oct22",8355003.08906168
506,"Propranolol","C16 H21 N O2",-0.06,259.15721,260.16449,12.889,"newdry","kps_pharmaceuticals_oct22",42890466.5419296
506,"Propranolol","C16 H21 N O2",-0.06,259.15721,260.16449,12.889,"olddry","kps_pharmaceuticals_oct22",91020944.718954
1090,"Protriptyline","C19 H21 N",-0.04,263.16739,264.17466,18.77,"newdry","kps_pharmaceuticals_oct22",12533144.3158643
1090,"Protriptyline","C19 H21 N",-0.04,263.16739,264.17466,18.77,"olddry","kps_pharmaceuticals_oct22",29902777.7073468
861,"Pruvanserin","C22 H21 F N4 O",2.72,376.17096,377.17824,9.546,"olddry","kps_pharmaceuticals_oct22",22258324.8117241
768,"Quisinostat","C21 H26 N6 O2",4.05,394.21332,395.2206,13.148,"newdry","kps_pharmaceuticals_oct22",24755559.4547592
174,"Raltegravir","C20 H21 F N6 O5",-0.06,444.15572,445.163,15.045,"newdry","kps_pharmaceuticals_oct22",70892996.3328862
174,"Raltegravir","C20 H21 F N6 O5",-0.06,444.15572,445.163,15.045,"olddry","kps_pharmaceuticals_oct22",181835226.931181
2355,"Retinol","C20 H30 O",0.15,286.22971,287.23699,22.826,"newdry","kps_pharmaceuticals_oct22",17768719.0151566
1945,"Retinol","C20 H30 O",0.17,286.22972,287.23699,22.201,"olddry","kps_pharmaceuticals_oct22",6380069.56961898
149,"Retinol acetate","C22 H32 O2",0.59,328.24042,329.2477,21.29,"newdry","kps_pharmaceuticals_oct22",297065571.657675
149,"Retinol acetate","C22 H32 O2",0.59,328.24042,329.2477,21.29,"olddry","kps_pharmaceuticals_oct22",23982531.9100252
1033,"Riboflavin","C17 H20 N4 O6",-0.01,376.13828,377.14556,10.105,"newdry","kps_pharmaceuticals_oct22",11475990.9415332
1314,"Rimexolone","C24 H34 O3",0.02,370.2508,371.25808,20.907,"newdry","kps_pharmaceuticals_oct22",37935323.2436647
1314,"Rimexolone","C24 H34 O3",0.02,370.2508,371.25808,20.907,"olddry","kps_pharmaceuticals_oct22",16544683.3109839
94,"Rofecoxib","C17 H14 O4 S",-3.05,314.06032,315.06761,1.559,"newdry","kps_pharmaceuticals_oct22",23188575.8814609
94,"Rofecoxib","C17 H14 O4 S",-3.05,314.06032,315.06761,1.559,"olddry","kps_pharmaceuticals_oct22",12372955.655191
1974,"Sacubitril","C24 H29 N O5",0.08,411.20461,412.21188,18.806,"olddry","kps_pharmaceuticals_oct22",25946446.2942709
531,"Safingol","C18 H39 N O2",0.48,301.29822,302.3055,21.775,"newdry","kps_pharmaceuticals_oct22",15970830.0289881
531,"Safingol","C18 H39 N O2",0.48,301.29822,302.3055,21.775,"olddry","kps_pharmaceuticals_oct22",67072348.908409
705,"Saquinavir","C38 H50 N6 O5",4.22,670.3871,693.37627,22.839,"newdry","kps_pharmaceuticals_oct22",67000216.3893848
705,"Saquinavir","C38 H50 N6 O5",4.22,670.3871,693.37627,22.839,"olddry","kps_pharmaceuticals_oct22",33006736.2272963
4087,"Selexipag","C26 H32 N4 O4 S",3.64,496.21623,497.22351,19.831,"olddry","kps_pharmaceuticals_oct22",820713.237561629
1998,"Solifenacin","C23 H26 N2 O2",0.37,362.19956,363.20684,17.703,"olddry","kps_pharmaceuticals_oct22",25431208.774991
842,"Squaric acid dibutyl ester","C12 H18 O4",-0.06,226.12049,227.12777,22.783,"newdry","kps_pharmaceuticals_oct22",21818310.1278272
842,"Squaric acid dibutyl ester","C12 H18 O4",-0.06,226.12049,227.12777,22.783,"olddry","kps_pharmaceuticals_oct22",23204720.7772977
4602,"Stearic acid","C18 H36 O2",0.25,284.2716,285.27885,22.363,"newdry","kps_pharmaceuticals_oct22",4472531.34943258
3299,"Styrene oxide","C8 H8 O",0.85,120.05762,121.06489,18.69,"newdry","kps_pharmaceuticals_oct22",1263830.82792752
1908,"Talnetant","C25 H22 N2 O2",-3.42,382.16682,383.1741,16.914,"newdry","kps_pharmaceuticals_oct22",27203445.0446004
3428,"Tarazepide","C28 H24 N4 O2",-1.39,448.1893,449.19658,14.114,"newdry","kps_pharmaceuticals_oct22",10324746.8554884
2436,"Tegaserod","C16 H23 N5 O",-4.28,301.18897,302.19625,5.915,"olddry","kps_pharmaceuticals_oct22",13007097.9624737
1086,"Telmisartan","C33 H30 N4 O2",-0.02,514.23687,515.24414,18.773,"newdry","kps_pharmaceuticals_oct22",2435969.87908455
1086,"Telmisartan","C33 H30 N4 O2",-0.02,514.23687,515.24414,18.773,"olddry","kps_pharmaceuticals_oct22",28991866.9062087
2772,"Terbinafine","C21 H25 N",0.12,291.19874,292.20601,18.978,"olddry","kps_pharmaceuticals_oct22",7115211.71779751
3458,"Terbutryn","C10 H19 N5 S",-0.01,241.13611,242.14339,15.949,"olddry","kps_pharmaceuticals_oct22",6840261.77309489
1766,"Testosterone undecanoate","C30 H48 O3",-0.07,456.36031,479.34951,23.909,"newdry","kps_pharmaceuticals_oct22",12919881.7568858
1766,"Testosterone undecanoate","C30 H48 O3",-0.07,456.36031,479.34951,23.909,"olddry","kps_pharmaceuticals_oct22",9392196.25821122
2261,"Ticagrelor","C23 H28 F2 N6 O4 S",-0.04,522.18606,523.19334,19.48,"newdry","kps_pharmaceuticals_oct22",21556713.9391653
2261,"Ticagrelor","C23 H28 F2 N6 O4 S",-0.04,522.18606,523.19334,19.48,"olddry","kps_pharmaceuticals_oct22",7074719.38135496
542,"Triciribine","C13 H16 N6 O4",1.49,320.12378,321.13106,12.273,"newdry","kps_pharmaceuticals_oct22",94151710.2083793
542,"Triciribine","C13 H16 N6 O4",1.49,320.12378,321.13106,12.273,"olddry","kps_pharmaceuticals_oct22",57687869.8405009
1390,"Trilostane","C20 H27 N O3",0.63,329.1993,330.20658,16.298,"newdry","kps_pharmaceuticals_oct22",29327802.3376697
1390,"Trilostane","C20 H27 N O3",0.63,329.1993,330.20658,16.298,"olddry","kps_pharmaceuticals_oct22",18546038.9646213
4139,"Trimebutine","C22 H29 N O5",0.05,387.20459,388.21187,14.21,"olddry","kps_pharmaceuticals_oct22",5080182.39395594
1735,"Vatiquinone","C29 H44 O3",-0.05,440.32902,441.3363,22.403,"newdry","kps_pharmaceuticals_oct22",15197412.3670881
1735,"Vatiquinone","C29 H44 O3",-0.05,440.32902,441.3363,22.403,"olddry","kps_pharmaceuticals_oct22",8954710.55634209
2734,"Velusetrag","C25 H36 N4 O5 S",1.23,504.24126,505.24854,20.179,"newdry","kps_pharmaceuticals_oct22",15425873.3802111
2734,"Velusetrag","C25 H36 N4 O5 S",1.23,504.24126,505.24854,20.179,"olddry","kps_pharmaceuticals_oct22",15432648.4187483
339,"Vitamin D","C27 H44 O",0.14,384.33927,385.34653,24.877,"newdry","kps_pharmaceuticals_oct22",16318357.0053984
2092,"Warfarin Alcohol","C19 H18 O4",-4.04,310.11925,311.12653,19.032,"olddry","kps_pharmaceuticals_oct22",4095424.62238678
1938,"Z-Pro-Prolinal","C18 H22 N2 O4",0.58,330.15815,331.16543,16.781,"olddry","kps_pharmaceuticals_oct22",25536144.5368703
1385,"Zicronapine","C22 H27 Cl N2",0.86,354.18658,355.19389,18.536,"newdry","kps_pharmaceuticals_oct22",18064956.1565065
686,"alpha-Hydroxybenzeneacetonitrile","C8 H7 N O",0.6,133.05284,134.06012,9.75,"newdry","kps_pharmaceuticals_oct22",44053472.2444674
