"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"landfill_op_y104"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_control_eg_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_control_eg_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_control_eg_250122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_control_op_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_control_op_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_control_op_260122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg104_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg3_104_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg3_104_250122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg3_104_250122_20221003231510"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg_03y_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg_03y_250122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg_0_3y_14062022"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg_104_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_eg_3_10y_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op0_34_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op3_104_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_0_3y_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_0_3y_250122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_10y_140622"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_10y_171222"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_3_10y_171221"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_3_10y_250122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"lysimeter_op_7104_250122"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_1"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_2"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_3"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_4"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_5"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_6"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_7"
3242,"Bifonazole","C22 H18 N2",310.14587,311.15315,17.938,"thailand_sample_8"
3809,"Biliverdin","C33 H34 N4 O6",582.25066,583.25793,18.864,"landfill_eg_3_10y"
5689,"Biopterin","C9 H11 N5 O3",237.08631,238.09358,5.098,"lysimeter_control_eg_171221"
5689,"Biopterin","C9 H11 N5 O3",237.08631,238.09358,5.098,"lysimeter_control_op_171221"
5689,"Biopterin","C9 H11 N5 O3",237.08631,238.09358,5.098,"lysimeter_eg_03y_171221"
5689,"Biopterin","C9 H11 N5 O3",237.08631,238.09358,5.098,"lysimeter_op_0_3y_171221"
5689,"Biopterin","C9 H11 N5 O3",237.08631,238.09358,5.098,"lysimeter_op_3_10y_171221"
2361,"Biotin","C10 H16 N2 O3 S",244.08831,245.09558,8.778,"landfill_eg_3_10y"
2361,"Biotin","C10 H16 N2 O3 S",244.08831,245.09558,8.778,"lysimeter_control_op_260122"
8241,"Biotin","C10 H16 N2 O3 S",244.08832,245.09561,6.522,"lysimeter_op_0_3y_171221"
2361,"Biotin","C10 H16 N2 O3 S",244.08831,245.09558,8.778,"thailand_sample_7"
2361,"Biotin","C10 H16 N2 O3 S",244.08831,245.09558,8.778,"thailand_sample_8"
7105,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",364.12105,365.12833,20.052,"crh_fst1"
7105,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",364.12105,365.12833,20.052,"crh_fst2"
7105,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",364.12105,365.12833,20.052,"crh_fst3"
7105,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",364.12105,365.12833,20.052,"crh_fst4"
7105,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",364.12105,365.12833,20.052,"crh_inlet"
4029,"Biotinyl p-nitroaniline","C16 H20 N4 O4 S",364.11973,365.12701,13.06,"lysimeter_eg_03y_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"crh_fst1"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"crh_fst2"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"crh_fst3"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"crh_fst4"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"crh_fst5"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"crh_inlet"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"landfill_eg_0_3y"
402,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,19.413,"landfill_eg_3_10y"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"landfill_eg_y104"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"landfill_op_y104"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_control_eg_140622"
402,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,19.413,"lysimeter_control_eg_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_control_eg_250122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_control_op_140622"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_control_op_260122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg104_140622"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg3_104_140622"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg3_104_250122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg3_104_250122_20221003231510"
402,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,19.413,"lysimeter_eg_03y_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg_03y_250122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg_0_3y_14062022"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg_104_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_eg_3_10y_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op0_34_140622"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op3_104_140622"
402,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,19.413,"lysimeter_op_0_3y_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op_0_3y_250122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op_10y_140622"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op_10y_171222"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op_3_10y_171221"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op_3_10y_250122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"lysimeter_op_7104_250122"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_1"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_2"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_3"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_4"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_5"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_6"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_7"
2274,"Bis(2-ethylhexyl) amine","C16 H35 N",241.27706,242.28434,11.699,"thailand_sample_8"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"landfill_eg_y104"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_control_eg_171221"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_eg3_104_250122"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_eg_03y_171221"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_eg_03y_250122"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_eg_0_3y_14062022"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_eg_3_10y_171221"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_op0_34_140622"
1099,"Bis-napthyl beta-ketophosphonic acid","C22 H17 O4 P",376.0882,377.09548,8.852,"lysimeter_op_0_3y_171221"
5579,"Bisindolylmaleimide","C25 H24 N4 O2",412.18867,413.19595,9.984,"crh_fst1"
5579,"Bisindolylmaleimide","C25 H24 N4 O2",412.18867,413.19595,9.984,"crh_fst3"
3393,"Bisoprolol","C18 H31 N O4",325.22545,326.23273,16.704,"lysimeter_op_0_3y_171221"
7974,"Bisoprolol","C18 H31 N O4",325.22543,326.23271,13.194,"thailand_sample_8"
7976,"Brasofensine","C16 H20 Cl2 N2 O",326.09533,327.10261,14.528,"lysimeter_eg104_140622"
7976,"Brasofensine","C16 H20 Cl2 N2 O",326.09533,327.10261,14.528,"lysimeter_op_0_3y_171221"
7976,"Brasofensine","C16 H20 Cl2 N2 O",326.09533,327.10261,14.528,"lysimeter_op_0_3y_250122"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"lysimeter_eg104_140622"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"lysimeter_eg3_104_250122"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"lysimeter_eg3_104_250122_20221003231510"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"lysimeter_op3_104_140622"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"lysimeter_op_10y_140622"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"thailand_sample_4"
7743,"Brefeldin A","C16 H24 O4",280.16762,281.1749,11.459,"thailand_sample_5"
6133,"Bretylium","C11 H17 Br N",242.05387,243.061,1.369,"lysimeter_control_eg_140622"
6133,"Bretylium","C11 H17 Br N",242.05387,243.061,1.369,"lysimeter_eg_104_171221"
6133,"Bretylium","C11 H17 Br N",242.05387,243.061,1.369,"lysimeter_op_7104_250122"
7133,"Brivanib","C19 H19 F N4 O3",370.14363,371.15091,3.732,"landfill_eg_3_10y"
2114,"Brivanib","C19 H19 F N4 O3",370.14371,371.15099,3.299,"landfill_eg_y104"
8197,"Brivanib","C19 H19 F N4 O3",370.14568,371.15296,19.035,"lysimeter_control_op_171221"
2114,"Brivanib","C19 H19 F N4 O3",370.14371,371.15099,3.299,"lysimeter_eg_0_3y_14062022"
2240,"Brivanib","C19 H19 F N4 O3",370.14367,371.15095,2.725,"lysimeter_eg_3_10y_171221"
8197,"Brivanib","C19 H19 F N4 O3",370.14568,371.15296,19.035,"lysimeter_op_3_10y_171221"
2490,"Brivaracetam","C11 H20 N2 O2",212.15252,213.1598,11.759,"landfill_eg_3_10y"
2490,"Brivaracetam","C11 H20 N2 O2",212.15252,213.1598,11.759,"lysimeter_eg_03y_171221"
3371,"Buclizine","C28 H33 Cl N2",432.23355,433.24083,14.384,"lysimeter_eg_03y_250122"
2532,"Bufexamac","C12 H17 N O3",223.12094,224.12822,10.351,"landfill_eg_3_10y"
3633,"Bufexamac","C12 H17 N O3",223.12093,224.12821,8.578,"landfill_op_y104"
3346,"Bufexamac","C12 H17 N O3",223.12092,224.12819,8.294,"lysimeter_control_eg_171221"
2721,"Bufexamac","C12 H17 N O3",223.12093,224.1282,6.151,"lysimeter_control_op_171221"
2721,"Bufexamac","C12 H17 N O3",223.12093,224.1282,6.151,"lysimeter_control_op_260122"
3346,"Bufexamac","C12 H17 N O3",223.12092,224.12819,8.294,"lysimeter_eg_03y_171221"
2532,"Bufexamac","C12 H17 N O3",223.12094,224.12822,10.351,"lysimeter_op0_34_140622"
2532,"Bufexamac","C12 H17 N O3",223.12094,224.12822,10.351,"lysimeter_op_0_3y_171221"
2721,"Bufexamac","C12 H17 N O3",223.12093,224.1282,6.151,"lysimeter_op_0_3y_250122"
2721,"Bufexamac","C12 H17 N O3",223.12093,224.1282,6.151,"lysimeter_op_3_10y_171221"
3346,"Bufexamac","C12 H17 N O3",223.12092,224.12819,8.294,"thailand_sample_7"
3346,"Bufexamac","C12 H17 N O3",223.12092,224.12819,8.294,"thailand_sample_8"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"landfill_eg_0_3y"
5544,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17633,14.803,"landfill_op_y104"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"lysimeter_control_eg_171221"
3608,"Buparlisib","C18 H21 F3 N6 O2",410.16897,433.15817,14.01,"lysimeter_eg3_104_250122"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"lysimeter_eg_03y_171221"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"lysimeter_eg_03y_250122"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"lysimeter_eg_0_3y_14062022"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"lysimeter_eg_3_10y_171221"
543,"Buparlisib","C18 H21 F3 N6 O2",410.169,411.17628,12.061,"lysimeter_op_10y_171222"
7447,"Buparlisib","C18 H21 F3 N6 O2",410.16907,411.17635,13.806,"thailand_sample_8"
1398,"Butethal","C10 H16 N2 O3",212.11614,213.12341,1.584,"lysimeter_control_eg_171221"
1452,"Butethal","C10 H16 N2 O3",212.11614,213.1234,5.926,"lysimeter_control_op_171221"
1452,"Butethal","C10 H16 N2 O3",212.11614,213.1234,5.926,"lysimeter_eg_03y_171221"
1452,"Butethal","C10 H16 N2 O3",212.11614,213.1234,5.926,"lysimeter_op_0_3y_171221"
1398,"Butethal","C10 H16 N2 O3",212.11614,213.12341,1.584,"lysimeter_op_10y_171222"
3719,"Butethal","C10 H16 N2 O3",212.11616,213.12344,6.156,"lysimeter_op_3_10y_171221"
1452,"Butethal","C10 H16 N2 O3",212.11614,213.1234,5.926,"thailand_sample_7"
1452,"Butethal","C10 H16 N2 O3",212.11614,213.1234,5.926,"thailand_sample_8"
5983,"Butylmercaptomethylpenicillin","C14 H22 N2 O4 S2",346.10306,347.11033,10.035,"landfill_eg_0_3y"
1031,"Butylphosphonate","C4 H11 O3 P",138.04437,139.05163,7.562,"lysimeter_op0_34_140622"
1031,"Butylphosphonate","C4 H11 O3 P",138.04437,139.05163,7.562,"lysimeter_op_0_3y_250122"
1031,"Butylphosphonate","C4 H11 O3 P",138.04437,139.05163,7.562,"lysimeter_op_3_10y_171221"
1031,"Butylphosphonate","C4 H11 O3 P",138.04437,139.05163,7.562,"thailand_sample_1"
1031,"Butylphosphonate","C4 H11 O3 P",138.04437,139.05163,7.562,"thailand_sample_6"
6158,"CAY10683","C15 H22 N2 O3",278.16347,279.17048,14.174,"thailand_sample_8"
4896,"Cacodylic acid","C2 H7 As O2",137.96627,138.97355,1.291,"lysimeter_control_eg_250122"
4896,"Cacodylic acid","C2 H7 As O2",137.96627,138.97355,1.291,"lysimeter_eg3_104_250122"
4896,"Cacodylic acid","C2 H7 As O2",137.96627,138.97355,1.291,"lysimeter_eg_03y_250122"
4896,"Cacodylic acid","C2 H7 As O2",137.96627,138.97355,1.291,"lysimeter_eg_3_10y_171221"
4896,"Cacodylic acid","C2 H7 As O2",137.96627,138.97355,1.291,"lysimeter_op_10y_171222"
4896,"Cacodylic acid","C2 H7 As O2",137.96627,138.97355,1.291,"lysimeter_op_7104_250122"
2530,"Calcitriol","C27 H44 O3",416.32913,417.33641,22.794,"landfill_eg_3_10y"
2530,"Calcitriol","C27 H44 O3",416.32913,417.33641,22.794,"lysimeter_control_eg_171221"
2530,"Calcitriol","C27 H44 O3",416.32913,417.33641,22.794,"lysimeter_control_op_171221"
2530,"Calcitriol","C27 H44 O3",416.32913,417.33641,22.794,"lysimeter_op_3_10y_171221"
3827,"Caldaret","C11 H16 N2 O3 S",256.0883,257.09557,5.959,"landfill_eg_0_3y"
3827,"Caldaret","C11 H16 N2 O3 S",256.0883,257.09557,5.959,"landfill_eg_y104"
3827,"Caldaret","C11 H16 N2 O3 S",256.0883,257.09557,5.959,"landfill_op_y104"
1598,"Caldaret","C11 H16 N2 O3 S",256.08826,257.09553,10.07,"thailand_sample_7"
1598,"Caldaret","C11 H16 N2 O3 S",256.08826,257.09553,10.07,"thailand_sample_8"
5963,"Calophyn","C20 H24 O4",328.16749,329.17477,14.197,"lysimeter_control_op_260122"
7621,"Cannabichromene","C21 H30 O2",314.22467,315.23195,17.751,"landfill_eg_0_3y"
7621,"Cannabichromene","C21 H30 O2",314.22467,315.23195,17.751,"landfill_eg_3_10y"
5016,"Cannabigerol","C21 H32 O2",316.24034,317.24762,17.777,"landfill_eg_3_10y"
6504,"Cannabigerolic acid","C22 H32 O4",360.2299,361.23679,16.912,"landfill_eg_3_10y"
4009,"Cannabinol monomethyl ether","C22 H28 O2",324.20906,325.21634,16.017,"landfill_eg_3_10y"
7609,"Cantharidin","C10 H12 O4",196.07359,197.08087,11.122,"lysimeter_op_10y_171222"
7609,"Cantharidin","C10 H12 O4",196.07359,197.08087,11.122,"lysimeter_op_3_10y_171221"
6750,"Capsaicin","C18 H27 N O3",305.19931,306.20659,11.346,"lysimeter_eg_03y_171221"
4471,"Captodiame","C21 H29 N S2",359.17319,360.18046,15.208,"landfill_eg_0_3y"
5573,"Captodiame","C21 H29 N S2",359.17326,360.18058,14.476,"landfill_eg_3_10y"
4471,"Captodiame","C21 H29 N S2",359.17319,360.18046,15.208,"landfill_eg_y104"
4471,"Captodiame","C21 H29 N S2",359.17319,360.18046,15.208,"landfill_op_y104"
3129,"Captodiame","C21 H29 N S2",359.17326,360.18054,9.453,"lysimeter_control_eg_171221"
3129,"Captodiame","C21 H29 N S2",359.17326,360.18054,9.453,"thailand_sample_7"
3129,"Captodiame","C21 H29 N S2",359.17326,360.18054,9.453,"thailand_sample_8"
4599,"Carbazole butanoic acid","C16 H15 N O2",253.1104,254.11768,8.507,"landfill_eg_0_3y"
6625,"Carbazole butanoic acid","C16 H15 N O2",253.11037,254.11765,5.504,"landfill_eg_3_10y"
4599,"Carbazole butanoic acid","C16 H15 N O2",253.1104,254.11768,8.507,"landfill_op_y104"
4599,"Carbazole butanoic acid","C16 H15 N O2",253.1104,254.11768,8.507,"lysimeter_control_eg_171221"
4599,"Carbazole butanoic acid","C16 H15 N O2",253.1104,254.11768,8.507,"lysimeter_op_10y_171222"
2482,"Carbidopa","C10 H14 N2 O4",226.09545,227.10273,6.66,"lysimeter_control_eg_171221"
2482,"Carbidopa","C10 H14 N2 O4",226.09545,227.10273,6.66,"lysimeter_eg_03y_171221"
1140,"Carbidopa","C10 H14 N2 O4",226.09543,227.10271,3.87,"thailand_sample_7"
1140,"Carbidopa","C10 H14 N2 O4",226.09543,227.10271,3.87,"thailand_sample_8"
1349,"Carbinoxamine","C16 H19 Cl N2 O",290.1197,291.12698,19.17,"landfill_eg_3_10y"
1349,"Carbinoxamine","C16 H19 Cl N2 O",290.1197,291.12698,19.17,"lysimeter_eg_03y_171221"
2529,"Carbinoxamine","C16 H19 Cl N2 O",290.11968,291.12696,18.921,"thailand_sample_7"
2529,"Carbinoxamine","C16 H19 Cl N2 O",290.11968,291.12696,18.921,"thailand_sample_8"
8133,"Carindacillin","C26 H26 N2 O6 S",494.15057,495.15785,7.74,"lysimeter_control_eg_250122"
8133,"Carindacillin","C26 H26 N2 O6 S",494.15057,495.15785,7.74,"lysimeter_control_op_140622"
8133,"Carindacillin","C26 H26 N2 O6 S",494.15057,495.15785,7.74,"lysimeter_eg3_104_140622"
8133,"Carindacillin","C26 H26 N2 O6 S",494.15057,495.15785,7.74,"lysimeter_eg3_104_250122"
8133,"Carindacillin","C26 H26 N2 O6 S",494.15057,495.15785,7.74,"lysimeter_op0_34_140622"
8133,"Carindacillin","C26 H26 N2 O6 S",494.15057,495.15785,7.74,"lysimeter_op_10y_140622"
6781,"Carisoprodol","C12 H24 N2 O4",260.17376,261.18103,8.613,"landfill_eg_0_3y"
6781,"Carisoprodol","C12 H24 N2 O4",260.17376,261.18103,8.613,"landfill_eg_3_10y"
6781,"Carisoprodol","C12 H24 N2 O4",260.17376,261.18103,8.613,"landfill_op_y104"
2393,"Caroxazone","C10 H10 N2 O3",206.06916,207.07644,8.573,"landfill_eg_3_10y"
2393,"Caroxazone","C10 H10 N2 O3",206.06916,207.07644,8.573,"landfill_op_y104"
2393,"Caroxazone","C10 H10 N2 O3",206.06916,207.07644,8.573,"lysimeter_control_op_171221"
1102,"Caroxazone","C10 H10 N2 O3",206.06916,207.07643,5.043,"thailand_sample_7"
2499,"Caroxazone","C10 H10 N2 O3",206.06918,207.07645,5.691,"thailand_sample_8"
1876,"Casimiroin","C12 H11 N O4",233.06893,234.07621,5.731,"lysimeter_eg_03y_171221"
1034,"Casimiroin","C12 H11 N O4",233.06894,234.07621,6.023,"thailand_sample_7"
1034,"Casimiroin","C12 H11 N O4",233.06894,234.07621,6.023,"thailand_sample_8"
6431,"Caspase Inhibitor VI","C21 H28 F N3 O7",453.19,454.19727,9.876,"thailand_sample_8"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"crh_fst1"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"crh_fst2"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"crh_fst3"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"crh_fst4"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"crh_fst5"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"crh_inlet"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"landfill_eg_0_3y"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"landfill_eg_3_10y"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"landfill_eg_y104"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_control_eg_140622"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_control_eg_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_control_eg_250122"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_control_op_140622"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_control_op_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_control_op_260122"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg104_140622"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg3_104_140622"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg3_104_250122"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg3_104_250122_20221003231510"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg_03y_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg_03y_250122"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg_0_3y_14062022"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg_104_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_eg_3_10y_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op0_34_140622"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op3_104_140622"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op_0_3y_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op_0_3y_250122"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op_10y_171222"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op_3_10y_171221"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"lysimeter_op_7104_250122"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"thailand_sample_2"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"thailand_sample_3"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"thailand_sample_5"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"thailand_sample_6"
2141,"Cebranopadol","C24 H27 F N2 O",378.21116,379.21843,23.389,"thailand_sample_7"
6839,"Cediranib","C25 H27 F N4 O3",450.20777,451.21505,9.651,"landfill_eg_0_3y"
875,"Cediranib","C25 H27 F N4 O3",450.20839,451.21567,17.893,"landfill_eg_3_10y"
