"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"2459","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_004",308987.130891509
"2460","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_005",749253.954678934
"2461","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_007",15052591.3076637
"2462","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_008",731555.431753703
"2463","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_010",1284687.54317062
"2464","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_012",384331.742138355
"2465","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_013",1410593.29441344
"2466","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_014",1923541.17621381
"2467","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_015",3557656.63432776
"2468","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_017",282936.817005847
"2469","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_018",972496.823391288
"2470","Atenolol","C14 H22 N2 O3","Psychoactives","Full match","Full match","Full match",0.4175,266.1631525,267.1704175,8.4175,9447427.69225257,10,87.375,74.875,"Multiple matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",20,"sc_020",5945494.9931535
"2471","Atevirdine","C21 H25 N5 O2","Pharmaceuticals","No match","Not the top hit","Full match",-3.51,379.1995,380.20672,18.63,1921027.18250172,5,55.9,45.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_002",1684046.21860775
"2472","Atraton","C9 H17 N5 O","Pesticides","Full match","Full match","Full match",-0.025,211.143305,212.15058,11.113,1843267.32776314,8,96.35,91.15,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_016",1772790.6124846
"2473","Atrazine","C8 H14 Cl N5","Pesticides","Full match","Full match","Full match",0.22,215.09382,216.1011,15.823,64967946.5187916,3,99.5,99.7,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_016",64486093.3666114
"2474","Atrazine","C8 H14 Cl N5","Pesticides","Full match","Full match","Full match",0.22,215.09382,216.1011,15.823,64967946.5187916,3,99.5,99.7,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_018",249671.615970456
"2475","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_001",225115.603274803
"2476","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_002",1293422.65255094
"2477","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_003",1555360.02130664
"2478","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_005",402413.716494969
"2479","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_009",1445729.01577523
"2480","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_013",604305.453653343
"2481","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_014",926373.56795117
"2482","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_015",747110.700915105
"2483","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_018",904049.780771981
"2484","Atrazine-Desethyl","C6 H10 Cl N5","Pesticides","No match","Partial match","Full match",4.82142857142857,187.063375714286,188.070645714286,9.19171428571429,1464531.73758611,34,84.6714285714286,25.5571428571429,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",15,"sc_020",899138.089977637
"2485","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_003",885611.616589977
"2486","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_007",1907650.35426619
"2487","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_008",685470.746927041
"2488","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_014",2739554.69349429
"2489","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_015",1970689.04615537
"2490","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_016",1027450.60438722
"2491","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_020",3451119.46587186
"2492","Aurantiogliocladin","C10 H12 O4","Pharmaceuticals","Full match","Partial match","Full match",0.105,196.07358,197.080855,21.354,3511789.46831918,8,38.45,58.7,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",11,"sc_023",1722819.72658144
"2493","Axitinib","C22 H18 N4 O S","Pharmaceuticals","No match","Not the top hit","Full match",-2.24,386.119265,403.13966,19.69,870569.597848858,9,69.7,8.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H+MeOH]+1",4,"sc_009",674982.552467351
"2494","Axitinib","C22 H18 N4 O S","Pharmaceuticals","No match","Not the top hit","Full match",-2.24,386.119265,403.13966,19.69,870569.597848858,9,69.7,8.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H+MeOH]+1",4,"sc_010",949960.580046924
"2495","Axitinib","C22 H18 N4 O S","Pharmaceuticals","No match","Not the top hit","Full match",-2.24,386.119265,403.13966,19.69,870569.597848858,9,69.7,8.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H+MeOH]+1",4,"sc_013",358608.096589647
"2496","Axitinib","C22 H18 N4 O S","Pharmaceuticals","No match","Not the top hit","Full match",-2.24,386.119265,403.13966,19.69,870569.597848858,9,69.7,8.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H+MeOH]+1",4,"sc_018",302324.575713923
"2497","Azapropazone","C16 H20 N4 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",-3.485,300.15758,301.16486,14.0335,2260343.93087179,8,74.3,46.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_009",4162959.51635864
"2498","Azapropazone","C16 H20 N4 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",-3.485,300.15758,301.16486,14.0335,2260343.93087179,8,74.3,46.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_020",264221.251752059
"2499","Azaserine","C5 H7 N3 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",0.11,173.04367,364.12151,2.534,532426.711056562,4,91,9.5,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[2M+NH4]+1",1,"sc_003",520666.487605723
"2500","Azatadine","C20 H22 N2","Pharmaceuticals","Not the top hit","No results","Full match",-0.34,290.1782,291.18548,2.579,2577561.62961222,0,NA,NA,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_020",80392.3154033599
"2501","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_002",9205270.6160896
"2502","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_003",10351632.6908667
"2503","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_005",2776290.28545975
"2504","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_007",1353822.07168677
"2505","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_008",618384.648545079
"2506","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_009",331098.511492862
"2507","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_010",827262.144917541
"2508","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_011",1599695.74404282
"2509","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_013",2003546.74512555
"2510","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_014",5043722.79818178
"2511","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_015",2336934.22324453
"2512","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_016",524136.038308399
"2513","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_018",3646747.64550671
"2514","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_020",1318530.24193052
"2515","Azidothymidine","C10 H13 N5 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.455,267.096875,268.10415,3.638,5475789.91709377,4,81.3,9.05,"Single match found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",16,"sc_023",3390498.09210358
"2516","Azilsartan medoxomil","C30 H24 N4 O8","Pharmaceuticals","No match","Invalid mass","Full match",3.36,568.16132,569.1686,2.617,1527295.17353366,3,98.2,9.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_003",518227.988151281
"2517","Azilsartan medoxomil","C30 H24 N4 O8","Pharmaceuticals","No match","Invalid mass","Full match",3.36,568.16132,569.1686,2.617,1527295.17353366,3,98.2,9.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_014",1307610.62202696
"2518","Azilsartan medoxomil","C30 H24 N4 O8","Pharmaceuticals","No match","Invalid mass","Full match",3.36,568.16132,569.1686,2.617,1527295.17353366,3,98.2,9.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_015",276786.026298747
"2519","Azilsartan medoxomil","C30 H24 N4 O8","Pharmaceuticals","No match","Invalid mass","Full match",3.36,568.16132,569.1686,2.617,1527295.17353366,3,98.2,9.9,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_023",474337.453939873
"2520","Azinphos-ethyl","C12 H16 N3 O3 P S2","Pesticides","No match","Invalid mass","Full match",2.64,345.03798,346.04527,18.969,2360565.23051248,3,49.9,7.5,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_003",582301.557023765
"2521","Azinphos-ethyl","C12 H16 N3 O3 P S2","Pesticides","No match","Invalid mass","Full match",2.64,345.03798,346.04527,18.969,2360565.23051248,3,49.9,7.5,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",2227265.68064704
"2522","Azinphos-ethyl","C12 H16 N3 O3 P S2","Pesticides","No match","Invalid mass","Full match",2.64,345.03798,346.04527,18.969,2360565.23051248,3,49.9,7.5,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_008",937825.915184576
"2523","Azinphos-methyl-oxon","C10 H12 N3 O4 P S","Pesticides","Not the top hit","Invalid mass","Full match",4.01,301.02982,302.03711,13.839,392886.700446889,6,64.1,43.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_004",367632.533949483
"2524","Azinphos-methyl-oxon","C10 H12 N3 O4 P S","Pesticides","Not the top hit","Invalid mass","Full match",4.01,301.02982,302.03711,13.839,392886.700446889,6,64.1,43.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_010",76800.9757704296
"2525","Azinphos-methyl-oxon","C10 H12 N3 O4 P S","Pesticides","Not the top hit","Invalid mass","Full match",4.01,301.02982,302.03711,13.839,392886.700446889,6,64.1,43.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_011",125851.799455638
"2526","Azinphos-methyl-oxon","C10 H12 N3 O4 P S","Pesticides","Not the top hit","Invalid mass","Full match",4.01,301.02982,302.03711,13.839,392886.700446889,6,64.1,43.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+H]+1",4,"sc_018",232062.193453444
"2527","Aziprotryne","C7 H11 N7 S","Pesticides","No match","Unused","Full match",-2.88,225.07902,226.08633,10.4,417614.4685026,3,67.7,8.4,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_004",415098.33054355
"2528","Aziprotryne","C7 H11 N7 S","Pesticides","No match","Unused","Full match",-2.88,225.07902,226.08633,10.4,417614.4685026,3,67.7,8.4,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_008",397481.048618726
"2529","Aziprotryne","C7 H11 N7 S","Pesticides","No match","Unused","Full match",-2.88,225.07902,226.08633,10.4,417614.4685026,3,67.7,8.4,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_014",312287.046508439
"2530","Aziprotryne","C7 H11 N7 S","Pesticides","No match","Unused","Full match",-2.88,225.07902,226.08633,10.4,417614.4685026,3,67.7,8.4,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_016",106453.61382459
"2531","Azithromycin","C38 H72 N2 O12","Pharmaceuticals","Full match","Full match","Full match",-0.28,748.50832,375.26148,13.274,107476853.327789,1,94.5,82.3,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+2H]+2",3,"sc_003",106953341.580803
"2532","Azithromycin","C38 H72 N2 O12","Pharmaceuticals","Full match","Full match","Full match",-0.28,748.50832,375.26148,13.274,107476853.327789,1,94.5,82.3,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+2H]+2",3,"sc_004",89081.2459375551
"2533","Azithromycin","C38 H72 N2 O12","Pharmaceuticals","Full match","Full match","Full match",-0.28,748.50832,375.26148,13.274,107476853.327789,1,94.5,82.3,"No matches found","Single match found","No matches found","Single match found","Single match found","No matches found","DDA for preferred ion","[M+2H]+2",3,"sc_007",15355454.9036562
"2534","Azosemide","C12 H11 Cl N6 O2 S2","Pharmaceuticals","No match","No results","Full match",-1.055,370.006955,362.00886,12.9185,237679.221438018,2,56.2,7.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H-H2O]+1",2,"sc_004",116409.565236515
"2535","BD-AcAc2","C8 H16 O4","Pharmaceuticals","Full match","No results","Full match",0.3675,176.1049225,177.1122125,9.68475,1669001.084315,3,72.5666666666667,8.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",11,"sc_001",55976.86867826
"2536","BD-AcAc2","C8 H16 O4","Pharmaceuticals","Full match","No results","Full match",0.3675,176.1049225,177.1122125,9.68475,1669001.084315,3,72.5666666666667,8.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",11,"sc_003",1505896.62595381
"2537","BD-AcAc2","C8 H16 O4","Pharmaceuticals","Full match","No results","Full match",0.3675,176.1049225,177.1122125,9.68475,1669001.084315,3,72.5666666666667,8.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",11,"sc_005",99771.873726632
"2538","BD-AcAc2","C8 H16 O4","Pharmaceuticals","Full match","No results","Full match",0.3675,176.1049225,177.1122125,9.68475,1669001.084315,3,72.5666666666667,8.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",11,"sc_010",67535.5475915377
"2539","BD-AcAc2","C8 H16 O4","Pharmaceuticals","Full match","No results","Full match",0.3675,176.1049225,177.1122125,9.68475,1669001.084315,3,72.5666666666667,8.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",11,"sc_011",128870.434772552
"2540","BD-AcAc2","C8 H16 O4","Pharmaceuticals","Full match","No results","Full match",0.3675,176.1049225,177.1122125,9.68475,1669001.084315,3,72.5666666666667,8.63333333333333,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",11,"sc_012",34262.2306702009
"2541","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_003",1403003.40927508
"2542","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_007",1915403.20332757
"2543","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_008",1047972.68433195
"2544","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_014",786775.788956282
"2545","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_015",2041763.16747045
"2546","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_016",373760.776793253
"2547","Barbital","C8 H12 N2 O3","Psychoactives","Full match","No results","Full match",0.24,184.084835,196.083075,7.679,2356605.58634541,0,NA,NA,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",8,"sc_020",2343597.18679977
"2548","Beclomethasone","C22 H29 Cl O5","Pharmaceuticals","No match","Not the top hit","Full match",-4.71,408.16843,409.17571,14.364,379357.275205257,12,83.9,9.2,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_015",326889.482426665
