Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_Cannabinoids,Mass List Match: ITN_KPS,Mass List Match: ITN_CYP_Metabolites,MS2,Reference Ion,Group Area: 1_feedpumpA,Group Area: 2_feedpumpB,Group Area: 3_feedpumpC,Group Area: 4_centrinA,Group Area: 5_centrinB,Group Area: 6_centrinC,Group Area: 7_newdryA,Group Area: 8_newdryB,Group Area: 9_newdryC,Group Area: 10_olddryA,Group Area: 11_olddryB,Group Area: 12_olddryC,Group Area: 13_digester1A,Group Area: 14_digester1B,Group Area: 15_digester2A,Group Area: 16_digester2B,Group Area: 17_digester3A,Group Area: 18_digester3B,Group Area: 19_digester4A,Group Area: 20_digester4B,Group Area: 21_controlA,Group Area: 22_controlB,Group Area: mix_A5,Group Area: mix_A50,Group Area: mix_A500,Group Area: mix_B5,Group Area: mix_B50,Group Area: mix_B500,Group Area: mix_C5,Group Area: mix_C50,Group Area: mix_C500,Peak Rating: 1_feedpumpA.raw (F1),Peak Rating: 2_feedpumpB.raw (F2),Peak Rating: 3_feedpumpC.raw (F3),Peak Rating: 4_centrinA.raw (F4),Peak Rating: 5_centrinB.raw (F5),Peak Rating: 6_centrinC.raw (F6),Peak Rating: 7_newdryA.raw (F7),Peak Rating: 8_newdryB.raw (F8),Peak Rating: 9_newdryC.raw (F9),Peak Rating: 10_olddryA.raw (F10),Peak Rating: 11_olddryB.raw (F11),Peak Rating: 12_olddryC.raw (F12),Peak Rating: 13_digester1A.raw (F13),Peak Rating: 14_digester1B.raw (F14),Peak Rating: 15_digester2A.raw (F15),Peak Rating: 16_digester2B.raw (F16),Peak Rating: 17_digester3A.raw (F17),Peak Rating: 18_digester3B.raw (F18),Peak Rating: 19_digester4A.raw (F19),Peak Rating: 20_digester4B.raw (F20),Peak Rating: 21_controlA.raw (F21),Peak Rating: 22_controlB.raw (F22),Peak Rating: blank1.raw (F23),Peak Rating: blank2.raw (F24),Peak Rating: blank3.raw (F25),Peak Rating: blank4.raw (F26),Peak Rating: blank5.raw (F27),Peak Rating: blank6.raw (F28),Peak Rating: blank7.raw (F29),Peak Rating: blank8.raw (F30),Peak Rating: mix_A5.raw (F31),Peak Rating: mix_A50.raw (F32),Peak Rating: mix_A500.raw (F33),Peak Rating: mix_B5.raw (F34),Peak Rating: mix_B50.raw (F35),Peak Rating: mix_B500.raw (F36),Peak Rating: mix_C5.raw (F37),Peak Rating: mix_C50.raw (F38),Peak Rating: mix_C500.raw (F39),Peak Rating: QC.raw (F40),Peak Rating: QC1.raw (F41),Peak Rating: QC2.raw (F42),Peak Rating: QC3.raw (F43)
,FALSE,Sphingosine (d18:1),C18 H37 N O2,Full match,Full match,No results,0.34,299.28253,300.28983,18.864,9812940.772,2,78.4,8.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,1755974.571,,,338025.3607,62070.52713,,955660.0192,,,,,,,7531033.499,2134691.017,9812940.772,3623831.29,,,,,,153034.6845,45119.97949,,,,,,,,8,,,3.6,8.7,,8.3,,,,,,,1.3,5.9,2.4,2.9,,,,,,,,,7.1,6.5,,,,1.6,8.2,,,,,1.8,5.3,,3.5
,FALSE,Testosterone cypionate,C27 H40 O3,Full match,Full match,No results,-0.07,412.29772,413.30499,20.716,9763390.97,4,82.1,51.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,1914186.081,,,1687920.271,,,,,9763390.97,,,,,2737243.327,,2694041.135,,,,4080700.924,,,,,,,,,,,,3.7,,,7.5,,,,,4,,,,,7.8,,3.5,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Dothiepin,C19 H21 N S,Full match,Full match,No results,0.59,295.13964,296.14692,19.27,9752838.516,8,87.9,80.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,9752838.516,684091.7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"2,6-Dimethoxyphenol",C8 H10 O3,Full match,Full match,No results,0.27,154.06304,155.07031,10.243,9740993.971,5,78.8,60.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,3354975.015,4081867.419,9740993.971,2104128.668,2049563.059,1337789.675,1438787.075,1329112.039,1530613.31,1795093.954,1896758.96,1936242.959,,1943758.736,,,1099339.764,,3321910.534,2976101.033,3071635.816,1451854.683,1296036.131,1488650.557,1350544.756,1449924.182,1852031.282,866437.2484,1306236.179,916976.1495,,8.4,4.6,2.9,4.8,5.9,5.3,7,4.2,5.3,5.3,5.9,4.8,,7.5,,,5.9,,6.2,7.3,7.8,,,,,,,,,5.9,7,7,5.9,5.3,7,7.7,6.4,5,,8,6.4,5.3
,FALSE,A-836339,C16 H26 N2 O2 S,Not the top hit,Full match,No results,2.52,310.17228,311.17956,21.292,9735270.197,3,73.4,46.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,618967.6838,,,,7300312.068,9735270.197,,,4249892.118,,6958918.342,,,,,,,,,,,,,,,,,,,,,8.8,,,,9.5,9.5,,,9.5,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.9,7.3
,FALSE,N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide,C18 H29 N O3,Not the top hit,Full match,No results,0.61,307.21493,308.22215,15.156,9734417.716,2,72.9,45.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,9594342.435,7867827.284,6519815.189,1838241.528,2965164.818,5357830.189,2009842.825,2279623.077,2050649.636,1922636.54,,2182327.668,1721601.035,1179182.786,,,1903432.924,,4514562.601,9734417.716,1508553.487,481530.2297,210567.4997,246344.7246,985439.8172,1294621.105,1297657.724,2465937.422,2125305.137,1426969.95,990103.314,7.8,7.8,7.3,8,6.2,5.1,3.7,7.5,2.6,6.4,,6.4,3.2,4.8,,,7.5,,3.5,5.7,8,7.2,,,,,,,,,5.2,4.7,7.7,8,8,8,9.1,9.1,8,6.2,8.9,7.8,7.8
,FALSE,Fluorchinolone_BTM04503,C24 H32 F2 O6,Not the top hit,No results,Full match,2.77,454.21795,455.22523,18.143,9730489.586,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,9730489.586,6415826.424,,,,,,,,,,,,,,,,,,,,,4605604.432,,,,,,,,,9.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,
,FALSE,Apixaban,C25 H25 N5 O4,Full match,Full match,No results,0.05,459.19068,460.19795,14.961,9688533.479,1,68.1,43.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,7179003.685,5432907.781,6514447.174,5314023.36,6064482.635,4576088.851,5088159.312,4459620.28,5580313.48,5700551.255,9688533.479,7737735.928,2122727.998,1707332.715,1671130.208,,5346354.741,3113239.395,4065482.555,6297278.204,,,,,,,,,,,,4.6,8.4,6.2,8.9,5.7,5.1,8.9,8.9,8.4,9.5,8.9,8.9,2.6,3.7,5.9,,6.7,9.5,6.7,6.7,,,4.9,,,,,,,,,,,,,,,,,8.9,6.2,7.8,5.7
,FALSE,Xibornol_BTM03183,C18 H26 O2,Not the top hit,Invalid mass,Full match,0.18,274.19333,275.20061,20.605,9684729.526,1,76.2,8.8,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,5680085.42,4577400.807,3765626.445,6634608.984,3179907.016,7421714.702,5381428.905,3441559.711,5057432.366,,5066015.459,5790734.452,4080987.224,9684729.526,2560364.954,6545959.439,3859353.34,1737176.488,5604471.939,2533002.301,1637274.403,,1335341.825,,,,,1176496.256,,,,4.6,5.1,5.7,1.8,3.5,5.7,6.2,8.4,6.7,,5.7,4.6,3.5,2.4,4.8,1.8,6.2,4.2,6.2,4.2,2.6,,,,,,,,,,2.6,,,,,5.3,,,,,2.9,1.3,4
,FALSE,Ergocalciferol,C28 H44 O,Full match,Full match,No results,0.08,396.33925,397.34652,23.2,9669022.732,1,79.7,49.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,829269.7039,933645.6297,3532463.538,6249068.491,3536159.774,1670496.314,,1268048.734,,,,1661676.155,4972009.455,4212087.615,2842908.582,3172038.874,,2646827.648,,2753631.774,2130789.424,4021663.287,1510592.003,,,,,,,,,1.2,3.9,5.7,1.3,2.9,3.7,,1.5,,,,4.8,3.5,3.5,1.8,1.8,,4.6,,1.8,4.2,6.7,,,6.7,5.7,,,,,4.8,,,,,,,,,,,5.1,3.5
,FALSE,"7,8-Bis(hydroxymethyl)-1,4a-dimethyl-3,4,4a,5,6,7-hexahydro-2H-benzo[7]annulen-2-one",C15 H22 O3,Full match,Full match,No results,-0.32,250.15681,251.16408,20.059,9661085.541,12,82,76.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,221212.2477,,,,,,,,276435.783,,,,,,,,,9661085.541,,,6429932.272,,,,,,,,,,,4.7,,,,,,,,3.6,,,,,,,,,6.2,,,,,,,,,,,7.3,,,,,,,,5.2,,
,FALSE,"2,4-Di-tert-butylphenol",C14 H22 O,Full match,Invalid mass,Full match,-0.01,206.16706,224.20089,22.709,9640011.571,1,68.5,67.5,Single match found,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,,4623219.128,3524809.36,8190105.615,7028384.853,6782490.297,4697972.169,4185315.767,,,5172606.41,5877862.792,5806209.393,5600402.637,4286045.531,,4317155.078,4218234.268,4728023.44,4376347.515,8747131.984,9640011.571,6117025.721,9011643.605,7938875.782,5770855.424,9423541.104,6349810.032,6094876.871,5775122.897,5553819.985,,6.2,8.4,7.8,7.3,7.3,8.4,7.8,,,7.8,7.3,8.4,8.9,6.2,,7.8,8.4,7.3,6.2,6.2,6.7,,,,,,,,,8.4,6.2,6.2,8.4,6.2,8.9,8.9,8.9,8.9,,5.7,6.2,7.8
,FALSE,Tazobactam_BTM00079,C10 H12 N4 O6 S,No match,No results,Full match,2.85,316.04866,317.05614,1.223,9637121.593,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,5278887.477,9637121.593,5006347.09,747042.446,351004.0474,709268.6629,612834.7548,560009.5257,1993996.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,9.5,8.9,8.3,8.5,8.8,9.3,9.3,9.7,,,,4.3
,FALSE,Oleandomycin_BTM01565,C35 H59 N O12,No match,No results,Full match,-3.6,685.40126,686.40854,12.221,9632985.539,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,9632985.539,5365941.013,1011390.591,,,3460171.573,,3480542.05,7106231.268,6100646.264,7562606.428,,,1480333.744,,4664200.483,2729645.92,,3800530.847,,,,,,,,,,,,,1.8,4,4.8,,,2.4,,2.4,7.3,2.9,3.5,,,3.2,,2.9,6.2,,4.6,,,,,,,,,,,,,,,,,,,,,3.2,,6.4
,FALSE,Nandrolone decanoate,C28 H44 O3,Full match,Full match,No results,-0.12,428.329,429.33627,22.878,9617841.602,2,78.2,49,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,3500436.446,,,6434393.167,5751273.645,,,4596340.082,4204138.487,,,9617841.602,6711938.69,6830183.214,4526890.913,,,7447100.818,,,,,510430.695,889735.9771,,278421.2547,,,,,,1.8,,,2.4,2.9,,,3.5,5.7,,,2.9,5.7,2.4,1.3,,,4,,,,,,,,,,,,,1.7,2.8,,2,,,,,2.4,2.9,3.5
,FALSE,"6-(cyclohexylmethylidene)-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one",C18 H22 O,Full match,Full match,No results,-0.14,254.16703,255.17431,21.058,9612005.943,2,76.6,72.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,208748.362,,,3811335.075,2510126.268,,4503236.13,,3029144.314,5065167.931,7750731.871,9612005.943,4342300.482,4112857.434,4495315.336,2678475.879,,,,,,,,,,,,,,,,3.6,,,8.4,5.9,,8.4,,6.2,5.1,6.2,5.7,8.4,7.8,7.3,9.5,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,13(S)-HOTrE,C18 H30 O3,Not the top hit,Full match,No results,0.23,294.21956,295.22684,24.375,9601016.26,5,76.3,72.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,9601016.26,644408.3757,,,,,,,,,,,,,,,,,,,215270.0864,,,,,,59331.06885,,,,,2.4,2.8,,,,,,,,,,,,,,,,,,,5.2,,,1.1,,,,,,,,,,,5.4,,,,,,,
,FALSE,Kalamycin_BTM03157,C16 H12 O7,No match,No results,Full match,0.44,316.05844,317.06572,16.217,9588379.843,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,2231705.887,3307822.829,9588379.843,410020.7126,,,682454.6302,508157.7826,,,,291479.3517,154933.409,478407.9059,,,774655.9719,408824.7392,465938.4775,569024.1402,,,,,,,,,,,,7,7.3,9.5,7.4,,,5,4.5,,,,5.2,5.4,5,,,8.3,7.4,5.5,3.9,,,,,,,,,,,,,,,,,,,,5.3,,5,4.5
,FALSE,Pleuromutilin,C22 H34 O5,Not the top hit,Partial match,Full match,-0.03,378.24061,401.22986,21.715,9587020.41,9,79.4,9,No matches found,Single match found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,1614840.296,,4256046.716,3689686.494,,,3748376.572,9587020.41,2964054.066,,896313.9768,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,8.4,8.4,,,8.4,8.4,8.4,,9.3,,,,
,FALSE,"(1S,4aS,5R)-5-[2-(3-Furyl)ethyl]-1,4a-dimethyl-6-methylenedecahydro-1-naphthalenecarboxylic acid",C20 H28 O3,Full match,Full match,No results,0.68,316.20406,317.21132,19.075,9560499.914,5,85.6,79.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,2300389.752,,,,,,,,,9560499.914,4355932.453,2738762.926,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,6.7,8.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,7,,8.6,3.7
,FALSE,11-Nor-9-carboxy-delta-9-tetrahydrocannabinol,C21 H28 O4,Not the top hit,Partial match,Full match,0.3,344.19886,345.20614,21.226,9552919.658,2,82.4,76.9,Multiple matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,9414842.951,8110237.668,6705667.117,8036782.808,3440544.485,2215075.868,5597498.466,1915534.506,4492862.852,4412837.666,5759226.733,9552919.658,7035615.304,4999981.278,2741612.624,2858592.064,1714240.906,,,,,,,,,,,,,,,7.3,8.4,9.5,8.4,8.9,4.8,8.9,5.3,8.4,8.4,7.3,6.2,6.7,5.7,9.5,5.1,8,,,,,,,,,,,,,,,,,,,,,9.5,8.9,9.5
,FALSE,4-Ethylbenzaldehyde,C9 H10 O,Full match,Full match,No results,0.58,134.07324,135.08052,22.378,9526583.448,4,88,54.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,3989716.117,2948830.996,934193.9904,,,,,1081983.371,,,1016474.263,768330.5569,1939776.687,,1689823.705,2338117.037,,2064966.757,,2095317.933,9526583.448,3796766.302,1936936.434,1165723.953,8254508.056,5830070.023,7136756.419,5149740.321,6518048.929,6452333.411,3462564.752,7.8,6.2,7.7,,,,,6.4,,,3.7,5,9.1,,5.9,8.6,,9.1,,4.2,7.8,7.8,,,,,,,,,8.6,7.5,8.4,9.5,8.9,8.4,10,8.4,9.5,,7.3,7.8,8.6
,FALSE,"2-(1,3-benzodioxol-5-yl)-7-ethylimidazo[1,2-a]pyridine",C16 H14 N2 O2,Full match,Full match,No results,0,266.10553,267.1128,17.104,9498775.984,10,85.7,9.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,2184513.607,1620718.301,1553013.856,4019887.928,2621613.252,2894248.513,9498775.984,4729490.342,3768458.739,4694601.111,6234577.379,7034322.695,5527638.418,2994163.634,2846368.785,1881119.052,2393512.999,,,,,,,,,,,,,,,8.6,8.6,8.6,5.7,9.5,8.9,8.4,8.9,8.9,8.9,8.9,9.5,7.3,8.4,8.9,6.4,8.6,,,,,4.3,,,,,,,,,,,,,,,7.8,8,8.6,8.6
,FALSE,Ethyl-2-amino-1-cyclohexene-1-carboxylate,C9 H15 N O2,Full match,Full match,No results,-0.02,169.11027,170.11755,9.891,9498240.157,1,76.2,72.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,3455244.969,,,,,,,1823778.815,2072285.792,,,,9498240.157,,,,,,,,,,,,,,,,,,,4.6,,,,,,,4.2,7.5,,,,4,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Delta 9 Tetrahydrocannabinol (THC),C21 H30 O2,Full match,Partial match,Full match,0.69,314.2248,315.23207,19.643,9496734.33,9,87.1,54.2,Multiple matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,4561379.174,,,6730847.192,6125559.067,,,,5554316.402,,,,,,1546306.332,,,,,,,,,,,,,,,,,1.3,,,7.8,6.7,,,,5.1,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,8.9,7.8
,FALSE,"5,6-Dimethylbenzimidazole",C9 H10 N2,Full match,Full match,No results,0.39,146.08446,147.09173,8.174,9491308.799,1,89.6,9.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,3580892.855,4731337.86,2978513.514,1686844.539,1381287.718,547121.0815,2492732.898,3299192.803,2892671.972,,3488862.52,8630917.273,1240186.139,1615800.362,1472311.069,1872962.939,3150005.082,2367989.038,9491308.799,5863401.825,243733.4646,287408.9699,162820.6652,143982.3837,188743.2082,,,,,,,5.7,5.1,2.9,3.2,4.2,2.8,2.1,1.8,5.7,,3.5,4,3.7,2.6,3.7,3.7,3.5,3.7,5.7,5.1,2.5,5.2,,,,,,,,,4.3,4.3,2.5,,,,,,,,3.7,5.9,5.7
,FALSE,Phloroglucinol,C6 H6 O3,Full match,Full match,No results,0.87,126.0318,127.03908,6.487,9488881.259,7,91.9,62.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,7671438.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,1.3,,,4,,,,,,,,,,3.5
,FALSE,"4-[(6E)-3-Hydroxy-8,10-dimethyl-2-(methylamino)-6-dodecen-1-yl]phenol",C21 H35 N O2,Not the top hit,Full match,No results,0.81,333.26705,334.27433,19.119,9482376.657,2,77.4,48.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,3749747.494,,,,,,,,,9482376.657,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Tazobactam,C10 H12 N4 O5 S,No match,Not the top hit,Full match,-1.96,300.05225,301.05953,10.016,9464242.536,13,81.1,9.1,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,4070041.029,,4522165.353,,725821.8211,,,,,1185874.324,,1671522.247,,,,,,,,,4717577.583,6717244.596,5074712.539,3174312.994,3367492.981,3158222.607,9464242.536,4177308.422,5120849.279,2472238.763,2649916.661,5.7,,6.2,,3.9,,,,,4.2,,5.9,,,,,,,,,8.4,7.8,,,,,,,,,7.8,7.8,7.8,8.4,8.4,8.4,6.7,8,8.4,,4.5,5.5,5.3
,FALSE,Docosahexaenoic acid ethyl ester,C24 H36 O2,Full match,Full match,No results,0.46,356.27169,357.27899,22.114,9456959.202,2,82.4,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,5785913.666,5167629.725,4063301.524,4032152.331,3212996.861,7263770.757,4868301.318,9456959.202,4072338.941,,,,3147563.331,5190636.2,,,5143056.773,,5309392.176,5085871.957,,576071.3005,,,696102.5777,,,,,,,8.4,6.7,8.4,2.9,7.8,1.3,2.9,8.4,8.9,,,,2.9,3.5,,,1.8,,1.8,2.9,,3.4,,,,,,,,,,,1.7,,,,,,,,,1.8,5.1
,FALSE,Vanillin,C8 H8 O3,Not the top hit,Full match,No results,0.25,152.04738,153.05466,9.374,9455012.197,11,90.1,82.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8369074.52,7946164.671,5715889.082,2820175.383,3217142.099,6205264.29,4800902.616,2614778.46,2755747.902,4106620.5,3104312.397,3848115.285,2796570.967,,5085682.704,8040559.053,3784925.711,9455012.197,6441724.57,7076405.003,2225149.111,2111683.506,1428843.7,2047705.024,2339848.685,1688229.977,831969.0703,1352452.393,1191178.963,929169.4065,1204693.052,5.1,6.2,5.1,3.5,3.5,4,3.5,5.1,5.1,4.6,4,5.1,5.1,,6.2,6.2,3.5,5.7,4,6.2,5.3,5.3,,,,,,,,,4.2,5.9,5.3,5.3,5.5,5.9,7,2.8,5.3,3.4,2.6,6.2,6.2
,FALSE,Glibornuride,C18 H26 N2 O4 S,Not the top hit,Full match,No results,-4.89,366.15954,367.16681,21.177,9437606.909,9,76.6,8.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,595840.7043,97231.7662,906320.2567,850521.2076,,,9437606.909,3928006.304,4531791.301,6119681.247,6291396.562,,,,,,,,,,,,,,,,,,,,,7.7,3.8,,,,,,,,,8.8,8.3,,,9.5,7.8,7.8,7.8,7.8,,,,
,FALSE,"4-(2-hydroxyphenyl)-8,9-dimethyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",C17 H16 N2 O2,Full match,Full match,No results,0.1,280.12121,281.12848,15.997,9436319.172,10,79.3,60.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,1106770.383,713814.3008,,,1368618.63,1530985.774,1081550.543,,,5136907.577,7169274.531,9436319.172,6380582.563,2267777.841,2076362.579,1071570.003,905393.1676,,,,,,,,,,,,,,,8,4.5,,,5.9,3.2,4.8,,,7.8,7.8,6.2,8.9,8,8,4.2,2.8,,,,,,,,,,,,,,,,,,,,4.8,6.4,5.3,4.2
,FALSE,Testosterone decanoate,C29 H46 O3,Full match,Full match,No results,-0.1,442.34465,443.35193,22.6,9401482.847,1,71.2,8.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,3166577.54,4768282.265,2918811.706,8563152.344,,,6936908.792,5380580.366,6568455.896,5457543.49,7277371.666,7427342.04,6582201.016,6825227.432,5158850.499,3701977.444,7769954.71,4820994.299,9401482.847,9006643.011,1482470.7,,,80182.71502,,,,,,,,3.5,6.2,7.8,4,,,7.3,7.8,6.2,8.9,6.2,7.8,5.1,5.1,7.8,6.7,5.1,5.7,3.5,5.1,3.7,,,,,,,,,,,2.2,,,,,,,,,5.1,2.9,6.2
,FALSE,Glycerophospho-N-palmitoyl ethanolamine,C21 H44 N O7 P,No match,Full match,No results,0.13,453.2856,454.29288,22.622,9394222.736,1,71,8.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,1100926.482,829530.9341,,1126180.218,,2639356.906,,2228097.937,6714928.867,9394222.736,8402259.018,,,3411290.709,,2838670.097,,,,,,,,,,,,,,,,8,5.5,,8.6,,6.7,,6.4,8.9,8.9,9.5,,,6.2,,8.9,,,,,,,,,,,,,,,,,,,,,,,,9.5,,8.9
,FALSE,Corticosterone,C21 H30 O4,No match,Full match,No results,0.36,346.21454,347.22181,18.801,9384460.026,6,80.8,75.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,149259.1199,,,,,,,646195.3294,,,3849492.909,9384460.026,6806939.746,4557556.094,,,,,,,,,,,,,,,,,,4.3,,,,,,,8.3,,,10,8.4,7.3,9.5,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Erythromycin B_BTM01924,C36 H65 N O12,No match,No results,Full match,-3.7,703.44807,704.45535,17.578,9381531.41,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,7700854.023,,9381531.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,6.7,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"N-butyl-N'-[5-(tert-butyl)-1,3,4-thiadiazol-2-yl]urea",C11 H20 N4 O S,Not the top hit,Full match,No results,-2.7,256.13509,257.14237,25.047,9376161.956,1,71.2,49.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,5884469.552,9376161.956,8280437.754,1582188.66,,665902.0766,1024052.755,1121411.141,1514825.032,,491812.1603,,,,198516.4961,563850.662,,1719771.281,5320532.661,2160974.35,317616.4799,,,20187.96661,,,,,,,58233.9985,3.5,4,3.5,3.7,,2.8,2.6,4.2,1.5,,2.8,,,,2.5,4.5,,4.8,5.1,4.8,2.5,,,,0.3,,,,,,,2.7,,,,,,,4.9,,2.8,4.8,5.7
,FALSE,Docosanamide,C22 H45 N O,Full match,Full match,No results,0.27,339.35021,340.35748,20.937,9366280.556,1,78.2,49,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,9366280.556,8853991.292,8946620.358,5789826.802,5917300.535,6215580.984,5362520.768,5969789.266,4785470.108,1448347.505,3251483.727,3259088.988,,,6337167.221,5873979.803,6811818.478,7071887.205,7160433.862,7445643.355,,,485579.1634,,,,,,,,,7.8,7.8,9.5,7.3,9.5,8.9,8.9,8.9,8.9,9.1,5.7,8.9,,,8.9,8.4,7.8,9.5,6.2,8.9,,,,,,,,,,,8.8,,,,,,,,,,8.4,8.4,9.5
,FALSE,Sulfadimethoxine_BTM04532,C12 H14 N4 O5 S,Not the top hit,Invalid mass,Full match,-1.27,326.06808,327.07535,15.535,9365109.964,6,74.8,8.7,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,1072833.631,1714408.469,4838854.588,904787.3942,3688132.836,1681568.391,,,1329877.158,1644083.741,,,,,,4531737.499,4565041.721,3385371.379,3250776.23,7124180.111,6353427.193,9365109.964,4239120.326,5680758.937,7188437.111,5936394.402,8570075.445,6781437.893,4503317.377,4698134.324,,5.3,9.1,5.7,3.4,5.1,3.7,,,2.6,5.9,,,,,,8.4,8.9,8.4,8.9,8.9,8.4,,,,,,,,,6.2,8.4,8.9,7.8,7.8,8.4,7.3,6.2,8.4,,6.4,5.9,7.5
,FALSE,Meperidine-d5,C15 H16 [2]H5 N O2,No match,Full match,No results,-3.34,252.18777,253.19505,19.199,9352426.298,2,70.5,48.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,9352426.298,6631710.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,6.2,9.5,5.7
,FALSE,Butyl palmitate,C20 H40 O2,Full match,Full match,No results,0.31,312.30293,313.3102,24.745,9350752.963,1,76.5,48,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6820297.13,3902824.707,6307635.202,5287847.454,,5632927.008,6878319.792,6396534.57,9350752.963,,7907352.727,5579504.426,3566909.784,4523998.119,,5011611.091,4096962.65,2848663.102,7614241.652,5806347.741,,,,,,,142202.0961,,,,,2.4,5.7,5.1,2.9,,4,4,3.5,4.6,,4,4,4,7.8,,2.9,4,7.8,2.9,2.9,,,,,,,,,,,,,,,3.3,,,,,,2.9,5.7,6.2
