Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_NPL,Mass List Match: KPS_Psychoactive Substances_v2,Mass List Match: KPS_Pharmaceuticals_Oct22,MS2,Reference Ion,Group Area: 1_feedpumpA,Group Area: 2_feedpumpB,Group Area: 3_feedpumpC,Group Area: 4_centrinA,Group Area: 5_centrinB,Group Area: 6_centrinC,Group Area: 7_newdryA,Group Area: 8_newdryB,Group Area: 9_newdryC,Group Area: 10_olddryA,Group Area: 11_olddryB,Group Area: 12_olddryC,Group Area: 13_digester1A,Group Area: 14_digester1B,Group Area: 15_digester2A,Group Area: 16_digester2B,Group Area: 17_digester3A,Group Area: 18_digester3B,Group Area: 19_digester4A,Group Area: 20_digester4B,Group Area: 21_controlA,Group Area: 22_controlB,Group Area: mix_A5,Group Area: mix_A50,Group Area: mix_A500,Group Area: mix_B5,Group Area: mix_B50,Group Area: mix_B500,Group Area: mix_C5,Group Area: mix_C50,Group Area: mix_C500,Peak Rating: 1_feedpumpA.raw (F1),Peak Rating: 2_feedpumpB.raw (F2),Peak Rating: 3_feedpumpC.raw (F3),Peak Rating: 4_centrinA.raw (F4),Peak Rating: 5_centrinB.raw (F5),Peak Rating: 6_centrinC.raw (F6),Peak Rating: 7_newdryA.raw (F7),Peak Rating: 8_newdryB.raw (F8),Peak Rating: 9_newdryC.raw (F9),Peak Rating: 10_olddryA.raw (F10),Peak Rating: 11_olddryB.raw (F11),Peak Rating: 12_olddryC.raw (F12),Peak Rating: 13_digester1A.raw (F13),Peak Rating: 14_digester1B.raw (F14),Peak Rating: 15_digester2A.raw (F15),Peak Rating: 16_digester2B.raw (F16),Peak Rating: 17_digester3A.raw (F17),Peak Rating: 18_digester3B.raw (F18),Peak Rating: 19_digester4A.raw (F19),Peak Rating: 20_digester4B.raw (F20),Peak Rating: 21_controlA.raw (F21),Peak Rating: 22_controlB.raw (F22),Peak Rating: blank1.raw (F23),Peak Rating: blank2.raw (F24),Peak Rating: blank3.raw (F25),Peak Rating: blank4.raw (F26),Peak Rating: blank5.raw (F27),Peak Rating: blank6.raw (F28),Peak Rating: blank7.raw (F29),Peak Rating: blank8.raw (F30),Peak Rating: mix_A5.raw (F31),Peak Rating: mix_A50.raw (F32),Peak Rating: mix_A500.raw (F33),Peak Rating: mix_B5.raw (F34),Peak Rating: mix_B50.raw (F35),Peak Rating: mix_B500.raw (F36),Peak Rating: mix_C5.raw (F37),Peak Rating: mix_C50.raw (F38),Peak Rating: mix_C500.raw (F39),Peak Rating: QC.raw (F40),Peak Rating: QC1.raw (F41),Peak Rating: QC2.raw (F42),Peak Rating: QC3.raw (F43)
,FALSE,Bifonazole,C22 H18 N2,Full match,Unused,Full match,4.15,310.14828,311.15556,15.784,96556437.88,11,90.3,82.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,96556437.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,8.4,5.7,9.5
,FALSE,Bifonazole,C22 H18 N2,Full match,Unused,Full match,4.1,310.14827,311.15555,15.217,67698887.8,11,90.9,82.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,12581024.2,24822141.96,,,,,,,,67698887.8,,,,,,,,,,,,,,,,,,,,,,7.8,5.7,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Unused,Full match,4.18,310.14829,311.15557,16.037,86607877.26,11,90.1,82.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,34606045.43,,,,,,86607877.26,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Unused,Full match,3.96,310.14823,311.1555,17.734,53380385.39,11,86.5,79.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,53380385.39,,,,,,,,38696773.68,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Unused,Full match,3.91,310.14821,311.15549,17.936,54021405.84,11,89,81.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,54021405.84,,,,46747493.54,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Unused,Full match,4.16,310.14829,311.15556,17.299,38207468.12,12,87.9,54.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,38207468.12,,,,,,,,,,,,10317078.47,20591532.65,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,5.7,4.6,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Unused,Full match,3.98,310.14823,311.15551,13.387,29080187.71,11,90.1,82.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,29080187.71,7148966.449,,,,,,,,,,,,,,,66230.35522,,,,,,,,,,,,,,,9.5,8.9,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Unused,Full match,4.41,310.14836,311.15564,14.965,22992918.19,11,89.4,81.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,22992918.19,,,,,,,,,,,,,,,,,,,,,,,,,46378.31219,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,Full match,Unused,Full match,3.75,310.14816,311.15544,17.003,27520495.21,12,86.6,53.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,20300303.25,,27520495.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,5.1,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Invalid mass,Full match,-3.76,310.14583,311.15311,17.936,2287147.137,12,82.7,9.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,1235534.664,1726271.836,1623682.632,1707394.855,2287147.137,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,8,,,,,,,,,7.5,7,8.4,,,,,,,,,,
,FALSE,Bifonazole,C22 H18 N2,No match,Invalid mass,Full match,-3.53,310.1459,311.15318,18.347,1160171.004,12,77.4,73.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,375249.3663,20990.80329,,239603.9448,,1160171.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,6.5,,6.3,,7.5,,,,
,FALSE,Bifonazole,C22 H18 N2,Not the top hit,Invalid mass,Full match,-3.68,310.14586,311.15313,18.251,1301208.223,12,81.3,76.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,897148.2294,1301208.223,,880471.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.2,,8,,,,,
,FALSE,Bilastine,C28 H37 N3 O3,No match,No results,Full match,-0.02,463.28348,464.29075,17.258,5813909.282,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,3522708.735,5813909.282,3320310.179,1331816.464,1466977.222,,353572.127,,,,1085129.441,3062397.369,,,,,,,1706312.665,,3328613.92,3700823.889,2731050.864,2065086.934,2256472.835,1305444.479,1721727.126,2336062.828,1060421.183,1628776.14,1734751.648,7.8,6.2,8.4,6.4,8,,7.2,,,,8,4,,,,,,,1.5,,8.9,8.4,,,,,,,,,7.3,6.7,4.6,5.3,8,6.7,6.4,7,7,,8,,2.4
,FALSE,Bilastine,C28 H37 N3 O3,No match,No results,Full match,0.01,463.2835,464.29077,16.669,4448035.379,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,4448035.379,3925644.478,3320660.446,1385339.554,,,,2208023.648,1276930.055,1354711.422,835476.701,1598256.512,,798859.8093,,,,,,2001398.828,,3514456.122,1474627.94,1110359.204,1378527.972,1188085.023,1749190.395,1670649.073,979098.1089,1240688.637,951989.9279,5.7,7.8,8.4,8.6,,,,2.4,5.3,3.2,8,8.6,,7.5,,,,,,6.7,,7.3,,,,,,,,,8,7,5.9,8,8,8,5.9,6.4,8,,7.5,8,6.7
,FALSE,Bilastine,C28 H37 N3 O3,No match,No results,Full match,-0.24,463.28338,464.29066,17.18,2958192.49,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,2958192.49,2796451.824,1859416.428,,750680.3351,,,,,,556229.4307,,,,,,,,,1487039.414,1662754.079,1922360.293,,,,,979474.7017,788264.5072,581537.617,580708.4496,,5.1,5.1,8.4,,8,,,,,,7.7,,,,,,,,,4.8,8,8.9,,,,,,,,,,,,,7.5,7.5,7.2,7.7,,,,8,
,FALSE,Bilastine,C28 H37 N3 O3,Not the top hit,No results,Full match,0,463.28349,464.29078,16.868,3200501.38,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,3140832.388,3200501.38,2849557.247,,790939.0788,1427859.203,,650092.3631,,577071.2027,445199.185,924793.6351,,,,,,,629388.5563,1073873.978,2187840.281,2701354.055,1003871.383,760735.1819,971115.788,1095681.542,1108207.145,1123983.626,667859.1423,826172.1164,591511.7569,5.7,4,5.7,,6.4,4.8,,7.7,,7.7,2.3,8,,,,,,,8.3,3.7,8.4,6.7,,,,,,,,,6.4,6.4,4.8,8.6,8.6,6.4,6.6,5.3,8.8,,,3.7,5.3
,FALSE,Bilastine,C28 H37 N3 O3,No match,No results,Full match,0.51,463.28373,464.29078,16.241,1371225.484,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,966318.9489,716272.3622,,,,,,,,,,,,1371225.484,,,,,,,544926.1576,720178.2525,234627.5048,,,,274892.274,,129107.6919,,,4.8,8,,,,,,,,,,,,7.5,,,,,,,3.4,3.7,,,,,,,,,5.2,,,,3.6,,5.2,,,,,,
,FALSE,Biliverdin,C33 H34 N4 O6,Not the top hit,No results,Full match,0.45,582.24809,583.25537,18.586,2947056.994,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,1805560.793,,960323.8951,,2947056.994,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,7,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Biliverdin,C33 H34 N4 O6,No match,No results,Full match,0.5,582.24813,583.25541,18.43,4524177.403,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,618181.4333,,,,,,,,,,,,,,,4524177.403,,2660766.027,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,9.5,,8.9,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Biliverdin,C33 H34 N4 O6,No match,No results,Full match,-0.29,582.24767,583.25494,16.367,614046.8727,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,614046.8727,,,,,,,,,486417.6377,,485430.5338,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,8.3,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bimatoprost,C25 H37 N O4,Not the top hit,No results,Full match,0.21,415.27235,416.27962,19.979,432312.8336,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,63876.0847,412642.9086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3.4,7.7,
,FALSE,Biotin,C10 H16 N2 O3 S,Not the top hit,Not the top hit,Full match,2.66,244.08881,245.09609,20.15,691099.8015,5,78,48.9,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,88477.03815,,85162.46115,,,,420037.9391,691099.8015,543090.3997,,,,117891.4482,57716.70674,,,,,,,,,,,,,,,,,,7.1,,4.9,,,,5,9.7,8.8,,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,4.3,3.8
,FALSE,Biotin,C10 H16 N2 O3 S,Not the top hit,Not the top hit,Full match,2.57,244.08879,245.09607,17.692,235247.309,7,78.4,59.6,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,235247.309,,53273.38958,43125.88458,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,7.1,6,,,,,,,,,,,
,FALSE,Biotinyl p-nitroaniline,C16 H20 N4 O4 S,No match,Not the top hit,Full match,-1.75,364.11989,365.12716,15.84,855829.5612,11,78,48.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,570106.0645,,517810.6335,396286.1249,485550.3323,494736.0799,855829.5612,613286.9046,576219.1661,679623.9746,651673.7296,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,3.9,5.5,4.5,8.3,8,7.7,4.5,8.3,7.7,,,,
,FALSE,Biotinyl p-nitroaniline,C16 H20 N4 O4 S,Not the top hit,Not the top hit,Full match,-1.86,364.11985,365.12713,17.448,316049.6194,11,73.7,8.7,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,154250.9225,252031.1575,277881.8457,214554.518,228882.4832,195736.3493,316049.6194,155008.7339,259486.9509,228928.5266,115680.482,,,,,,,,,,,,,,,,,,,,,3.6,7.4,,,,,,,,,5.8,4.1,5.2,4.7,5,7.4,3,4.7,7.4,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.29,241.27688,242.28416,20.095,2142716791,1,87.6,9.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2833215.084,2142716791,2090728.292,82413160.56,64290479.07,56131372.44,47010622.62,129723257.8,97044417.72,9706816.799,8635547.87,18529003.91,6066047.69,12361153.26,7470421.704,7401565.39,55939601.67,65621881.72,68476255.81,70963080.91,235059.7467,286103.1364,628169.7132,,,,,189609.4566,,,,2.9,6.7,2.9,8.4,4.6,5.1,7.8,6.7,4.6,5.1,7.3,5.1,8.4,8.9,7.8,10,4.6,4.6,7.3,7.3,3.6,2.5,,,,,,,,1.1,5.5,,,,,1.4,,,,7.8,7.8,4.6,5.1
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.27,241.27689,242.28416,19.574,799028316.1,1,88.2,9.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,799028316.1,,625273028.1,25418912.61,21115088.17,14871248.5,52759433.08,58238839.65,64113063.98,19277198.04,24334368.78,16310308.83,,,,,32001217.99,40215201.58,22454106.8,24434605.17,46270866.04,1631803.106,45765495.97,8782308.793,7932476.294,,,,619756.7149,3406078.165,,7.3,,6.7,9.5,8.9,9.5,8.4,8.9,7.3,10,8.9,9.5,,,,,8.4,9.5,7.3,7.3,8.4,3.2,,,1.1,,,,,,7.8,7.3,9.5,,,,5,6.7,,7.3,9.5,8.4,7.8
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.15,241.27691,242.28419,20.241,164297538.4,1,89.3,9.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,8322679.219,,,,,41615488.37,36960327.07,17740045.51,21303955.07,20304934.75,12563332.01,14013485.26,11238193.24,11778557.28,86800837.64,99440035.32,152309925.3,164297538.4,,,,,,,,,75870.78184,,,,,4,,,,,7.8,7.8,7.3,7.3,6.2,7.8,8.9,7.3,9.5,7.8,7.8,7.8,9.5,,,,,,,,,,,,,,,,,2.7,,,,6.7,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.25,241.27689,242.28417,20.221,167644137,1,89.7,9.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6581957.761,,,72984028.55,70388909.25,84381717.16,,,,423726.2674,,,,,,,,,,,,,123346.6294,,,,,,,,,5.7,,,7.8,7.8,7.8,,,,3.9,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,8.9,7.8,7.8
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.09,241.27693,242.28421,19.839,85432959.6,1,89.3,55.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,8651807.678,,2007444.403,485862.8771,1684324.698,85432959.6,3151287.75,,,,,,,,,2644551.407,,2745922.413,,,,,1395203.749,1532093.496,,1739616.587,1025397.896,,,,,7.8,,2.9,7.2,1.5,8.9,6.7,,,,,,,,,7.8,,5.7,,,,,,2,,,,,,,4.8,3.2,,4.2,3.7,,,,2.6,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.08,241.27693,242.28421,19.964,7660634.361,2,88,9.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,1229612.842,,,2447020.549,2748457.305,,,,,,7660634.361,,,,,,,,,,,,,,,,,,,,,8.6,,,8.9,9.5,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.12,241.27692,242.2842,19.935,18902242.08,1,83.4,9.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,18902242.08,,4716738.082,,,,,1833263.374,,,,,,,,6928489.7,,,,1065382.306,,,,,,,,,,,,6.7,,7.8,,,,,9.1,,,,,,,,7.8,,,,,,,,,,,,4.2,,,,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,0,241.27695,242.28423,19.682,48759961.39,2,87.1,54.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,590071.801,48759961.39,1412803.848,,1268089.184,,,,,,,,,,,,,,,,,,,,,,,145964.8292,,,,2.8,8.4,3.7,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.13,241.27692,242.28419,19.414,4590457.809,1,86.6,53.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,4590457.809,,2761391.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.06,241.27694,242.28421,19.276,24830287.53,2,84.3,9.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,6713417.416,16491001.64,1457295.217,,,,,,,,,,,,,,,,,,24830287.53,1642224.411,528687.586,,,,,,,,,5.7,8.4,8,,,,,,,,,,,,,,,,,,9.5,4.8,,,,,,,,,3.4,,,,,,,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.08,241.27693,242.28421,19.434,1822195.078,2,81.1,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,1822195.078,,,,,,,,,,,,,,,,,,,578295.974,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.12,241.27692,242.2842,19.448,7095171.158,2,86.8,9.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,983104.2802,26260.98004,,,,,,,,,,,,,,,,,,,,,,,,7062987.566,7095171.158,3930599.883,,,,7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.8,5.7,,,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.08,241.27693,242.28421,20.311,13505413.07,1,85.3,9.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,13505413.07,1806685.386,,1060041.732,2039883.037,2295305.411,,1658804.537,1577154.427,,184179.2327,,,512306.082,715113.7274,267529.5287,1114308.765,1611891.041,3044354.695,2709056.725,,,,170562.4466,,,210245.5356,124021.4577,,,14076.07508,5.1,3.2,,4.2,5.1,5.1,,5.3,4.8,,2,,,2.8,3.7,2,3.7,4.8,5.1,5.1,,,,,,,,,,,,2,,,3,1.4,,,3.3,,5.3,5.3,5.1
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.01,241.27695,242.28422,18.782,15406827.22,2,81.7,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,15406827.22,537398.3314,,,,,,,,,321565.1664,,,,,,,,,,,,,,,,,,,,,10,3.9,,,,,,,,,,,,,,,,,3.4,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,0.22,241.277,242.28428,19.097,61857699.76,2,84.3,52.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,61857699.76,,,,,,,,,,,,,,,,,,5485512.103,,696084.1645,,,,552758.8952,,,,310327.8914,,,5.1,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,3.2,,,,1.7,,,,2.8,,,,
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.06,241.27693,242.28421,12.13,29440733.21,2,79,49.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,5500581.522,3645738.297,,3162652.666,7910454.597,3150715.024,5082635.041,9018297.126,11886994.59,19929403.38,10032722.87,29440733.21,2883351.705,6744370.276,13472232.86,6857650.277,4137074.588,4437005.585,6474068.649,10000044.07,990145.6522,791702.0564,811391.8875,853643.2997,836481.0115,919665.6948,724643.1138,729593.0042,621669.2873,677355.7605,503610.1242,2.9,1.8,,2.9,3.5,4,4.6,4,4.6,2.9,5.7,5.7,4.6,4,6.2,6.2,4,5.1,6.2,2.9,4.8,6.4,,,,,,,,,4.2,4.2,5.9,4.8,5.3,4.8,4.5,6.1,5.5,3.5,2.9,4,5.7
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.09,241.27693,242.2842,20.629,8724808.748,2,80.1,9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,2007969.143,,,1116789.411,2049965.185,768926.5473,1560306.559,,,459738.5026,1052650.721,,,1301940.56,,,1106033.783,,,503754.7791,384095.2536,,,,,185461.9496,197409.7914,113524.4702,,199247.6049,,1.3,,,4.2,3.5,2.6,2.1,,,3.4,2.1,,,2.1,,,2.6,,,3.4,3.4,,,,,,,,,,,,,3,2.5,2.5,,3,6.7,2.3,,2.6
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.07,241.27693,242.28421,12.337,12418369.04,1,78.2,49,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,1050037.299,4190997.767,,3458426.902,3152501.607,,,,12418369.04,,2720796.663,,,7912653.777,4215690.161,4584866.528,6324569.729,,,,2084311.26,1966131.682,,2247899.551,1669607.352,1438209.059,1268688.76,1186814.363,1249028.34,,,4.2,7.8,,4.6,4.6,,,,6.7,,4,,,5.7,4.6,4.6,5.7,,,,,,,,,,,,6.7,5.7,,6.7,4.8,4.8,5.3,7,5.9,,,,4.6
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.04,241.27694,242.28422,20.891,2548688.223,2,82.8,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2425813.439,2548688.223,1389634.079,304258.8139,780312.4293,979363.2442,,793003.8578,738605.8764,251485.8224,,,359844.4231,371208.9806,1051290.612,299381.6776,749761.6953,786605.0012,1161241.757,1320907.275,155561.2427,74808.17072,117472.8376,64700.86481,86682.02209,60842.84214,66203.33559,124177.6855,66354.53244,,53074.56287,5.1,5.1,3.2,2.3,1.5,1,,1,1,0.9,,,1.2,1.7,1,2.3,2.6,1.5,2.6,2.6,1.4,1.6,,,,,,,,,2,1.6,1.6,1.1,1.6,2,1.1,,0,,5,2.1,3.2
,FALSE,Bis(2-ethylhexyl) amine,C16 H35 N,Full match,Full match,No results,-0.18,241.27691,242.28418,20.704,1952210.723,2,81.2,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,1952210.723,78152.85517,1472833.906,,,,,1494293.958,1496987.469,,,817330.0566,1306013.94,,859591.6037,,,1792271.512,1765220.744,,,,,,,,,,,,,5.1,4.3,1.5,,,,,1,1,,,2.6,3.2,,2.6,,,1.5,2.1,,,,,,,,,,,,,,,,,,,,,5,3.2,
,FALSE,Bis(7-methyloctyl) adipate,C24 H46 O4,Not the top hit,Full match,No results,-0.03,398.3396,399.34667,20.315,214341.224,1,64.1,47,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,58913.0315,,,,,,,123465.8738,,160253.7942,214341.224,,,,30019.14918,22428.61085,180920.4455,10274.45155,,,,,,,,,,,,,,8.2,,,,,,,3,,,,,,,,,,3.6,2,,,,0.5,2.2,4.1,0.5,,,,
,FALSE,Bisacodyl,C22 H19 N O4,No match,No results,Full match,3.76,361.13276,362.14004,12.348,539115.2408,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,212987.6936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9
,FALSE,Bisindolylmaleimide,C25 H24 N4 O2,No match,Invalid mass,Full match,-3.36,412.18854,413.19583,10.461,40709303.97,2,66.5,43.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,18040487.31,6832549.516,2674390.246,,,,,,,,,564399.0767,,,,74895.60138,,,,,16999274.56,1152733.338,52492.02989,78664.96667,9509835.964,14707922.04,18044654.84,29637863.07,40709303.97,38081526.39,7703151.951,9.5,10,8.9,,,,,,,,,8.3,,,,6.5,,,,,9.5,9.1,,,,,,,,,7.6,7.6,9.5,8.9,10,9.5,6.7,9.5,9.5,6.7,7.5,,8.9
,FALSE,Bisindolylmaleimide,C25 H24 N4 O2,No match,Invalid mass,Full match,-3.16,412.18863,413.19592,9.699,7338819.785,3,69.9,44.2,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,3557412.449,1483251.288,373168.9938,,,,,,,,,,,,,,,,,,4451890.794,,,,,4424889.634,4609460.175,7338819.785,,,1044515.287,3.5,2.6,7.7,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,5.1,7.8,8.9,,,5.3,,,2.8,2.3
,FALSE,Bisindolylmaleimide,C25 H24 N4 O2,No match,Invalid mass,Full match,-2.91,412.18873,413.196,20.233,46635.51891,2,61.3,42.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,35700.74982,46635.51891,,,,,29464.31637,,,,,,,,,,,,,,,,,,,,,,,,,8.2,0.5,,,,,,,,,,,,,7.6,,,,,,,,
