"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
9317,"Carbinoxamine","C16 H19 Cl N2 O",3.86,290.11971,291.12699,19.076,"kps_pharmaceuticals_oct22",352608.574719766,"kasane wwtp (main) surface water"
2485,"Carboprost | Tham","C21 H36 O5",-0.33,368.25615,369.26343,18.877,"kps_pharmaceuticals_oct22",3821518.74286559,"kasane wwtp (overflow) surface water"
7793,"Carmofur","C11 H16 F N3 O3",3.32,257.11842,258.12585,15.327,"kps_pharmaceuticals_oct22",834797.477205714,"maun wwtp (main) waste water"
1516,"Cediranib","C25 H27 F N4 O3",2.16,450.20769,451.21497,7.905,"kps_pharmaceuticals_oct22",873820.817190075,"palapye wwtp (eff) waste water"
1501,"Cediranib","C25 H27 F N4 O3",2.34,450.20777,451.21505,7.281,"kps_pharmaceuticals_oct22",1946589.88749855,"palapye wwtp surface water"
1501,"Cediranib","C25 H27 F N4 O3",2.34,450.20777,451.21505,7.281,"kps_pharmaceuticals_oct22",3157156.57252582,"francistown wwtp surface water"
881,"Cediranib","C25 H27 F N4 O3",2.23,450.20772,451.215,7.6,"kps_pharmaceuticals_oct22",9759812.76678937,"glen valley (reclamation) surface water"
1501,"Cediranib","C25 H27 F N4 O3",2.34,450.20777,451.21505,7.281,"kps_pharmaceuticals_oct22",5702175.57867983,"glen valley (recreational) surface water"
1204,"Celecoxib","C17 H14 F3 N3 O2 S",-0.16,381.07582,382.0831,17.128,"kps_pharmaceuticals_oct22",4717986.75673386,"palapye wwtp (eff) waste water"
1204,"Celecoxib","C17 H14 F3 N3 O2 S",-0.16,381.07582,382.0831,17.128,"kps_pharmaceuticals_oct22",6168680.69898065,"palapye wwtp surface water"
1204,"Celecoxib","C17 H14 F3 N3 O2 S",-0.16,381.07582,382.0831,17.128,"kps_pharmaceuticals_oct22",3039919.9474353,"francistown wwtp surface water"
1204,"Celecoxib","C17 H14 F3 N3 O2 S",-0.16,381.07582,382.0831,17.128,"kps_pharmaceuticals_oct22",1276191.27706285,"kasane wwtp (main) surface water"
1204,"Celecoxib","C17 H14 F3 N3 O2 S",-0.16,381.07582,382.0831,17.128,"kps_pharmaceuticals_oct22",1598387.22301864,"glen valley (reclamation) surface water"
1204,"Celecoxib","C17 H14 F3 N3 O2 S",-0.16,381.07582,382.0831,17.128,"kps_pharmaceuticals_oct22",417482.078761555,"glen valley (recreational) surface water"
884,"Censavudine","C12 H12 N2 O4",0.45,248.07982,249.0871,10.177,"kps_pharmaceuticals_oct22",3208854.11568316,"palapye wwtp (eff) waste water"
884,"Censavudine","C12 H12 N2 O4",0.45,248.07982,249.0871,10.177,"kps_pharmaceuticals_oct22",2594577.60422563,"palapye wwtp surface water"
884,"Censavudine","C12 H12 N2 O4",0.45,248.07982,249.0871,10.177,"kps_pharmaceuticals_oct22",9701923.17800362,"francistown wwtp surface water"
3792,"Censavudine","C12 H12 N2 O4",0.44,248.07982,249.08709,5.405,"kps_pharmaceuticals_oct22",2397049.13877669,"kasane wwtp (overflow) surface water"
3792,"Censavudine","C12 H12 N2 O4",0.44,248.07982,249.08709,5.405,"kps_pharmaceuticals_oct22",608708.833748459,"maun wwtp (main) waste water"
884,"Censavudine","C12 H12 N2 O4",0.45,248.07982,249.0871,10.177,"kps_pharmaceuticals_oct22",591233.533076917,"glen valley (recreational) surface water"
6346,"Cephalothin Group","C16 H18 N2 O6 S2",-0.01,398.06062,399.0679,9.247,"kps_pharmaceuticals_oct22",1287935.01610188,"francistown wwtp surface water"
7532,"Cerlapirdine","C22 H23 N3 O3 S",-2.45,409.14501,410.15229,12.589,"kps_pharmaceuticals_oct22",912261.117303516,"maun wwtp (main) waste water"
3259,"Cetirizine","C21 H25 Cl N2 O3",0.05,388.15539,389.16267,14.968,"kps_pharmaceuticals_oct22",2134409.71563784,"palapye wwtp (eff) waste water"
3259,"Cetirizine","C21 H25 Cl N2 O3",0.05,388.15539,389.16267,14.968,"kps_pharmaceuticals_oct22",2518595.10217992,"palapye wwtp surface water"
3259,"Cetirizine","C21 H25 Cl N2 O3",0.05,388.15539,389.16267,14.968,"kps_pharmaceuticals_oct22",747489.252284406,"francistown wwtp surface water"
8370,"Cetirizine","C21 H25 Cl N2 O3",-2.28,388.15449,389.16176,20.59,"kps_pharmaceuticals_oct22",656394.385295241,"kasane (main) surface water"
4518,"Cetirizine","C21 H25 Cl N2 O3",2.5,388.15634,389.16362,18.508,"kps_pharmaceuticals_oct22",2090829.39887995,"maun beach (after) surface water"
3259,"Cetirizine","C21 H25 Cl N2 O3",0.05,388.15539,389.16267,14.968,"kps_pharmaceuticals_oct22",2618055.066462,"glen valley (reclamation) surface water"
3259,"Cetirizine","C21 H25 Cl N2 O3",0.05,388.15539,389.16267,14.968,"kps_pharmaceuticals_oct22",2096482.98990762,"glen valley (recreational) surface water"
2597,"Chlorguanide","C11 H16 Cl N5",0.44,253.10953,254.11681,12.722,"kps_pharmaceuticals_oct22",3702392.25797187,"kasane wwtp (overflow) surface water"
2597,"Chlorguanide","C11 H16 Cl N5",0.44,253.10953,254.11681,12.722,"kps_pharmaceuticals_oct22",600867.108767221,"glen valley (reclamation) surface water"
2597,"Chlorguanide","C11 H16 Cl N5",0.44,253.10953,254.11681,12.722,"kps_pharmaceuticals_oct22",922875.792838638,"glen valley (recreational) surface water"
6478,"Chloroprocaine","C13 H19 Cl N2 O2",3.8,270.11453,271.12181,15.233,"kps_pharmaceuticals_oct22",1244116.1363806,"kasane (main) surface water"
4757,"Chlorotrianisene","C23 H21 Cl O3",-0.59,380.1177,381.12497,16.765,"kps_pharmaceuticals_oct22",1507361.44576213,"francistown wwtp surface water"
4757,"Chlorotrianisene","C23 H21 Cl O3",-0.59,380.1177,381.12497,16.765,"kps_pharmaceuticals_oct22",1955066.20560371,"kasane wwtp (overflow) surface water"
7995,"Chlorpheniramine","C16 H19 Cl N2",3.55,274.12465,275.13193,19.626,"kps_pharmaceuticals_oct22",768255.678575278,"lecheng spring surface water"
8837,"Chlorproguanil","C11 H15 Cl2 N5",0.37,287.07056,288.07783,13.764,"kps_pharmaceuticals_oct22",499370.424475046,"kasane wwtp (main) surface water"
691,"Cholesterol","C27 H46 O",0.3,386.35498,409.34422,22.747,"kps_pharmaceuticals_oct22",10698595.0616887,"kasane (recreational) surface water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",1527227.19233748,"lecheng stream surface water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",1631264.84747554,"lecheng spring surface water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",33372153.4854337,"palapye wwtp (eff) waste water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",32044868.7045976,"palapye wwtp surface water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",1779562.71662094,"lotsane dam surface water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",1936664.48798036,"kasane (recreational) surface water"
144,"Choline alfoscerate","C8 H21 N O6 P",-0.98,258.1104,281.09961,12.808,"kps_pharmaceuticals_oct22",1792777.42920167,"maun beach (before) surface water"
745,"Chromanol","C14 H20 O2",0.41,220.14642,221.1537,16.872,"kps_pharmaceuticals_oct22",2663709.71929211,"kasane wwtp (main) surface water"
9107,"Cianidanol","C15 H14 O6",3.91,290.08017,291.08745,7.052,"kps_pharmaceuticals_oct22",424842.558891007,"lecheng spring surface water"
674,"Cinitapride","C21 H30 N4 O4",-3.15,402.22544,425.21466,19.612,"kps_pharmaceuticals_oct22",8116613.46143134,"lecheng stream surface water"
674,"Cinitapride","C21 H30 N4 O4",-3.15,402.22544,425.21466,19.612,"kps_pharmaceuticals_oct22",12089676.6129005,"kasane (main) surface water"
674,"Cinitapride","C21 H30 N4 O4",-3.15,402.22544,425.21466,19.612,"kps_pharmaceuticals_oct22",7709394.77853721,"kasane (recreational) surface water"
674,"Cinitapride","C21 H30 N4 O4",-3.15,402.22544,425.21466,19.612,"kps_pharmaceuticals_oct22",9077374.05471107,"maun beach (before) surface water"
7103,"Cinolazepam","C18 H13 Cl F N3 O2",-4.68,357.06636,358.07364,12.129,"kps_pharmaceuticals_oct22",1037961.90827534,"francistown wwtp surface water"
8839,"Ciprofibrate","C13 H14 Cl2 O3",4.5,288.0333,289.04057,6.561,"kps_pharmaceuticals_oct22",491819.908854639,"lecheng stream surface water"
8184,"Cirazoline","C13 H16 N2 O",0.49,216.12637,217.13365,14.675,"kps_pharmaceuticals_oct22",612054.468718578,"kasane wwtp (overflow) surface water"
665,"Cisatracurium besylate","C18 H28 O2",0.28,276.20901,277.21626,20.611,"kps_pharmaceuticals_oct22",424133.048397108,"lecheng stream surface water"
665,"Cisatracurium besylate","C18 H28 O2",0.28,276.20901,277.21626,20.611,"kps_pharmaceuticals_oct22",12263434.1781161,"lecheng spring surface water"
1631,"Cisatracurium besylate","C18 H28 O2",0.18,276.20898,277.21625,19.029,"kps_pharmaceuticals_oct22",3410787.86166744,"palapye wwtp (eff) waste water"
665,"Cisatracurium besylate","C18 H28 O2",0.28,276.20901,277.21626,20.611,"kps_pharmaceuticals_oct22",933868.924902436,"palapye wwtp surface water"
665,"Cisatracurium besylate","C18 H28 O2",0.28,276.20901,277.21626,20.611,"kps_pharmaceuticals_oct22",4890488.31902923,"lotsane dam surface water"
2684,"Cisatracurium besylate","C18 H28 O2",0.15,276.20897,277.21625,20.514,"kps_pharmaceuticals_oct22",3589964.9425869,"kasane wwtp (overflow) surface water"
665,"Cisatracurium besylate","C18 H28 O2",0.28,276.20901,277.21626,20.611,"kps_pharmaceuticals_oct22",637200.076431017,"kasane (recreational) surface water"
665,"Cisatracurium besylate","C18 H28 O2",0.28,276.20901,277.21626,20.611,"kps_pharmaceuticals_oct22",3025315.91812911,"maun wwtp (main) waste water"
1631,"Cisatracurium besylate","C18 H28 O2",0.18,276.20898,277.21625,19.029,"kps_pharmaceuticals_oct22",4240865.98572683,"glen valley (recreational) surface water"
6428,"Clevudine","C10 H13 F N2 O5",-3.82,260.07986,261.08713,11.738,"kps_pharmaceuticals_oct22",1112296.24700417,"kasane wwtp (main) surface water"
6428,"Clevudine","C10 H13 F N2 O5",-3.82,260.07986,261.08713,11.738,"kps_pharmaceuticals_oct22",1046870.21366052,"glen valley (recreational) surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",1616478.57871112,"lecheng stream surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",891853.833406781,"lecheng spring surface water"
2351,"Clidinium","C22 H26 N O3",3.96,352.19266,353.19994,22.417,"kps_pharmaceuticals_oct22",2388819.65898574,"palapye wwtp (eff) waste water"
2351,"Clidinium","C22 H26 N O3",3.96,352.19266,353.19994,22.417,"kps_pharmaceuticals_oct22",4077532.15277831,"palapye wwtp surface water"
2351,"Clidinium","C22 H26 N O3",3.96,352.19266,353.19994,22.417,"kps_pharmaceuticals_oct22",1035331.90804457,"francistown wwtp surface water"
2351,"Clidinium","C22 H26 N O3",3.96,352.19266,353.19994,22.417,"kps_pharmaceuticals_oct22",441301.148435865,"kasane wwtp (main) surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",1705606.2716904,"kasane (main) surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",2149453.40831352,"kasane (recreational) surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",2167792.40524537,"maun beach (before) surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",1201720.03481628,"maun beach (after) surface water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",1002638.17162179,"maun wwtp (main) waste water"
3712,"Clidinium","C22 H26 N O3",3.89,352.19264,353.19991,18.814,"kps_pharmaceuticals_oct22",1208081.25102821,"glen valley (reclamation) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",2044088.13101061,"lecheng stream surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",43186219.1575683,"lecheng spring surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",646787.431646736,"palapye wwtp (eff) waste water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",1700944.71931463,"palapye wwtp surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",21605502.3550666,"lotsane dam surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",3721326.12528079,"francistown wwtp surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",3285027.29545543,"kasane wwtp (main) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",377718.937671392,"kasane wwtp (overflow) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",466400.139967246,"kasane (main) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",4108007.74764557,"kasane (recreational) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",820919.191008479,"maun beach (before) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",2694899.36500162,"maun beach (after) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",13118212.2181462,"maun wwtp (main) waste water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",1327379.33123365,"glen valley (reclamation) surface water"
136,"Clomipramine","C19 H23 Cl N2",3.22,314.15599,315.16326,20.612,"kps_pharmaceuticals_oct22",2720221.51497743,"glen valley (recreational) surface water"
7116,"Clomol | Bimoclomol","C14 H20 Cl N3 O2",1.15,297.12475,320.11395,5.907,"kps_pharmaceuticals_oct22",906798.369340155,"lecheng stream surface water"
4046,"Clonixin","C13 H11 Cl N2 O2",0.29,262.05098,263.05826,12.659,"kps_pharmaceuticals_oct22",1581848.78546599,"francistown wwtp surface water"
7627,"Codeine methylbromide","C19 H24 N O3",4.75,314.17711,315.18439,20.52,"kps_pharmaceuticals_oct22",226941.865240409,"lecheng spring surface water"
7627,"Codeine methylbromide","C19 H24 N O3",4.75,314.17711,315.18439,20.52,"kps_pharmaceuticals_oct22",550109.498305455,"palapye wwtp (eff) waste water"
7627,"Codeine methylbromide","C19 H24 N O3",4.75,314.17711,315.18439,20.52,"kps_pharmaceuticals_oct22",670448.373137344,"palapye wwtp surface water"
7627,"Codeine methylbromide","C19 H24 N O3",4.75,314.17711,315.18439,20.52,"kps_pharmaceuticals_oct22",391411.532508624,"maun beach (before) surface water"
7627,"Codeine methylbromide","C19 H24 N O3",4.75,314.17711,315.18439,20.52,"kps_pharmaceuticals_oct22",607754.114809953,"glen valley (recreational) surface water"
547,"Coenzyme Q2","C19 H26 O4",0.37,318.18323,319.19052,11.963,"kps_pharmaceuticals_oct22",1479274.29055811,"palapye wwtp (eff) waste water"
547,"Coenzyme Q2","C19 H26 O4",0.37,318.18323,319.19052,11.963,"kps_pharmaceuticals_oct22",1598399.2032661,"palapye wwtp surface water"
5155,"Coenzyme Q2","C19 H26 O4",-0.35,318.183,319.19027,16.79,"kps_pharmaceuticals_oct22",271638.422149755,"kasane (main) surface water"
577,"Coenzyme Q2","C19 H26 O4",-0.21,318.18304,319.19031,16.943,"kps_pharmaceuticals_oct22",2536774.10681523,"glen valley (recreational) surface water"
7453,"Conivaptan","C32 H26 N4 O2",4.33,498.20773,499.21501,15.694,"kps_pharmaceuticals_oct22",765237.134759359,"palapye wwtp surface water"
1886,"Cositecan","C25 H28 N2 O4 Si",4.54,448.18387,449.19115,13.772,"kps_pharmaceuticals_oct22",527711.229973673,"maun wwtp (main) waste water"
1886,"Cositecan","C25 H28 N2 O4 Si",4.54,448.18387,449.19115,13.772,"kps_pharmaceuticals_oct22",747291.186713081,"glen valley (recreational) surface water"
5191,"Crotamiton","C13 H17 N O",0.02,203.13102,204.1383,5.698,"kps_pharmaceuticals_oct22",1738930.58456745,"kasane (main) surface water"
3822,"Crotamiton","C13 H17 N O",0.1,203.13104,204.13831,7.469,"kps_pharmaceuticals_oct22",2318937.22545615,"glen valley (reclamation) surface water"
3822,"Crotamiton","C13 H17 N O",0.1,203.13104,204.13831,7.469,"kps_pharmaceuticals_oct22",1901772.0849492,"glen valley (recreational) surface water"
679,"Cyclandelate","C17 H24 O3",0.25,276.17261,277.17987,16.715,"kps_pharmaceuticals_oct22",1095202.12014703,"lecheng stream surface water"
679,"Cyclandelate","C17 H24 O3",0.25,276.17261,277.17987,16.715,"kps_pharmaceuticals_oct22",1517955.34244418,"lecheng spring surface water"
679,"Cyclandelate","C17 H24 O3",0.25,276.17261,277.17987,16.715,"kps_pharmaceuticals_oct22",9339196.88838607,"palapye wwtp (eff) waste water"
679,"Cyclandelate","C17 H24 O3",0.25,276.17261,277.17987,16.715,"kps_pharmaceuticals_oct22",11937243.5648149,"palapye wwtp surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",3089162.82994815,"lotsane dam surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",11371749.3967026,"francistown wwtp surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",38624122.0618217,"kasane wwtp (main) surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",52529466.8251188,"kasane (main) surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",37195327.1620027,"kasane (recreational) surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",8833382.93953628,"maun beach (before) surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",29713571.6875045,"maun beach (after) surface water"
679,"Cyclandelate","C17 H24 O3",0.25,276.17261,277.17987,16.715,"kps_pharmaceuticals_oct22",8528124.78240589,"maun wwtp (main) waste water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",7236061.10746884,"glen valley (reclamation) surface water"
97,"Cyclandelate","C17 H24 O3",0.36,276.17264,299.16187,17.666,"kps_pharmaceuticals_oct22",5626211.11288003,"glen valley (recreational) surface water"
3385,"Cyclobarbital","C12 H16 N2 O3",0.5,236.11621,237.12349,5.316,"kps_pharmaceuticals_oct22",1544713.77856151,"kasane wwtp (overflow) surface water"
6040,"Cyclobarbital","C12 H16 N2 O3",0.6,236.11623,237.12349,7.766,"kps_pharmaceuticals_oct22",1060501.58827455,"maun wwtp (main) waste water"
1185,"Cyclohexanepropionic acid","C9 H16 O2",0.39,156.11509,157.12237,16.749,"kps_pharmaceuticals_oct22",4485053.68180404,"francistown wwtp surface water"
1185,"Cyclohexanepropionic acid","C9 H16 O2",0.39,156.11509,157.12237,16.749,"kps_pharmaceuticals_oct22",4685280.60332951,"kasane wwtp (overflow) surface water"
1185,"Cyclohexanepropionic acid","C9 H16 O2",0.39,156.11509,157.12237,16.749,"kps_pharmaceuticals_oct22",7517606.09026356,"glen valley (reclamation) surface water"
6037,"Cyclohexanone","C6 H10 O",-0.5,98.07312,116.10714,1.211,"kps_pharmaceuticals_oct22",1093861.35030556,"palapye wwtp surface water"
2043,"Cyclohexyl-norstatine","C13 H25 N O3",0.33,243.18352,266.17274,15.782,"kps_pharmaceuticals_oct22",4656647.62593925,"lotsane dam surface water"
2583,"Cyclohexyl-norstatine","C13 H25 N O3",0.47,243.18356,266.17278,22.18,"kps_pharmaceuticals_oct22",2772643.0742849,"maun wwtp (main) waste water"
2583,"Cyclohexyl-norstatine","C13 H25 N O3",0.47,243.18356,266.17278,22.18,"kps_pharmaceuticals_oct22",3586156.33326686,"glen valley (recreational) surface water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",1696376.31916451,"palapye wwtp (eff) waste water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",1266016.63470011,"palapye wwtp surface water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",1075717.90840139,"kasane wwtp (main) surface water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",2975497.33268785,"kasane (main) surface water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",1963383.95699646,"kasane (recreational) surface water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",2843944.49256524,"maun beach (before) surface water"
3120,"Cyproterone acetate","C24 H29 Cl O4",-0.87,416.17508,417.18235,6.456,"kps_pharmaceuticals_oct22",1194174.45397491,"glen valley (recreational) surface water"
1411,"D-(+)-proline","C5 H9 N O2",1.43,115.06349,116.07077,7.162,"kps_pharmaceuticals_oct22",249130.190558429,"lecheng stream surface water"
1411,"D-(+)-proline","C5 H9 N O2",1.43,115.06349,116.07077,7.162,"kps_pharmaceuticals_oct22",565275.0728353,"lotsane dam surface water"
1411,"D-(+)-proline","C5 H9 N O2",1.43,115.06349,116.07077,7.162,"kps_pharmaceuticals_oct22",6330106.74024237,"kasane (main) surface water"
1411,"D-(+)-proline","C5 H9 N O2",1.43,115.06349,116.07077,7.162,"kps_pharmaceuticals_oct22",553040.410132886,"kasane (recreational) surface water"
1411,"D-(+)-proline","C5 H9 N O2",1.43,115.06349,116.07077,7.162,"kps_pharmaceuticals_oct22",5007599.36209722,"maun beach (after) surface water"
7085,"D-(-)-Mandelic acid","C8 H8 O3",0.39,152.0474,153.05469,11.181,"kps_pharmaceuticals_oct22",859822.694270327,"lecheng stream surface water"
4750,"D-Camphor","C10 H16 O",0.38,152.12017,153.12745,16.639,"kps_pharmaceuticals_oct22",1207310.63000567,"francistown wwtp surface water"
2179,"D-Camphor","C10 H16 O",0.2,152.12015,153.12746,21.061,"kps_pharmaceuticals_oct22",4394376.55863414,"kasane wwtp (overflow) surface water"
4750,"D-Camphor","C10 H16 O",0.38,152.12017,153.12745,16.639,"kps_pharmaceuticals_oct22",904078.34079476,"kasane (main) surface water"
4750,"D-Camphor","C10 H16 O",0.38,152.12017,153.12745,16.639,"kps_pharmaceuticals_oct22",1905254.74468998,"maun beach (before) surface water"
1278,"Dabigatran etexilate","C34 H41 N7 O5",-2.15,627.31557,628.32284,13.964,"kps_pharmaceuticals_oct22",5438589.80182849,"palapye wwtp (eff) waste water"
1278,"Dabigatran etexilate","C34 H41 N7 O5",-2.15,627.31557,628.32284,13.964,"kps_pharmaceuticals_oct22",2493661.31396914,"kasane wwtp (main) surface water"
1278,"Dabigatran etexilate","C34 H41 N7 O5",-2.15,627.31557,628.32284,13.964,"kps_pharmaceuticals_oct22",3870025.23172105,"maun wwtp (main) waste water"
5605,"Danegaptide","C14 H17 N3 O4",0.77,291.12213,292.12941,8.366,"kps_pharmaceuticals_oct22",675625.950686709,"glen valley (recreational) surface water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",14788612.8482602,"palapye wwtp (eff) waste water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",9440396.66220306,"palapye wwtp surface water"
2102,"Debrisoquin","C10 H13 N3",1.3,175.11117,176.11845,6.465,"kps_pharmaceuticals_oct22",1175743.02928276,"francistown wwtp surface water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",2564486.74216925,"kasane wwtp (overflow) surface water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",2565088.88176518,"kasane (main) surface water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",1817739.3030115,"kasane (recreational) surface water"
2102,"Debrisoquin","C10 H13 N3",1.3,175.11117,176.11845,6.465,"kps_pharmaceuticals_oct22",1305164.29479523,"maun beach (before) surface water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",1668615.86087959,"maun beach (after) surface water"
515,"Debrisoquin","C10 H13 N3",0.34,175.11101,176.1183,4.993,"kps_pharmaceuticals_oct22",3979676.05030749,"glen valley (recreational) surface water"
3279,"Decanedioic acid","C10 H18 O4",0.37,202.12058,225.10982,14.392,"kps_pharmaceuticals_oct22",2512030.16002066,"lecheng stream surface water"
3279,"Decanedioic acid","C10 H18 O4",0.37,202.12058,225.10982,14.392,"kps_pharmaceuticals_oct22",943299.603647958,"lotsane dam surface water"
3279,"Decanedioic acid","C10 H18 O4",0.37,202.12058,225.10982,14.392,"kps_pharmaceuticals_oct22",2497688.80741893,"kasane (recreational) surface water"
61,"Decylubiquinone","C19 H30 O4",-0.08,322.21438,345.2036,19.929,"kps_pharmaceuticals_oct22",23701616.081746,"palapye wwtp surface water"
48,"Decylubiquinone","C19 H30 O4",-0.04,322.2144,345.20361,20.046,"kps_pharmaceuticals_oct22",43527595.689717,"francistown wwtp surface water"
61,"Decylubiquinone","C19 H30 O4",-0.08,322.21438,345.2036,19.929,"kps_pharmaceuticals_oct22",64292321.7751087,"maun wwtp (main) waste water"
48,"Decylubiquinone","C19 H30 O4",-0.04,322.2144,345.20361,20.046,"kps_pharmaceuticals_oct22",52578562.2832519,"glen valley (recreational) surface water"
6929,"Deferiprone","C7 H9 N O2",0.63,139.06342,140.0707,1.28,"kps_pharmaceuticals_oct22",457269.20691817,"kasane (recreational) surface water"
2397,"Deferoxamine","C25 H48 N6 O8",0.17,560.35346,561.36073,17.406,"kps_pharmaceuticals_oct22",2567168.73831741,"palapye wwtp (eff) waste water"
4195,"Deflazacort","C25 H31 N O6",0.07,441.21517,442.22244,16.797,"kps_pharmaceuticals_oct22",2259353.44288115,"glen valley (recreational) surface water"
3016,"Desogestrel","C22 H30 O",0.61,310.22985,311.23713,22.574,"kps_pharmaceuticals_oct22",3165927.33063172,"francistown wwtp surface water"
