"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
5647,"Anthranilic acid","C7 H7 N O2",0.7,137.04777,138.05505,7.319,"kps_psychoactive_substances_v2",405838.551897755,"maun beach (after) surface water"
4086,"Barbital","C8 H12 N2 O3",0.2,184.08483,207.07403,4.807,"kps_psychoactive_substances_v2",1318443.38936378,"palapye wwtp (eff) waste water"
4086,"Barbital","C8 H12 N2 O3",0.2,184.08483,207.07403,4.807,"kps_psychoactive_substances_v2",1426194.08862702,"palapye wwtp surface water"
4086,"Barbital","C8 H12 N2 O3",0.2,184.08483,207.07403,4.807,"kps_psychoactive_substances_v2",1475640.20699592,"francistown wwtp surface water"
4086,"Barbital","C8 H12 N2 O3",0.2,184.08483,207.07403,4.807,"kps_psychoactive_substances_v2",1007494.06981057,"kasane wwtp (main) surface water"
4086,"Barbital","C8 H12 N2 O3",0.2,184.08483,207.07403,4.807,"kps_psychoactive_substances_v2",2324543.24374809,"glen valley (reclamation) surface water"
4086,"Barbital","C8 H12 N2 O3",0.2,184.08483,207.07403,4.807,"kps_psychoactive_substances_v2",1638261.13729784,"glen valley (recreational) surface water"
26,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.17,181.11031,182.1176,9.073,"kps_psychoactive_substances_v2",4228616.09620126,"palapye wwtp (eff) waste water"
26,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.17,181.11031,182.1176,9.073,"kps_psychoactive_substances_v2",5275828.53966499,"palapye wwtp surface water"
2019,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",-1.45,181.11002,182.11762,6.868,"kps_psychoactive_substances_v2",910433.686129984,"kasane wwtp (overflow) surface water"
2019,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",-1.45,181.11002,182.11762,6.868,"kps_psychoactive_substances_v2",1119482.52813998,"kasane (recreational) surface water"
2019,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",-1.45,181.11002,182.11762,6.868,"kps_psychoactive_substances_v2",1111633.28065052,"maun beach (after) surface water"
26,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.17,181.11031,182.1176,9.073,"kps_psychoactive_substances_v2",113456896.304129,"maun wwtp (main) waste water"
26,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.17,181.11031,182.1176,9.073,"kps_psychoactive_substances_v2",623089.467719533,"glen valley (reclamation) surface water"
26,"Benzeneethanamine, 3,4-dimethoxy-","C10 H15 N O2",0.17,181.11031,182.1176,9.073,"kps_psychoactive_substances_v2",17699378.1363177,"glen valley (recreational) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",2174001.55359793,"lecheng stream surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",3782417.95738195,"lecheng spring surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",3177492.07093566,"palapye wwtp (eff) waste water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",3359846.10795372,"palapye wwtp surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",3392767.61813644,"lotsane dam surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",7513266.77955145,"francistown wwtp surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",3028524.79570756,"kasane wwtp (overflow) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",6806359.18605519,"kasane (main) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",5396514.37357712,"kasane (recreational) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",1533501.71879774,"maun beach (before) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",7555597.52326904,"maun beach (after) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",5747685.09410779,"maun wwtp (main) waste water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",4988708.89067666,"glen valley (reclamation) surface water"
1175,"Benzenemethanol, .alpha.-[(1R)-1-aminoethyl]-, (.alpha.R)-rel-","C9 H13 N O",0.55,151.0998,152.10707,3.995,"kps_psychoactive_substances_v2",3197384.98876127,"glen valley (recreational) surface water"
2078,"Benzydamine","C19 H23 N3 O",0.57,309.18429,310.19156,16.92,"kps_psychoactive_substances_v2",2900220.24682564,"palapye wwtp (eff) waste water"
2078,"Benzydamine","C19 H23 N3 O",0.57,309.18429,310.19156,16.92,"kps_psychoactive_substances_v2",4579301.29406385,"palapye wwtp surface water"
2078,"Benzydamine","C19 H23 N3 O",0.57,309.18429,310.19156,16.92,"kps_psychoactive_substances_v2",1616479.10314951,"francistown wwtp surface water"
2321,"Benzydamine","C19 H23 N3 O",0.41,309.18424,310.19151,19.157,"kps_psychoactive_substances_v2",652105.453487279,"glen valley (reclamation) surface water"
7823,"Boldenone undecylenate","C30 H44 O3",-4.94,452.32681,453.33409,22.357,"kps_psychoactive_substances_v2",810376.183343055,"palapye wwtp surface water"
5774,"Bufotenine","C12 H16 N2 O",0.1,204.12628,205.13356,4.708,"kps_psychoactive_substances_v2",1448102.89453646,"glen valley (reclamation) surface water"
2286,"Buphedrone","C11 H15 N O",0.53,177.11546,178.12274,13.12,"kps_psychoactive_substances_v2",3024251.83488265,"francistown wwtp surface water"
2286,"Buphedrone","C11 H15 N O",0.53,177.11546,178.12274,13.12,"kps_psychoactive_substances_v2",499182.519165726,"kasane wwtp (overflow) surface water"
3523,"Buphedrone","C11 H15 N O",0.26,177.11541,178.12269,5.129,"kps_psychoactive_substances_v2",2031618.90985666,"kasane (main) surface water"
1421,"Buphedrone","C11 H15 N O",0.4,177.11543,178.12271,10.468,"kps_psychoactive_substances_v2",2440710.25260483,"maun wwtp (main) waste water"
1421,"Buphedrone","C11 H15 N O",0.4,177.11543,178.12271,10.468,"kps_psychoactive_substances_v2",1343253.42994859,"glen valley (recreational) surface water"
5734,"Buprenorphine","C29 H41 N O4",-4.91,467.30126,468.30852,20.837,"kps_psychoactive_substances_v2",1352176.33925067,"palapye wwtp (eff) waste water"
6196,"Butalbital","C11 H16 N2 O3",0.41,224.11618,225.12346,4.973,"kps_psychoactive_substances_v2",1343832.82949908,"kasane wwtp (overflow) surface water"
8144,"Butalbital","C11 H16 N2 O3",0.38,224.11618,225.12346,7.43,"kps_psychoactive_substances_v2",719766.18537707,"maun beach (after) surface water"
5630,"Cannabichromene","C21 H30 O2",-0.66,314.22437,315.23165,20.557,"kps_psychoactive_substances_v2",185978.298022622,"kasane (main) surface water"
3011,"Cannabicoumaronone","C21 H28 O3",-0.15,328.2038,329.21104,19.683,"kps_psychoactive_substances_v2",579076.123766373,"palapye wwtp (eff) waste water"
3011,"Cannabicoumaronone","C21 H28 O3",-0.15,328.2038,329.21104,19.683,"kps_psychoactive_substances_v2",3002614.54354253,"palapye wwtp surface water"
3011,"Cannabicoumaronone","C21 H28 O3",-0.15,328.2038,329.21104,19.683,"kps_psychoactive_substances_v2",983702.154043602,"kasane wwtp (main) surface water"
3011,"Cannabicoumaronone","C21 H28 O3",-0.15,328.2038,329.21104,19.683,"kps_psychoactive_substances_v2",600254.670951144,"maun beach (before) surface water"
7969,"Cannabicoumaronone","C21 H28 O3",0.6,328.20404,329.21132,13.61,"kps_psychoactive_substances_v2",775860.430417713,"glen valley (reclamation) surface water"
7276,"Cannabidiolic acid","C22 H30 O4",0.15,358.21446,359.22174,21.756,"kps_psychoactive_substances_v2",220336.408522941,"francistown wwtp surface water"
6925,"Cannabidiolic acid","C22 H30 O4",4.46,358.21601,359.22328,7.098,"kps_psychoactive_substances_v2",491601.671846716,"kasane wwtp (overflow) surface water"
8597,"Cannabidiolic acid","C22 H30 O4",4.56,358.21604,359.22331,6.799,"kps_psychoactive_substances_v2",209436.447607921,"kasane (recreational) surface water"
7276,"Cannabidiolic acid","C22 H30 O4",0.15,358.21446,359.22174,21.756,"kps_psychoactive_substances_v2",987386.648806094,"glen valley (reclamation) surface water"
7276,"Cannabidiolic acid","C22 H30 O4",0.15,358.21446,359.22174,21.756,"kps_psychoactive_substances_v2",166270.049750541,"glen valley (recreational) surface water"
119,"Cannabigerol","C21 H32 O2",-0.06,316.24021,339.22941,22.064,"kps_psychoactive_substances_v2",5189124.58635801,"lecheng spring surface water"
119,"Cannabigerol","C21 H32 O2",-0.06,316.24021,339.22941,22.064,"kps_psychoactive_substances_v2",1750541.17198538,"lotsane dam surface water"
119,"Cannabigerol","C21 H32 O2",-0.06,316.24021,339.22941,22.064,"kps_psychoactive_substances_v2",47323004.7631744,"francistown wwtp surface water"
119,"Cannabigerol","C21 H32 O2",-0.06,316.24021,339.22941,22.064,"kps_psychoactive_substances_v2",7280053.03877526,"kasane wwtp (main) surface water"
119,"Cannabigerol","C21 H32 O2",-0.06,316.24021,339.22941,22.064,"kps_psychoactive_substances_v2",3082143.33065998,"maun beach (after) surface water"
4236,"Cannabinodiol (CBND)","C21 H26 O2",3.41,310.19434,311.20164,19.23,"kps_psychoactive_substances_v2",2232056.82358626,"palapye wwtp (eff) waste water"
4632,"Cannabinol monomethyl ether","C22 H28 O2",0.38,324.20905,325.21633,16.589,"kps_psychoactive_substances_v2",2033956.68792085,"francistown wwtp surface water"
3023,"Clostebol acetate","C21 H29 Cl O3",3.85,364.18193,365.18921,15.264,"kps_psychoactive_substances_v2",2966794.59620102,"palapye wwtp (eff) waste water"
3023,"Clostebol acetate","C21 H29 Cl O3",3.85,364.18193,365.18921,15.264,"kps_psychoactive_substances_v2",2579159.99825131,"palapye wwtp surface water"
196,"Codeine","C18 H21 N O3",0.52,299.1523,300.15958,6.123,"kps_psychoactive_substances_v2",2629555.07466249,"palapye wwtp (eff) waste water"
196,"Codeine","C18 H21 N O3",0.52,299.1523,300.15958,6.123,"kps_psychoactive_substances_v2",3714237.41261013,"palapye wwtp surface water"
3674,"Codeine","C18 H21 N O3",0.57,299.15231,300.15959,15.3,"kps_psychoactive_substances_v2",401157.837814584,"lotsane dam surface water"
196,"Codeine","C18 H21 N O3",0.52,299.1523,300.15958,6.123,"kps_psychoactive_substances_v2",30362797.2080901,"francistown wwtp surface water"
1253,"Codeine","C18 H21 N O3",0.47,299.15228,300.15956,11.971,"kps_psychoactive_substances_v2",2218772.59095182,"kasane wwtp (main) surface water"
783,"Codeine","C18 H21 N O3",0.58,299.15232,300.15959,9.965,"kps_psychoactive_substances_v2",2195718.88622215,"maun wwtp (main) waste water"
196,"Codeine","C18 H21 N O3",0.52,299.1523,300.15958,6.123,"kps_psychoactive_substances_v2",5547277.55092512,"glen valley (reclamation) surface water"
783,"Codeine","C18 H21 N O3",0.58,299.15232,300.15959,9.965,"kps_psychoactive_substances_v2",4343167.03359999,"glen valley (recreational) surface water"
8351,"DM 235","C14 H18 N2 O2",0.66,246.13699,247.14427,11.866,"kps_psychoactive_substances_v2",230121.51793436,"lecheng stream surface water"
401,"DM 235","C14 H18 N2 O2",0.49,246.13695,247.14423,10.88,"kps_psychoactive_substances_v2",2763819.06533499,"palapye wwtp (eff) waste water"
401,"DM 235","C14 H18 N2 O2",0.49,246.13695,247.14423,10.88,"kps_psychoactive_substances_v2",4297366.54854633,"palapye wwtp surface water"
401,"DM 235","C14 H18 N2 O2",0.49,246.13695,247.14423,10.88,"kps_psychoactive_substances_v2",17563382.479873,"francistown wwtp surface water"
3959,"DM 235","C14 H18 N2 O2",0.42,246.13693,247.14421,8.411,"kps_psychoactive_substances_v2",555725.230793469,"kasane wwtp (main) surface water"
401,"DM 235","C14 H18 N2 O2",0.49,246.13695,247.14423,10.88,"kps_psychoactive_substances_v2",685650.786169286,"kasane wwtp (overflow) surface water"
677,"DM 235","C14 H18 N2 O2",0.47,246.13694,247.14422,8.121,"kps_psychoactive_substances_v2",411690.947001188,"kasane (recreational) surface water"
677,"DM 235","C14 H18 N2 O2",0.47,246.13694,247.14422,8.121,"kps_psychoactive_substances_v2",874424.554785775,"maun beach (after) surface water"
677,"DM 235","C14 H18 N2 O2",0.47,246.13694,247.14422,8.121,"kps_psychoactive_substances_v2",1970301.25147072,"maun wwtp (main) waste water"
677,"DM 235","C14 H18 N2 O2",0.47,246.13694,247.14422,8.121,"kps_psychoactive_substances_v2",2919133.88259519,"glen valley (reclamation) surface water"
401,"DM 235","C14 H18 N2 O2",0.49,246.13695,247.14423,10.88,"kps_psychoactive_substances_v2",1392388.39199101,"glen valley (recreational) surface water"
461,"Desoxymethyltestosterone","C20 H32 O",0.71,288.24552,289.2528,20.632,"kps_psychoactive_substances_v2",11256851.4120627,"palapye wwtp (eff) waste water"
461,"Desoxymethyltestosterone","C20 H32 O",0.71,288.24552,289.2528,20.632,"kps_psychoactive_substances_v2",16093394.5256586,"palapye wwtp surface water"
461,"Desoxymethyltestosterone","C20 H32 O",0.71,288.24552,289.2528,20.632,"kps_psychoactive_substances_v2",4688302.52322161,"kasane wwtp (main) surface water"
4034,"Dextromethorphan","C18 H25 N O",0.46,271.19374,272.20101,17.6,"kps_psychoactive_substances_v2",2350859.92330239,"palapye wwtp (eff) waste water"
5048,"Diethylpropion","C13 H19 N O",0.01,205.14667,206.15394,7.923,"kps_psychoactive_substances_v2",394855.595756912,"lecheng spring surface water"
7162,"Difenoxin","C28 H28 N2 O2",-0.26,424.21497,425.22224,12.508,"kps_psychoactive_substances_v2",662751.258713382,"palapye wwtp (eff) waste water"
7162,"Difenoxin","C28 H28 N2 O2",-0.26,424.21497,425.22224,12.508,"kps_psychoactive_substances_v2",1023637.71720928,"palapye wwtp surface water"
7162,"Difenoxin","C28 H28 N2 O2",-0.26,424.21497,425.22224,12.508,"kps_psychoactive_substances_v2",284312.016897733,"kasane (recreational) surface water"
1791,"Dihydrocodeine","C18 H23 N O3",0.5,301.16794,302.17522,13.68,"kps_psychoactive_substances_v2",1856949.57278707,"palapye wwtp (eff) waste water"
1791,"Dihydrocodeine","C18 H23 N O3",0.5,301.16794,302.17522,13.68,"kps_psychoactive_substances_v2",1798315.27743655,"palapye wwtp surface water"
1791,"Dihydrocodeine","C18 H23 N O3",0.5,301.16794,302.17522,13.68,"kps_psychoactive_substances_v2",5192320.85536991,"francistown wwtp surface water"
1791,"Dihydrocodeine","C18 H23 N O3",0.5,301.16794,302.17522,13.68,"kps_psychoactive_substances_v2",2392802.03291795,"glen valley (reclamation) surface water"
4792,"Dihydrocodeine","C18 H23 N O3",0.4,301.16791,302.17519,9.894,"kps_psychoactive_substances_v2",1028727.23800726,"glen valley (recreational) surface water"
4396,"Dihydromorphine","C17 H21 N O3",0.62,287.15232,288.1596,7.12,"kps_psychoactive_substances_v2",1561384.3445962,"kasane wwtp (overflow) surface water"
2035,"Dromostanolone","C20 H32 O2",0.38,304.24035,305.24765,21.565,"kps_psychoactive_substances_v2",553697.481046259,"lecheng spring surface water"
2035,"Dromostanolone","C20 H32 O2",0.38,304.24035,305.24765,21.565,"kps_psychoactive_substances_v2",272016.098139149,"lotsane dam surface water"
2035,"Dromostanolone","C20 H32 O2",0.38,304.24035,305.24765,21.565,"kps_psychoactive_substances_v2",2160708.31044119,"francistown wwtp surface water"
6655,"Dromostanolone","C20 H32 O2",0.3,304.24032,305.2476,21.323,"kps_psychoactive_substances_v2",441854.047849683,"kasane (recreational) surface water"
505,"Dromostanolone","C20 H32 O2",0.48,304.24037,305.24765,19.963,"kps_psychoactive_substances_v2",287298.272893676,"maun beach (before) surface water"
505,"Dromostanolone","C20 H32 O2",0.48,304.24037,305.24765,19.963,"kps_psychoactive_substances_v2",15043835.3434113,"maun beach (after) surface water"
505,"Dromostanolone","C20 H32 O2",0.48,304.24037,305.24765,19.963,"kps_psychoactive_substances_v2",3235061.859127,"maun wwtp (main) waste water"
9047,"ETORPHINE","C25 H33 N O4",0.27,411.24107,412.24834,18.355,"kps_psychoactive_substances_v2",442137.266763863,"lotsane dam surface water"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"kps_psychoactive_substances_v2",4015637.43697182,"palapye wwtp (eff) waste water"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"kps_psychoactive_substances_v2",4664007.9003707,"palapye wwtp surface water"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"kps_psychoactive_substances_v2",3771602.09151472,"francistown wwtp surface water"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"kps_psychoactive_substances_v2",9982389.2001182,"kasane wwtp (main) surface water"
4734,"Embutramide","C17 H27 N O3",0.38,293.1992,294.20648,6.684,"kps_psychoactive_substances_v2",1966531.21237023,"kasane wwtp (overflow) surface water"
3562,"Embutramide","C17 H27 N O3",0.4,293.19921,294.20649,7.738,"kps_psychoactive_substances_v2",793081.74613663,"maun beach (before) surface water"
3562,"Embutramide","C17 H27 N O3",0.4,293.19921,294.20649,7.738,"kps_psychoactive_substances_v2",2473095.05819622,"maun beach (after) surface water"
1539,"Embutramide","C17 H27 N O3",0.51,293.19924,294.20652,14.543,"kps_psychoactive_substances_v2",4180685.56722427,"maun wwtp (main) waste water"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"kps_psychoactive_substances_v2",3189888.84751832,"glen valley (reclamation) surface water"
681,"Embutramide","C17 H27 N O3",0.49,293.19924,294.20651,14.297,"kps_psychoactive_substances_v2",4712554.05195639,"glen valley (recreational) surface water"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"kps_psychoactive_substances_v2",168807.315880914,"lecheng stream surface water"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"kps_psychoactive_substances_v2",506704.933352552,"palapye wwtp (eff) waste water"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"kps_psychoactive_substances_v2",992526.278433738,"palapye wwtp surface water"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"kps_psychoactive_substances_v2",431371.120752174,"maun wwtp (main) waste water"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"kps_psychoactive_substances_v2",810666.169119966,"glen valley (reclamation) surface water"
4184,"Ergocristine","C35 H39 N5 O5",-0.17,609.29502,610.30229,18.384,"kps_psychoactive_substances_v2",2267631.24971289,"glen valley (recreational) surface water"
2744,"Ethinamate","C9 H13 N O2",0.14,167.09465,168.10193,6.172,"kps_psychoactive_substances_v2",3499563.57523038,"francistown wwtp surface water"
1391,"Ethinamate","C9 H13 N O2",0.17,167.09466,168.10193,5.87,"kps_psychoactive_substances_v2",3237330.45917638,"kasane wwtp (overflow) surface water"
3725,"Ethinamate","C9 H13 N O2",0.17,167.09466,168.10193,2.078,"kps_psychoactive_substances_v2",1714419.70078818,"maun wwtp (main) waste water"
628,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,9.179,"kps_psychoactive_substances_v2",737612.852450653,"palapye wwtp (eff) waste water"
1244,"Ethylphenidate","C15 H21 N O2",0.46,247.15734,248.16462,10.299,"kps_psychoactive_substances_v2",5185641.67823613,"palapye wwtp surface water"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"kps_psychoactive_substances_v2",294961.749129852,"lotsane dam surface water"
628,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,9.179,"kps_psychoactive_substances_v2",810329.495777442,"francistown wwtp surface water"
2243,"Ethylphenidate","C15 H21 N O2",0.35,247.15731,248.16459,6.674,"kps_psychoactive_substances_v2",1601105.12772205,"maun beach (before) surface water"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"kps_psychoactive_substances_v2",2815085.37325538,"maun wwtp (main) waste water"
1576,"Ethylphenidate","C15 H21 N O2",0.37,247.15732,248.1646,7.731,"kps_psychoactive_substances_v2",1187914.49396454,"glen valley (reclamation) surface water"
1977,"Etoxeridine","C18 H27 N O4",0.22,321.19408,322.20135,14.301,"kps_psychoactive_substances_v2",2007351.9905695,"kasane wwtp (main) surface water"
835,"Etoxeridine","C18 H27 N O4",0.3,321.1941,322.20138,8.668,"kps_psychoactive_substances_v2",2059581.10968756,"maun wwtp (main) waste water"
3691,"Etoxeridine","C18 H27 N O4",0.26,321.19409,322.20137,7.464,"kps_psychoactive_substances_v2",833611.774645265,"glen valley (reclamation) surface water"
3824,"Flubromazolam","C17 H12 Br F N4",3.39,370.02419,371.03147,12.256,"kps_psychoactive_substances_v2",2489237.55290233,"lecheng stream surface water"
3824,"Flubromazolam","C17 H12 Br F N4",3.39,370.02419,371.03147,12.256,"kps_psychoactive_substances_v2",705191.950553215,"palapye wwtp (eff) waste water"
4087,"Formetorex","C10 H13 N O",0.17,163.09974,164.10702,3.96,"kps_psychoactive_substances_v2",1725622.44717288,"palapye wwtp (eff) waste water"
4087,"Formetorex","C10 H13 N O",0.17,163.09974,164.10702,3.96,"kps_psychoactive_substances_v2",2107255.0244826,"palapye wwtp surface water"
4087,"Formetorex","C10 H13 N O",0.17,163.09974,164.10702,3.96,"kps_psychoactive_substances_v2",1599736.81585896,"francistown wwtp surface water"
5547,"Formetorex","C10 H13 N O",0.14,163.09974,164.10701,8.249,"kps_psychoactive_substances_v2",1397023.80903013,"kasane wwtp (overflow) surface water"
4906,"Formetorex","C10 H13 N O",0.19,163.09974,164.10702,9.203,"kps_psychoactive_substances_v2",654576.632562512,"kasane (main) surface water"
4906,"Formetorex","C10 H13 N O",0.19,163.09974,164.10702,9.203,"kps_psychoactive_substances_v2",627265.268197017,"kasane (recreational) surface water"
3080,"Formetorex","C10 H13 N O",0.17,163.09974,164.10702,9.074,"kps_psychoactive_substances_v2",3102451.57001092,"maun wwtp (main) waste water"
6353,"Formetorex","C10 H13 N O",0.21,163.09975,164.10702,10.534,"kps_psychoactive_substances_v2",861068.860709745,"glen valley (reclamation) surface water"
3080,"Formetorex","C10 H13 N O",0.17,163.09974,164.10702,9.074,"kps_psychoactive_substances_v2",414294.560779515,"glen valley (recreational) surface water"
5183,"Glutethimide","C13 H15 N O2",0.36,217.11036,218.11763,14.886,"kps_psychoactive_substances_v2",556850.369848687,"maun beach (after) surface water"
3188,"Hydroxypethidine","C15 H21 N O3",0.32,263.15223,264.1595,6.238,"kps_psychoactive_substances_v2",2563957.73363611,"kasane wwtp (overflow) surface water"
1157,"Hydroxypethidine","C15 H21 N O3",0.42,263.15225,264.15952,11.518,"kps_psychoactive_substances_v2",4813704.58451768,"maun wwtp (main) waste water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",1808125.87431064,"palapye wwtp (eff) waste water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",1814506.25222221,"palapye wwtp surface water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",723572.770877443,"francistown wwtp surface water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",3691156.24524926,"kasane wwtp (main) surface water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",2886769.93299307,"kasane wwtp (overflow) surface water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",1219796.26245286,"maun wwtp (main) waste water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",7822934.09356505,"glen valley (reclamation) surface water"
1118,"Indiplon","C20 H16 N4 O2 S",-3.65,376.09803,377.10529,14.548,"kps_psychoactive_substances_v2",4828135.73700886,"glen valley (recreational) surface water"
4309,"Isosafrole","C10 H10 O2",0.22,162.06812,163.07539,17.313,"kps_psychoactive_substances_v2",1725577.92126674,"lecheng stream surface water"
2112,"Isosafrole","C10 H10 O2",0.31,162.06813,163.07541,13.863,"kps_psychoactive_substances_v2",3463129.78299888,"francistown wwtp surface water"
8505,"Isosafrole","C10 H10 O2",0.35,162.06814,180.10197,5.562,"kps_psychoactive_substances_v2",586023.926277708,"kasane wwtp (overflow) surface water"
9286,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.83,342.1719,343.17918,15.053,"kps_psychoactive_substances_v2",365618.016220479,"lecheng stream surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",2471953.39312241,"palapye wwtp (eff) waste water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",4110067.69830097,"palapye wwtp surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",141896.168642485,"lotsane dam surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",37772988.4095117,"francistown wwtp surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",3722364.84516542,"kasane wwtp (main) surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",1764540.03302152,"kasane wwtp (overflow) surface water"
3277,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.88,342.17189,343.17916,19.282,"kps_psychoactive_substances_v2",437585.461391783,"kasane (main) surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",1847010.96955477,"kasane (recreational) surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",3481417.17210797,"maun beach (after) surface water"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",5474686.56951949,"glen valley (reclamation) surface water"
